field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
nox_emissions,氮氧化物排放量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
particulate_matter_emissions,颗粒物排放量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
hazardous_waste,危险废弃物产生或排放量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
non_hazardous_waste,无害废弃物产生或排放量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
total_waste,废弃物总量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
waste_recycling_rate,废弃物回收利用率,E,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
environmental_investment,环保投入金额,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
environmental_violation_cases,环境违规或处罚事件数量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
total_employees,员工总数,S,quantitative,number,extracted,1771,"1,771",人,2024,route_a_appendix_table,0.93,"员工总数 人 2023年 1,630 2024年 1,771",page_85.png,员工总数,,关键绩效表,page_85.png,extracted,0.93,heuristic_total_employees; schema_match_validated,,,,,,
male_employees,男性员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
female_employees,女性员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
female_employee_ratio,女性员工比例,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
female_management_ratio,女性管理层比例,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
minority_employees,少数民族员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employees_under_30,30岁以下员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employees_30_to_50,30至50岁员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employees_over_50,50岁以上员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employee_turnover_rate,员工流失率,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
training_total_hours,员工培训总时长,S,quantitative,number,extracted,537.5,537.5,小时,2024,route_a_appendix_table,0.95,员工培训总学时 小时 2023年 693.5 2024年 537.5,page_85.png,员工培训总学时,,关键绩效表,page_85.png,extracted,0.95,alias_match:员工培训总学时; schema_match_validated,,,,,,
training_hours_per_employee,人均培训时长,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
training_coverage_rate,员工培训覆盖率,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
training_expense,培训投入金额,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
trained_employees_count,受训员工人数或人次,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
work_injury_rate,工伤率,S,quantitative,number_or_percentage,extracted,0,0%,%,2024,route_a_appendix_table,0.91,工伤率 % 2023年 0% 2024年 0%,page_85.png,工伤率,,关键绩效表,page_85.png,extracted,0.91,alias_match:工伤率; schema_match_validated,,,,,,
work_related_fatalities,因工死亡人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,number,extracted,0,0,天,2024,route_a_appendix_table,0.96,因工伤损失工作日数 天 2023年 0 2024年 0,page_85_left.png,因工伤损失工作日数,,关键绩效表,page_85_left.png,extracted,0.96,alias_match:因工伤损失工作日数; schema_match_validated,,,,,,
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,percentage,extracted,100,100%,%,2024,route_a_appendix_table,0.95,社会保险覆盖率 % 2023年 100% 2024年 100%,page_85.png,社会保险覆盖率,,关键绩效表,page_85.png,extracted,0.95,alias_match:社会保险覆盖率; schema_match_validated,,,,,,
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
r_and_d_investment,研发投入金额,S,quantitative,number,extracted,6910.57,6910.57,万元,2024,route_a_appendix_table,0.92,"研发投入 万元 2023年 6,642.72 2024年 6910.57",page_85.png,研发投入,,关键绩效表,page_85.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,研发人员数量,S,quantitative,number,extracted,521,521,人,2024,route_a_appendix_table,0.94,研发人员数量 人 2023年 440 2024年 521,page_85.png,研发人员数量,,关键绩效表,page_85.png,extracted,0.94,alias_match:研发人员数量; schema_match_validated,,,,,,
authorized_patents_new,当年新增授权专利数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
authorized_patents_total,累计授权专利数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
customer_complaints,客户投诉数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
board_size,董事会人数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
independent_directors,独立董事人数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
independent_director_ratio,独立董事比例,G,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
female_directors,女性董事人数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
board_meetings,董事会会议次数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
shareholder_meetings,股东大会会议次数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
whistleblowing_cases,举报案件数量,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
patent_applications_new,当年申请专利数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,boolean_or_text,extracted,True,True,,,route_b_text_rag,0.95,董事会作为管理经济、环境和社会议题的最高决策机构，负责评估与监督管理可持续发展相关影响、风险和机遇。,[18],董事会作为最高决策机构负责监督可持续发展相关影响、风险和机遇，并审阅批准重要性评估。,正文定性机制,,,missing,0.0,not_found,true,0.95,董事会作为最高决策机构负责监督可持续发展相关影响、风险和机遇，并审阅批准重要性评估。,董事会作为管理经济、环境和社会议题的最高决策机构，负责评估与监督管理可持续发展相关影响、风险和机遇。,[18],正文明确披露了董事会在ESG治理中的监督职责。
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_policy,反腐败政策,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
whistleblowing_mechanism,举报机制,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,boolean_or_text,extracted,True,True,,,route_b_text_rag,0.9,在供应商引入、供应商合作的定期评估中持续关注供应商在环保等方面的表现。,[83],公司建立了供应商ESG评估机制，在准入和定期评估中关注环保表现。,正文定性机制,,,missing,0.0,not_found,true,0.9,公司建立了供应商ESG评估机制，在准入和定期评估中关注环保表现。,在供应商引入、供应商合作的定期评估中持续关注供应商在环保等方面的表现。,[83],正文明确披露了对供应商在环保等方面的持续评估，属于供应商ESG评估机制。
