page_image,table_title,topic,metric_name,unit,year,column_label,value,raw_value,values,evidence_text,reason,confidence
page_52.png,ESG绩效表-环境绩效,,综合碳排放流速,吨标煤/百万元营收,2024,2024年,3.48,3.48,"{""2024年"": ""3.48"", ""2023年"": ""3.59""}",综合碳排放流速 吨标煤/百万元营收 2024年 3.48 2023年 3.59,llm_no_match:“综合碳排放流速”非 Core ESG Schema 中定义的任何字段；Schema 中无“流速”相关别名，且“碳排放流速”不属于已列温室气体排放强度（ghg_emissions_intensity）的常规表述（后者单位为吨CO2e/万元等，而非吨标煤/百万元营收）；使用“吨标煤”作为碳排放当量单位亦不符合标准温室气体计量惯例（应为吨CO2e），故无法可靠匹配。,0.3
page_52.png,ESG绩效表-环境绩效,,报告期内自发电电力使用比例,%,2024,2024年,7.59,7.59,"{""2024年"": ""7.59"", ""2023年"": ""5.77""}",报告期内自发电电力使用比例 % 2024年 7.59 2023年 5.77,llm_no_match:该指标为自发电电力使用比例，属于能源结构或运营效率类衍生指标，Core ESG Schema 中无对应 field_key；renewable_energy_consumption 指可再生能源使用量（绝对值），不涵盖‘自发电’或‘比例’维度；electricity_consumption 为电力消耗总量，亦不匹配比例形式。因此不属于 Core ESG Schema。,0.3
page_52.png,ESG绩效表-环境绩效,,工业用水,吨,2024,2024年,0,0.00,"{""2024年"": ""0.00"", ""2023年"": ""0.00""}",工业用水 吨 2024年 0.00 2023年 0.00,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:工业用水属于水资源消耗范畴，Core Schema 中 water_consumption 的别名包含‘用水量’‘耗水量’‘新鲜水用量’等，且单位‘吨’在 unit_examples 中明确列出。,0.85
page_52.png,ESG绩效表-环境绩效,,大气污染物排放总量,吨,2024,2024年,206.05,206.05,"{""2024年"": ""206.05"", ""2023年"": ""74.10""}",大气污染物排放总量 吨 2024年 206.05 2023年 74.10,llm_no_match:大气污染物排放总量是宽泛表述，未对应Core ESG Schema中任一具体污染物字段（如SO2、NOx、颗粒物等），且Schema中无统称‘大气污染物排放总量’的field_key。,0.3
page_52.png,ESG绩效表-环境绩效,,其中：一氧化氮(NO)排放总量,吨,2024,2024年,25.31,25.31,"{""2024年"": ""25.31"", ""2023年"": ""20.83""}",其中：一氧化氮(NO)排放总量 吨 2024年 25.31 2023年 20.83,llm_no_match:一氧化氮(NO)排放总量不在Core ESG Schema中；Schema中仅包含NOx（氮氧化物）排放量，而NO是NOx的组分之一，不等同于NOx，且无对应aliases覆盖'一氧化氮(NO)排放总量'。,0.3
page_52.png,ESG绩效表-环境绩效,,一般工业固废异类场产生量,吨,2024,2024年,269496.49,"269,496.49","{""2024年"": ""269,496.49"", ""2023年"": ""252,585.62""}","一般工业固废异类场产生量 吨 2024年 269,496.49 2023年 252,585.62",llm_no_match:‘一般工业固废异类场产生量’未在 Core ESG Schema 的任何 aliases 中出现；Schema 中与固废相关的字段为 hazardous_waste、non_hazardous_waste 和 total_waste，但‘异类场产生量’属特定场地/处置方式的细分口径，非标准定义，且无对应别名支持，故无法可靠匹配。,0.3
page_52.png,ESG绩效表-环境绩效,,一般工业固废异类场贮存产量,吨/百万元营收,2024,2024年,13.25,13.25,"{""2024年"": ""13.25"", ""2023年"": ""11.05""}",一般工业固废异类场贮存产量 吨/百万元营收 2024年 13.25 2023年 11.05,llm_no_match:‘一般工业固废异类场贮存产量’不属于 Core ESG Schema 中定义的任何废弃物相关字段（如 hazardous_waste、non_hazardous_waste、total_waste），其表述含特定场景（‘异类场贮存’）且单位为强度型（吨/百万元营收），但 Core Schema 中无对应强度指标或该细分贮存形态的字段；该指标未在 aliases 中出现，亦不匹配任何 field_key 的语义和范畴。,0.3
page_52.png,ESG绩效表-环境绩效,,一般工业固废异类场处置量,吨,2024,2024年,2506.79,"2,506.79","{""2024年"": ""2,506.79"", ""2023年"": ""123,540.41""}","一般工业固废异类场处置量 吨 2024年 2,506.79 2023年 123,540.41",llm_no_match:‘一般工业固废异类场处置量’未在 Core ESG Schema 的 aliases 中出现，且不属于已定义的废弃物相关 field_key（如 hazardous_waste、non_hazardous_waste、total_waste），其表述强调特定处置方式（‘异类场处置’）而非产生或排放总量，Schema 中无对应匹配项。,0.3
page_52.png,ESG绩效表-环境绩效,,一般工业固废异类场综合利用量,吨,2024,2024年,266991.7,"266,991.70","{""2024年"": ""266,991.70"", ""2023年"": ""129,034.51""}","一般工业固废异类场综合利用量 吨 2024年 266,991.70 2023年 129,034.51",llm_no_match:‘一般工业固废异类场综合利用量’不属于 Core ESG Schema 中定义的任何废弃物相关 field_key（如 hazardous_waste、non_hazardous_waste、total_waste、waste_recycling_rate），Schema 中无‘综合利用量’相关别名或语义匹配，且该表述具有高度场景特异性，无法可靠映射。,0.3
page_52.png,ESG绩效表-环境绩效,,环保投资次数,场次,2024,2024年,392,392,"{""2024年"": ""392"", ""2023年"": ""377""}",环保投资次数 场次 2024年 392 2023年 377,rejected_by_schema_validator:unit_type_mismatch:money; original_reason=heuristic_environmental_investment,0.92
page_52.png,ESG绩效表-环境绩效,,环保项目覆盖人次,人次,2024,2024年,15574,"15,574","{""2024年"": ""15,574"", ""2023年"": ""8,238""}","环保项目覆盖人次 人次 2024年 15,574 2023年 8,238",llm_no_match:环保项目覆盖人次属于活动参与类指标，Core ESG Schema 中无对应 field_key；既非环境要素的量化消耗/排放（如 water_consumption、ghg_emissions），也非标准社会绩效指标（如 trained_employees_count 仅指培训，不涵盖环保项目）；不属于经营绩效但亦未被 Schema 收录，故 matched=false。,0.3
page_52.png,ESG绩效表-环境绩效,,无废厂区物料循环利用率,吨,2024,2024年,269496.49,"269,496.49","{""2024年"": ""269,496.49"", ""2023年"": ""123,045.21""}","无废厂区物料循环利用率 吨 2024年 269,496.49 2023年 123,045.21",llm_no_match:‘无废厂区物料循环利用率’名称含‘利用率’，但Core ESG Schema中无对应物料循环类利用率指标；waste_recycling_rate仅指废弃物回收利用率，不涵盖‘物料循环’；且单位‘吨’为绝对量而非比率，与所有利用率类字段（value_type: percentage）的unit_examples（%）矛盾；该指标属于企业自定义运营效率指标，不属于Core ESG Schema。,0.3
page_52.png,ESG绩效表-环境绩效,,无废厂区物料循环利用率,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""51""}",无废厂区物料循环利用率 % 2024年 100 2023年 51,llm_no_match:‘无废厂区物料循环利用率’属于企业自定义的特定场景指标，Core ESG Schema 中无对应 field_key；虽含‘循环’字眼，但 schema 中仅定义了 ‘recycled_water_volume’（循环水或回用水量）和 ‘waste_recycling_rate’（废弃物回收利用率），而该指标明确指向‘物料’而非‘水’或‘废弃物’，且未在 aliases 中覆盖。,0.3
page_52.png,ESG绩效表-社会绩效,,研发投入占主营业务收入比例,%,2024,2024年,2.52,2.52,"{""2024年"": ""2.52"", ""2023年"": ""2.7""}",研发投入占主营业务收入比例 % 2024年 2.52 2023年 2.7,llm_no_match:研发投入占主营业务收入比例是研发强度类指标，Core ESG Schema 中仅包含研发投入金额（r_and_d_investment）和研发人员数量（r_and_d_employees），未定义任何研发强度或占比类指标（如研发/营收比），且该指标属于经营绩效衍生比率，不符合 Core ESG Schema 范围。,0.3
page_52.png,ESG绩效表-社会绩效,,研发员工比例（%）,%,2024,2024年,20.4,20.40%,"{""2024年"": ""20.40%"", ""2023年"": ""20.36%""}",研发员工比例（%） % 2024年 20.40% 2023年 20.36%,llm_no_match:研发员工比例（%）在 Core ESG Schema 中无对应 field_key；schema 中仅有 'r_and_d_employees'（研发人员数量，绝对值）和 'female_management_ratio' 等比例类指标，但无研发人员占比这一具体字段；该指标属于人力资源结构细分指标，未被纳入标准 schema。,0.3
page_52.png,ESG绩效表-社会绩效,,年度专利授权数,项,2024,2024年,180,180,"{""2024年"": ""180"", ""2023年"": ""233""}",年度专利授权数 项 2024年 180 2023年 233,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_authorized_patents_new,0.88
page_52.png,ESG绩效表-社会绩效,,年度授权专利数,项,2024,2024年,101,101,"{""2024年"": ""101"", ""2023年"": ""138""}",年度授权专利数 项 2024年 101 2023年 138,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_authorized_patents_new,0.88
page_52.png,ESG绩效表-社会绩效,,累计有效专利数,项,2024,2024年,838,838,"{""2024年"": ""838"", ""2023年"": ""851""}",累计有效专利数 项 2024年 838 2023年 851,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:累计有效专利数与 authorized_patents_total 的别名完全匹配，包括‘累计拥有授权专利数量’‘有效专利数量’‘截至报告期末有效专利数量’等，且单位‘项’符合 unit_examples。,0.95
page_52.png,ESG绩效表-社会绩效,,其中：应用于主营业务的发明专利数量,项,2024,2024年,938,938,"{""2024年"": ""938"", ""2023年"": ""851""}",其中：应用于主营业务的发明专利数量 项 2024年 938 2023年 851,llm_no_match:该指标强调‘应用于主营业务的发明专利数量’，属于专利应用或经营绩效维度，Core ESG Schema 中仅包含专利申请数（patent_applications_new）和授权专利数（authorized_patents_new、authorized_patents_total），未定义按应用场景（如主营业务）细分的专利数量，因此不属于 Core ESG Schema。,0.3
page_52.png,ESG绩效表-社会绩效,,每百万元营收有效专利数,件,2024,2024年,0.0461,0.0461,"{""2024年"": ""0.0461"", ""2023年"": ""0.0372""}",每百万元营收有效专利数 件 2024年 0.0461 2023年 0.0372,llm_no_match:该指标为‘每百万元营收有效专利数’，是专利数量与营收的比值型衍生指标，Core ESG Schema 中仅包含授权专利数量（authorized_patents_new/total）和专利申请数量（patent_applications_new），未定义任何与营收挂钩的强度型专利指标；且‘单位营收专利数’不在任何 field_key 的 aliases 或语义范围内。,0.3
page_52.png,ESG绩效表-社会绩效,,因健康与安全理由而召回的产品占比,%,2024,2024年,0,0.00,"{""2024年"": ""0.00"", ""2023年"": ""0.00""}",因健康与安全理由而召回的产品占比 % 2024年 0.00 2023年 0.00,llm_no_match:因健康与安全理由而召回的产品占比属于产品质量与消费者安全相关指标，Core ESG Schema 中无对应 field_key（如 customer_safety_incidents、product_recall_rate 等未被定义），且不属于 E/S/G 任一现有类别下的标准化字段。,0.3
page_52.png,ESG绩效表-社会绩效,,客户隐私及信息安全,,2024,2024年,0,0.00,"{""2024年"": ""0.00"", ""2023年"": ""/""}",客户隐私及信息安全 2024年 0.00 2023年 /,llm_no_match:客户隐私及信息安全属于数据治理或合规管理范畴，Core ESG Schema 中无对应 field_key；未在 aliases 或 category 中覆盖该概念，且不属于 E/S/G 标准化指标。,0.3
page_52.png,ESG绩效表-社会绩效,,客户隐私泄露事件数量,件,2024,2024年,0,0,"{""2024年"": ""0"", ""2023年"": ""/""}",客户隐私泄露事件数量 件 2024年 0 2023年 /,llm_no_match:客户隐私泄露事件数量属于数据安全或客户权益相关议题，Core ESG Schema 中无对应 field_key（如无 data_breach_count、privacy_incident_count 等），且不属于已定义的 S 类指标（如 customer_complaints 指一般性投诉，不特指隐私泄露）。,0.3
page_52.png,ESG绩效表-社会绩效,,客户投诉/举报相关法律诉讼涉及金额（万元人民币）,万元人民币,2024,2024年,12800,"12,800","{""2024年"": ""12,800"", ""2023年"": ""/""}","客户投诉/举报相关法律诉讼涉及金额（万元人民币） 万元人民币 2024年 12,800 2023年 /",llm_no_match:客户投诉相关法律诉讼涉及金额属于经营风险或财务影响指标，Core ESG Schema 中仅有 'customer_complaints'（数量），无涉及金额类字段；该指标不属于环境、社会或治理核心披露项。,0.2
page_52.png,ESG绩效表-社会绩效,,男雇员,人,2024,2024年,3896,"3,896","{""2024年"": ""3,896"", ""2023年"": ""4,138""}","男雇员 人 2024年 3,896 2023年 4,138",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:“男雇员”是“男性员工人数”的常用同义表述，属于 Core ESG Schema 中 S 类指标 male_employees 的别名，单位“人”匹配，且上下文为社会绩效表。,0.95
page_52.png,ESG绩效表-社会绩效,,女雇员,人,2024,2024年,1123,"1,123","{""2024年"": ""1,123"", ""2023年"": ""1,176""}","女雇员 人 2024年 1,123 2023年 1,176",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:“女雇员”是“女性员工人数”的常见同义表述，与 field_key: female_employees 的 aliases 中的“女性员工”“女性员工数量”“女员工人数”等完全匹配；单位“人”符合 unit_examples；所属表格标题为“ESG绩效表-社会绩效”，与 category: S 一致。,0.95
page_52.png,ESG绩效表-社会绩效,,按性别划分的雇员总数,人,2024,2024年,0,0,"{""2024年"": ""0"", ""2023年"": ""/""}",按性别划分的雇员总数 人 2024年 0 2023年 /,llm_no_match:该指标为复合描述性标题（'按性别划分的雇员总数'），未明确指向单一标准字段；Core ESG Schema 中存在 male_employees 和 female_employees 等具体字段，但本行未拆分呈现具体数值，而是以汇总标题形式出现，且无有效数值（2024年为'0'，2023年为'/'），无法确定对应具体 field_key。,0.3
page_52.png,ESG绩效表-社会绩效,,管理层人数,人,2024,2024年,1453,"1,453","{""2024年"": ""1,453"", ""2023年"": ""1,594""}","管理层人数 人 2024年 1,453 2023年 1,594",llm_no_match:管理层人数不属于 Core ESG Schema 中定义的任何 field_key；Schema 中无对应字段（如未定义 'management_team_size' 或类似字段），且该指标不落入 E/S/G 任一标准维度下的现有指标范畴。,0.3
page_52.png,ESG绩效表-社会绩效,,其中：一线员工（其他）,人,2024,2024年,1849,"1,849","{""2024年"": ""1,849"", ""2023年"": ""1,722""}","其中：一线员工（其他） 人 2024年 1,849 2023年 1,722",llm_no_match:该指标为细分员工类型（一线员工（其他））人数，Core ESG Schema 中无对应 field_key；未在员工年龄、性别、管理层、民族等任一标准人口结构维度中定义，且不属于 total_employees 或其标准子类。,0.25
page_52.png,ESG绩效表-社会绩效,,按年龄划分的雇员总数,人,2024,2024年,2783,"2,783","{""2024年"": ""2,783"", ""2023年"": ""2,931""}","按年龄划分的雇员总数 人 2024年 2,783 2023年 2,931",llm_no_match:该指标为汇总性描述（按年龄划分的雇员总数），未指明具体年龄段，无法对应 Core ESG Schema 中任何细分年龄组字段（如 employees_under_30、employees_30_to_50、employees_over_50），且无匹配的聚合字段；Core Schema 中无名为'按年龄划分的雇员总数'或等效的通用聚合字段。,0.3
page_52.png,ESG绩效表-社会绩效,,新招聘员工数,人,2024,2024年,309,309,"{""2024年"": ""309"", ""2023年"": ""367""}",新招聘员工数 人 2024年 309 2023年 367,llm_no_match:新招聘员工数不属于 Core ESG Schema 中定义的任何 field_key；Core Schema 包含员工总数、性别/年龄结构、培训、流失、健康安全等维度，但无招聘相关指标。,0.3
page_52_left.png,ESG绩效表,,本年度营业收入,百万元,2024,2024年,20347.1,"20,347.10","{""2024年"": ""20,347.10"", ""2023年"": ""22,863.30""}","本年度营业收入 百万元 2024年 20,347.10 2023年 22,863.30",business_performance_not_core_esg,0.0
page_52_left.png,ESG绩效表,,报告期用水总量,吨,2024,2024年,7694119.56,"7,694,119.56","{""2024年"": ""7,694,119.56"", ""2023年"": ""7,486,173.83""}","报告期用水总量 吨 2024年 7,694,119.56 2023年 7,486,173.83",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:报告期用水总量与Core ESG Schema中water_consumption的aliases（如'用水量'、'耗水量'、'新鲜水用量'）语义一致，单位'吨'在unit_examples中明确列出。,0.95
page_52_left.png,ESG绩效表,,报告期用水密度,吨/百万元营收,2024,2024年,378.14,378.14,"{""2024年"": ""378.14"", ""2023年"": ""327.43""}",报告期用水密度 吨/百万元营收 2024年 378.14 2023年 327.43,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:报告期用水密度对应水资源消耗强度，别名包括用水强度、耗水强度、单位收入耗水等，单位'吨/百万元营收'与schema中'吨/万元'量纲一致（仅数量级差异，属合理换算）,0.95
page_52_left.png,ESG绩效表,,本年度循环水使用占比,%,2024,2024年,25.5,25.5,"{""2024年"": ""25.5"", ""2023年"": ""24.6""}",本年度循环水使用占比 % 2024年 25.5 2023年 24.6,llm_no_match:‘本年度循环水使用占比’是循环水占总用水的比例，属于比率型衍生指标；Core ESG Schema 中仅有绝对量指标 ‘recycled_water_volume’（循环水或回用水量）和 ‘water_consumption’（水资源消耗量），但无对应占比类指标；且无 alias 匹配‘循环水使用占比’或类似表述。,0.3
page_52_left.png,ESG绩效表,,不可再生物料消耗量,吨,2024,2024年,104779323.77,"104,779,323.77","{""2024年"": ""104,779,323.77"", ""2023年"": ""110,655,896.31""}","不可再生物料消耗量 吨 2024年 104,779,323.77 2023年 110,655,896.31",llm_no_match:不可再生物料消耗量未在 Core ESG Schema 的任何 field_key 的 aliases 或语义中出现，且不属于已定义的环境类（E）、社会类（S）或治理类（G）标准指标；该指标属于物料管理细分维度，但 Core Schema 中无对应字段（如无 'non_renewable_material_consumption' 或类似字段）。,0.3
page_52_left.png,ESG绩效表,,有毒有害物料消耗量,吨,2024,2024年,0,0.00,"{""2024年"": ""0.00"", ""2023年"": ""0.00""}",有毒有害物料消耗量 吨 2024年 0.00 2023年 0.00,llm_no_match:有毒有害物料消耗量未在 Core ESG Schema 的任何 field_key 的 aliases 中出现，且不属于已定义的环境类指标（如 hazardous_waste 指的是废弃物产生/排放，而非物料消耗），无对应标准字段。,0.3
page_52_left.png,ESG绩效表,,其中：常规电网购电量,兆瓦时,2024,2024年,128748.26,"128,748.26","{""2024年"": ""128,748.26"", ""2023年"": ""165,690.06""}","其中：常规电网购电量 兆瓦时 2024年 128,748.26 2023年 165,690.06",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:“常规电网购电量”属于外购电力，是电力消耗量的明确子类，与 aliases 中的“外购电力”完全匹配，单位“兆瓦时”在 electricity_consumption 的 unit_examples 中明确列出。,0.95
page_52_left.png,ESG绩效表,,其中：绿电购买量（含绿证）,兆瓦时,2024,2024年,41626,"41,626.00","{""2024年"": ""41,626.00"", ""2023年"": ""25,760.00""}","其中：绿电购买量（含绿证） 兆瓦时 2024年 41,626.00 2023年 25,760.00",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:“绿电购买量（含绿证）”明确指向可再生能源使用行为，与 field_key: renewable_energy_consumption 的 aliases 中“绿色电力”“可再生能源使用量”高度一致，单位“兆瓦时”在 unit_examples 中匹配。,0.95
page_52_left.png,ESG绩效表,,报告期内自发电电力使用比例,%,2024,2024年,7.59,7.59,"{""2024年"": ""7.59"", ""2023年"": ""5.77""}",报告期内自发电电力使用比例 % 2024年 7.59 2023年 5.77,llm_no_match:‘报告期内自发电电力使用比例’是电力来源结构指标，Core ESG Schema 中无对应 field_key；虽含‘电力’关键词，但 schema 中 electricity_consumption、renewable_energy_consumption 等均为绝对量指标，不涵盖比例类衍生指标；该指标属于能源结构效率或绿色运营特色指标，未在 aliases 或定义中覆盖。,0.3
page_52_left.png,ESG绩效表,,废气污染物排放总量,吨,2024,2024年,206.05,206.05,"{""2024年"": ""206.05"", ""2023年"": ""174.10""}",废气污染物排放总量 吨 2024年 206.05 2023年 174.10,llm_no_match:废气污染物排放总量是宽泛表述，未对应 Core ESG Schema 中任一具体污染物（如SO2、NOx、颗粒物等）或总量类指标；Schema 中无'废气污染物排放总量'或类似别名字段，且该名称未在任何 field_key 的 aliases 中出现。,0.3
page_52_left.png,ESG绩效表,,年度危险废弃物产生密度,吨/百万元营收,2024,2024年,0.0004,0.0004,"{""2024年"": ""0.0004"", ""2023年"": ""0.0004""}",年度危险废弃物产生密度 吨/百万元营收 2024年 0.0004 2023年 0.0004,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_hazardous_waste,0.93
page_52_right.png,环境绩效,,一般工业固体废弃物产生量,吨,2024,2024年,269498.49,"269,498.49","{""2024年"": ""269,498.49"", ""2023年"": ""252,585.62""}","一般工业固体废弃物产生量 吨 2024年 269,498.49 2023年 252,585.62",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:一般工业固体废弃物产生量属于无害废弃物产生或排放量，与 field_key 'non_hazardous_waste' 的中文名和别名（如'一般固体废弃物'、'无害废弃物'）完全匹配，单位'吨'也在其 unit_examples 中。,0.95
page_52_right.png,环境绩效,,一般工业固体废弃物产生密度,吨/百万元营收,2024,2024年,13.25,13.25,"{""2024年"": ""13.25"", ""2023年"": ""11.05""}",一般工业固体废弃物产生密度 吨/百万元营收 2024年 13.25 2023年 11.05,llm_no_match:一般工业固体废弃物产生密度在 Core ESG Schema 中无对应 field_key；Schema 中仅有 total_waste、hazardous_waste、non_hazardous_waste、waste_recycling_rate 等指标，但无‘产生密度’类强度指标（如废弃物产生强度）的定义。'产生密度'虽与强度类指标逻辑相似，但未出现在任何 aliases 中，且 schema 中明确列出的强度指标（如 water_consumption_intensity、ghg_emissions_intensity）均未涵盖废弃物产生维度。因此不匹配。,0.3
page_52_right.png,环境绩效,,一般工业固体废弃物处置量,吨,2024,2024年,2506.79,"2,506.79","{""2024年"": ""2,506.79"", ""2023年"": ""123,540.41""}","一般工业固体废弃物处置量 吨 2024年 2,506.79 2023年 123,540.41",llm_no_match:‘一般工业固体废弃物处置量’未在 Core ESG Schema 的 aliases 中出现；Schema 中存在 hazardous_waste、non_hazardous_waste、total_waste 等字段，但‘处置量’不等同于‘产生量’或‘排放量’，且无 alias 覆盖‘处置量’这一动作/状态，语义不匹配。,0.3
page_52_right.png,环境绩效,,一般工业固体废弃物综合利用率,吨,2024,2024年,266991.7,"266,991.70","{""2024年"": ""266,991.70"", ""2023年"": ""129,045.21""}","一般工业固体废弃物综合利用率 吨 2024年 266,991.70 2023年 129,045.21",llm_no_match:‘一般工业固体废弃物综合利用率’是利用率类指标，Core ESG Schema 中仅定义了 waste_recycling_rate（废弃物回收利用率），但该字段特指回收利用率，且未涵盖‘综合利用率’这一表述；‘综合利用率’涉及资源化利用、处置等多种路径，语义不等价，无 alias 支持，故不匹配。,0.3
page_52_right.png,环境绩效,,环保培训次数,场次,2024,2024年,392,392,"{""2024年"": ""392"", ""2023年"": ""377""}",环保培训次数 场次 2024年 392 2023年 377,llm_no_match:环保培训次数未在 Core ESG Schema 中定义；Schema 中仅包含反腐败培训相关字段（如 anti_corruption_training_sessions），不涵盖环保类培训，且无泛化培训次数字段。,0.3
page_52_right.png,环境绩效,,环保培训覆盖人次,人次,2024,2024年,15374,"15,374","{""2024年"": ""15,374"", ""2023年"": ""6,238""}","环保培训覆盖人次 人次 2024年 15,374 2023年 6,238",llm_no_match:环保培训覆盖人次不属于 Core ESG Schema 中定义的任何 field_key；Schema 中无与环保培训相关的培训类指标（如培训覆盖率、受训人次等均限定于员工培训或反腐败培训，且'环保培训'未在任何 aliases 中出现）。,0.3
page_52_right.png,环境绩效,,无害废弃物循环利用量,吨,2024,2024年,269498.49,"269,498.49","{""2024年"": ""269,498.49"", ""2023年"": ""129,045.21""}","无害废弃物循环利用量 吨 2024年 269,498.49 2023年 129,045.21",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_non_hazardous_waste,0.93
page_52_right.png,环境绩效,,无害废弃物循环利用率,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""51""}",无害废弃物循环利用率 % 2024年 100 2023年 51,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_non_hazardous_waste,0.93
page_52_right.png,环境绩效,,年度温室气体减排量,公吨,2024,2024年,45332.89,"45,332.89","{""2024年"": ""45,332.89"", ""2023年"": ""/""}","年度温室气体减排量 公吨 2024年 45,332.89 2023年 /",llm_no_match:‘年度温室气体减排量’表示减排成效，而非排放总量或范围一/二/三排放量，Core ESG Schema 中无对应字段（如 total_ghg_emissions、scope_1_emissions 等均指排放量，非减排量），且无 alias 或语义覆盖‘减排量’，故不匹配。,0.3
