field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
coal_consumption,,E,quantitative,,extracted,0,0,吨,2024,route_a_appendix_table,0.95,煤炭使用量 吨 2023年 0 2024年 0,page_93.png,煤炭使用量,,,page_93.png,extracted,0.95,llm_match:煤炭使用量是 coal_consumption 的别名之一，单位'吨'在 unit_examples 中明确列出。; schema_match_validated,,,,,,
water_consumption,,E,quantitative,,extracted,3444262,"3,444,262",吨,2024,route_a_appendix_table,0.92,"总取水量 吨 2024年 3,444,262",page_94.png,总取水量,,,page_94.png,extracted,0.92,heuristic_water; schema_match_validated,,,,,,
water_consumption_intensity,,E,quantitative,,extracted,754.34,754.34,吨/百万营收,2024,route_a_appendix_table,0.92,用水强度 吨/百万营收 2024年 754.34,page_94.png,用水强度,,,page_94.png,extracted,0.92,alias_match:用水强度; schema_match_validated,,,,,,
recycled_water_volume,,E,quantitative,,extracted,488730,"488,730",吨,2024,route_a_appendix_table,0.95,"循环用水总量 吨 2024年 488,730",page_94.png,循环用水总量,,,page_94.png,extracted,0.95,llm_match:循环用水总量与 field_key 'recycled_water_volume' 的中文名 '循环水或回用水量' 及别名 '循环水使用量、循环用水量、循环水量' 高度一致，单位 '吨' 在其 unit_examples 中。; schema_match_validated,,,,,,
wastewater_discharge,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
cod_emissions,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
ammonia_nitrogen_emissions,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
so2_emissions,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
nox_emissions,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
particulate_matter_emissions,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
hazardous_waste,,E,quantitative,,extracted,44597.48,"44,597.48",吨,2024,route_a_appendix_table,0.93,"废弃物处置 危险废弃物总量 吨 2023年 56,184.65 2024年 44,597.48",page_94.png,危险废弃物总量,,,page_94.png,extracted,0.93,heuristic_hazardous_waste; schema_match_validated,,,,,,
non_hazardous_waste,,E,quantitative,,extracted,5157.87,"5,157.87",吨,2024,route_a_appendix_table,0.93,"废弃物处置 一般废弃物总量 吨 2023年 8801.63 2024年 5,157.87",page_94.png,一般废弃物总量,,,page_94.png,extracted,0.93,heuristic_non_hazardous_waste; schema_match_validated,,,,,,
total_waste,,E,quantitative,,extracted,47937.54,"47,937.54",吨,2024,route_a_appendix_table,0.93,"废弃物处置 回收利用的废弃物总量 吨 2023年 53,914.01 2024年 47,937.54",page_94.png,回收利用的废弃物总量,,,page_94.png,extracted,0.93,alias_match:废弃物总量; schema_match_validated,,,,,,
waste_recycling_rate,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
environmental_investment,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
environmental_violation_cases,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
total_employees,,S,quantitative,,extracted,5097,"5,097",人,2024,route_a_appendix_table,0.93,"员工画像 员工总人数 人 2023年 4,679 2024年 5,097",page_94.png,员工总人数,,,page_94.png,extracted,0.93,heuristic_total_employees; schema_match_validated,,,,,,
male_employees,,S,quantitative,,extracted,3279,"3,279",人,2024,route_a_appendix_table,0.92,"员工画像 男性员工 人 2023年 2,997 2024年 3,279",page_94.png,男性员工,,,page_94.png,extracted,0.92,alias_match:男性员工; schema_match_validated,,,,,,
female_employees,,S,quantitative,,extracted,1818,"1,818",人,2024,route_a_appendix_table,0.92,"员工画像 女性员工 人 2023年 1,682 2024年 1,818",page_94.png,女性员工,,,page_94.png,extracted,0.92,alias_match:女性员工; schema_match_validated,,,,,,
female_employee_ratio,,S,quantitative,,extracted,35.67,35.67,%,2024,route_a_appendix_table,0.94,员工画像 女性员工比例 % 2023年 35.95 2024年 35.67,page_94.png,女性员工比例,,,page_94.png,extracted,0.94,alias_match:女性员工比例; schema_match_validated,,,,,,
female_management_ratio,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
minority_employees,,S,quantitative,,extracted,349,349,人,2024,route_a_appendix_table,0.92,员工画像 少数民族员工 人 2023年 289 2024年 349,page_94.png,少数民族员工,,,page_94.png,extracted,0.92,alias_match:少数民族; schema_match_validated,,,,,,
employees_under_30,,S,quantitative,,extracted,1223,"1,223",人,2024,route_a_appendix_table,0.93,"员工画像 30岁以下 人 2023年 937 2024年 1,223",page_94.png,30岁以下,,,page_94.png,extracted,0.93,alias_match:30岁以下; schema_match_validated,,,,,,
employees_30_to_50,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employees_over_50,,S,quantitative,,extracted,293,293,人,2024,route_a_appendix_table,0.95,员工画像 50岁以上 人 2023年 198 2024年 293,page_94.png,50岁以上,,,page_94.png,extracted,0.95,llm_match:指标名称'50岁以上'与field_key 'employees_over_50'的aliases完全匹配，单位'人'符合unit_examples，且属于S类员工结构指标。; schema_match_validated,,,,,,
employee_turnover_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_total_hours,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_hours_per_employee,,S,quantitative,,extracted,72,72,小时,2024,route_a_appendix_table,0.9,新员工人均培训时长 小时 2024年 72,page_97.png,新员工人均培训时长,,,page_97.png,extracted,0.9,heuristic_training_hours_per_employee; schema_match_validated,,,,,,
training_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.93,员工安全培训覆盖率 % 2024年 100,page_96.png,员工安全培训覆盖率,,,page_96.png,extracted,0.93,alias_match:培训覆盖率; schema_match_validated,,,,,,
training_expense,,S,quantitative,,extracted,199.62,199.62,万元,2024,route_a_appendix_table,0.95,年度培训支出总额 万元 2024年 199.62,page_97.png,年度培训支出总额,,,page_97.png,extracted,0.95,llm_match:年度培训支出总额与 training_expense 的别名 '培训费用总支出'、'培训投入金额' 等语义一致，单位 '万元' 符合 unit_examples，且属于 S 类社会维度指标。; schema_match_validated,,,,,,
trained_employees_count,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_injury_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_related_fatalities,,S,quantitative,,extracted,0,0,人,2024,route_a_appendix_table,0.95,年度因工死亡员工数量 人 2024年 0,page_96_left.png,年度因工死亡员工数量,,,page_96_left.png,extracted,0.95,llm_match:‘年度因工死亡员工数量’与 field_key ‘work_related_fatalities’ 的中文名‘因工死亡人数’及别名‘工亡人数’‘工作相关死亡人数’语义完全一致，单位‘人’匹配，属于 S 类社会维度核心指标。; schema_match_validated,,,,,,
lost_workdays_due_to_injury,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
social_insurance_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.95,员工工伤保险覆盖率 % 2024年 100,page_96.png,员工工伤保险覆盖率,,,page_96.png,extracted,0.95,alias_match:工伤保险覆盖率; schema_match_validated,,,,,,
employee_health_record_coverage_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
r_and_d_investment,,S,quantitative,,extracted,21060.99,"21,060.99",万元,2024,route_a_appendix_table,0.92,"年度研发投入金额 万元 2023年 22,197.79 2024年 21,060.99",page_98.png,年度研发投入金额,,,page_98.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,,S,quantitative,,extracted,675,675,人,2024,route_a_appendix_table,0.95,员工画像 技术人员（研发人员） 人 2024年 675,page_94.png,技术人员（研发人员）,,,page_94.png,extracted,0.95,llm_match:技术人员（研发人员）与 r_and_d_employees 的中文别名'研发人员数量、研发员工人数'语义一致，单位为'人'，符合 value_type: number。; schema_match_validated,,,,,,
authorized_patents_new,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
authorized_patents_total,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
customer_complaints,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_size,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
independent_directors,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
independent_director_ratio,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_directors,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_meetings,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
shareholder_meetings,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_sessions,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_participants,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_hours,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
confirmed_corruption_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
whistleblowing_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
patent_applications_new,,S,quantitative,,extracted,81,81,件,2024,route_a_appendix_table,0.95,年度申请专利 件 2023年 68 2024年 81,page_98.png,年度申请专利,,,page_98.png,extracted,0.95,llm_match:年度申请专利与field_key 'patent_applications_new'的aliases中'当年申请专利数量'、'申请专利数量'、'年度申请专利数量'等高度一致，单位'件'匹配unit_examples。; schema_match_validated,,,,,,
board_esg_oversight,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,董事会将ESG纳入企业长期战略规划，制定ESG发展目标及管理方针，监督公司ESG执行绩效。,[13],董事会负责ESG战略制定、政策审阅、风险评估及绩效监督。,正文定性机制,,,missing,0.0,,true,0.95,董事会负责ESG战略制定、政策审阅、风险评估及绩效监督。,董事会将ESG纳入企业长期战略规划，制定ESG发展目标及管理方针，监督公司ESG执行绩效。,[13],正文明确披露了董事会在ESG治理中的职责和监督机制。
esg_committee,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,公司建立了可持续发展委员会，由董事兼总经理领导，成员包括高管及管理层。,[13],公司建立了ESG委员会或可持续发展委员会。,正文定性机制,,,missing,0.0,,true,0.95,公司建立了ESG委员会或可持续发展委员会。,公司建立了可持续发展委员会，由董事兼总经理领导，成员包括高管及管理层。,[13],正文明确披露了可持续发展委员会的设立及其职责。
anti_corruption_policy,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,公司制定《反舞弊管理制度》和《诚信廉洁管理制度》，明确反对商业贿赂与贪污行为。,[35],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,公司制定《反舞弊管理制度》和《诚信廉洁管理制度》，明确反对商业贿赂与贪污行为。,[35],正文明确披露了该机制。
whistleblowing_mechanism,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,公司制定《投诉举报管理办法》，设置电话、邮箱、微信和信箱等举报渠道，由审计监察中心受理。,[36],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,公司制定《投诉举报管理办法》，设置电话、邮箱、微信和信箱等举报渠道，由审计监察中心受理。,[36],正文明确披露了该机制。
supplier_esg_assessment,,S,qualitative,,extracted,True,True,,,route_b_text_rag,0.92,建立供应商评估体系，将环境和社会绩效纳入供应商考核指标，确保供应链的可持续性。,[15],公司建立了供应商ESG评估机制，将环境和社会绩效纳入考核。,正文定性机制,,,missing,0.0,,true,0.92,公司建立了供应商ESG评估机制，将环境和社会绩效纳入考核。,建立供应商评估体系，将环境和社会绩效纳入供应商考核指标，确保供应链的可持续性。,[15],正文明确披露了该机制。
