field_key,field_name_cn,category,indicator_type,value_type,value,raw_value,unit,year,column_label,row_label,topic,table_title,page_image,evidence_text,status,confidence,match_reason
female_employees,女性员工人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
female_employee_ratio,女性员工比例,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
female_management_ratio,女性管理层比例,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
minority_employees,少数民族员工人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
employees_under_30,30岁以下员工人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
employees_30_to_50,30至50岁员工人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
employees_over_50,50岁以上员工人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
employee_turnover_rate,员工流失率,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
training_total_hours,员工培训总时长,S,quantitative,number,537.5,537.5,小时,2024,2024年,员工培训总学时,,关键绩效表,page_85.png,员工培训总学时 小时 2023年 693.5 2024年 537.5,extracted,0.95,alias_match:员工培训总学时; schema_match_validated
training_hours_per_employee,人均培训时长,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
training_coverage_rate,员工培训覆盖率,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
training_expense,培训投入金额,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
trained_employees_count,受训员工人数或人次,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
work_injury_rate,工伤率,S,quantitative,number_or_percentage,0,0%,%,2024,2024年,工伤率,,关键绩效表,page_85.png,工伤率 % 2023年 0% 2024年 0%,extracted,0.91,alias_match:工伤率; schema_match_validated
work_related_fatalities,因工死亡人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,number,0,0,天,2024,2024年,因工伤损失工作日数,,关键绩效表,page_85_left.png,因工伤损失工作日数 天 2023年 0 2024年 0,extracted,0.96,alias_match:因工伤损失工作日数; schema_match_validated
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,percentage,100,100%,%,2024,2024年,社会保险覆盖率,,关键绩效表,page_85.png,社会保险覆盖率 % 2023年 100% 2024年 100%,extracted,0.95,alias_match:社会保险覆盖率; schema_match_validated
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
r_and_d_investment,研发投入金额,S,quantitative,number,6910.57,6910.57,万元,2024,2024年,研发投入,,关键绩效表,page_85.png,"研发投入 万元 2023年 6,642.72 2024年 6910.57",extracted,0.92,alias_match:研发投入; schema_match_validated
r_and_d_employees,研发人员数量,S,quantitative,number,521,521,人,2024,2024年,研发人员数量,,关键绩效表,page_85.png,研发人员数量 人 2023年 440 2024年 521,extracted,0.94,alias_match:研发人员数量; schema_match_validated
authorized_patents_new,当年新增授权专利数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
authorized_patents_total,累计授权专利数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
customer_complaints,客户投诉数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
board_size,董事会人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
independent_directors,独立董事人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
independent_director_ratio,独立董事比例,G,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
female_directors,女性董事人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
board_meetings,董事会会议次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
shareholder_meetings,股东大会会议次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
whistleblowing_cases,举报案件数量,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
patent_applications_new,当年申请专利数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
anti_corruption_policy,反腐败政策,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
whistleblowing_mechanism,举报机制,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
