field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
coal_consumption,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
water_consumption,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
water_consumption_intensity,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
recycled_water_volume,,E,quantitative,,extracted,1962659.5,"1,962,659.50",吨,2024,route_a_appendix_table,0.95,"年度循环水总用量 吨 2024年 1,962,659.50 2023年 1,839,806.49",page_52.png,年度循环水总用量,,,page_52.png,extracted,0.95,llm_match:‘年度循环水总用量’与 field_key ‘recycled_water_volume’ 的中文名‘循环水或回用水量’及别名‘循环水使用量’‘循环用水量’‘循环水量’‘回用水量’等高度一致，单位‘吨’在 unit_examples 中明确列出。; schema_match_validated,,,,,,
wastewater_discharge,,E,quantitative,,extracted,29791.46,"29,791.46",吨,2024,route_a_appendix_table,0.93,"废水排放量 吨 2024年 29,791.46 2023年 38,205.25",page_52.png,废水排放量,,,page_52.png,extracted,0.93,alias_match:废水排放量; schema_match_validated,,,,,,
cod_emissions,,E,quantitative,,extracted,0.1,0.10,吨,2024,route_a_appendix_table,0.93,化学需氧量COD 吨 2024年 0.10 2023年 3.27,page_52.png,化学需氧量COD,,,page_52.png,extracted,0.93,alias_match:化学需氧量; schema_match_validated,,,,,,
ammonia_nitrogen_emissions,,E,quantitative,,extracted,0,0.00,吨,2024,route_a_appendix_table,0.9,氨氮 吨 2024年 0.00 2023年 0.00,page_52.png,氨氮,,,page_52.png,extracted,0.9,alias_match:氨氮; schema_match_validated,,,,,,
so2_emissions,,E,quantitative,,extracted,161.96,161.96,吨,2024,route_a_appendix_table,0.91,其中：二氧化硫SO2排放总量 吨 2024年 161.96 2023年 80.23,page_52.png,其中：二氧化硫SO2排放总量,,,page_52.png,extracted,0.91,alias_match:氧化硫; schema_match_validated,,,,,,
nox_emissions,,E,quantitative,,extracted,161.96,161.96,吨,2024,route_a_appendix_table,0.92,其中：氮氧化物（NOX）排放总量 吨 2024年 161.96 2023年 90.23,page_52_left.png,其中：氮氧化物（NOX）排放总量,,,page_52_left.png,extracted,0.92,alias_match:氮氧化物; schema_match_validated,,,,,,
particulate_matter_emissions,,E,quantitative,,extracted,18.78,18.78,吨,2024,route_a_appendix_table,0.94,其中：工业颗粒物排放量 吨 2024年 18.78 2023年 62.24,page_52.png,其中：工业颗粒物排放量,,,page_52.png,extracted,0.94,alias_match:颗粒物排放量; schema_match_validated,,,,,,
hazardous_waste,,E,quantitative,,extracted,0,0.00,吨,2024,route_a_appendix_table,0.93,有有害废弃物产生量 吨 2024年 0.00 2023年 0.00,page_52.png,有有害废弃物产生量,,,page_52.png,extracted,0.93,heuristic_hazardous_waste; schema_match_validated,,,,,,
non_hazardous_waste,,E,quantitative,,extracted,269498.49,"269,498.49",吨,2024,route_a_appendix_table,0.93,"无害废弃物循环利用量 吨 2024年 269,498.49 2023年 129,045.21",page_52_right.png,无害废弃物循环利用量,,,page_52_right.png,extracted,0.93,heuristic_non_hazardous_waste; schema_match_validated,,,,,,
total_waste,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
waste_recycling_rate,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
environmental_investment,,E,quantitative,,extracted,2348.33,"2,348.33",万元人民币,2024,route_a_appendix_table,0.93,"本年度公司环保总投入 万元人民币 2024年 2,348.33 2023年 2,263.54",page_52.png,本年度公司环保总投入,,,page_52.png,extracted,0.93,alias_match:环保总投入; schema_match_validated,,,,,,
environmental_violation_cases,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
total_employees,,S,quantitative,,extracted,309,309,人,2024,route_a_appendix_table,0.93,新招聘员工总数 人 2024年 309 2023年 367,page_52_right.png,新招聘员工总数,,,page_52_right.png,extracted,0.93,heuristic_total_employees; schema_match_validated,,,,,,
male_employees,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_employees,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_employee_ratio,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_management_ratio,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
minority_employees,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employees_under_30,,S,quantitative,,extracted,2783,"2,783",人,2024,route_a_appendix_table,0.93,"其中：30岁以下 人 2024年 2,783 2023年 2,931",page_52.png,其中：30岁以下,,,page_52.png,extracted,0.93,alias_match:30岁以下; schema_match_validated,,,,,,
employees_30_to_50,,S,quantitative,,extracted,2783,"2,783",人,2024,route_a_appendix_table,0.95,"30至50岁 人 2024年 2,783 2023年 2,981",page_52_right.png,30至50岁,,,page_52_right.png,extracted,0.95,llm_match:指标名称'30至50岁'与field_key 'employees_30_to_50'的aliases完全匹配，单位'人'符合unit_examples，且属于S类人口结构指标。; schema_match_validated,,,,,,
employees_over_50,,S,quantitative,,extracted,587,587,人,2024,route_a_appendix_table,0.95,其中：50岁以上 人 2024年 587 2023年 588,page_52.png,其中：50岁以上,,,page_52.png,extracted,0.95,llm_match:指标名称'其中：50岁以上'明确指向50岁以上员工人数，与Core ESG Schema中field_key 'employees_over_50'的aliases（如'50岁以上员工人数'、'50岁及以上'）完全语义匹配，单位'人'一致，且属于S类社会维度标准指标。; schema_match_validated,,,,,,
employee_turnover_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_total_hours,,S,quantitative,,extracted,48910,"48,910.00",小时,2024,route_a_appendix_table,0.94,"培训总小时数 小时 2024年 48,910.00 2023年 50,348.00",page_53.png,培训总小时数,,,page_53.png,extracted,0.94,alias_match:培训总小时数; schema_match_validated,,,,,,
training_hours_per_employee,,S,quantitative,,extracted,9.74,9.74,小时/人,2024,route_a_appendix_table,0.95,人均培训小时数 小时/人 2024年 9.74 2023年 9.48,page_53.png,人均培训小时数,,,page_53.png,extracted,0.95,alias_match:人均培训小时数; schema_match_validated,,,,,,
training_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.93,年度举办和组织参加的廉洁教育培训覆盖率 % 2024年 100 2023年 100,page_53.png,年度举办和组织参加的廉洁教育培训覆盖率,,,page_53.png,extracted,0.93,alias_match:培训覆盖率; schema_match_validated,,,,,,
training_expense,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
trained_employees_count,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_injury_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_related_fatalities,,S,quantitative,,extracted,0,0,人,2024,route_a_appendix_table,0.94,员工非因工死亡人数 人 2024年 0 2023年 0,page_53.png,员工非因工死亡人数,,,page_53.png,extracted,0.94,alias_match:因工死亡人数; schema_match_validated,,,,,,
lost_workdays_due_to_injury,,S,quantitative,,extracted,0,0,天,2024,route_a_appendix_table,0.96,因工伤损失工作日数 天 0 64,page_53_left.png,因工伤损失工作日数,,,page_53_left.png,extracted,0.96,alias_match:因工伤损失工作日数; schema_match_validated,,,,,,
social_insurance_coverage_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employee_health_record_coverage_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
r_and_d_investment,,S,quantitative,,extracted,51380.43,"51,380.43",万元人民币,2024,route_a_appendix_table,0.92,"研发投入 万元人民币 2024年 51,380.43 2023年 61,853.25",page_52.png,研发投入,,,page_52.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,,S,quantitative,,extracted,1024,"1,024",人,2024,route_a_appendix_table,0.94,"研发人员数量 人 2024年 1,024 2023年 1,078",page_52.png,研发人员数量,,,page_52.png,extracted,0.94,alias_match:研发人员数量; schema_match_validated,,,,,,
authorized_patents_new,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
authorized_patents_total,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
customer_complaints,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_size,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
independent_directors,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
independent_director_ratio,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_directors,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_meetings,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
shareholder_meetings,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_sessions,,G,quantitative,,extracted,303,303,次,2024,route_a_appendix_table,0.92,年度举办和组织参加的反腐败培训次数 次 2024年 303 2023年 400,page_53.png,年度举办和组织参加的反腐败培训次数,,,page_53.png,extracted,0.92,heuristic_anti_corruption_training_sessions; schema_match_validated,,,,,,
anti_corruption_training_participants,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_hours,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
confirmed_corruption_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
whistleblowing_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
patent_applications_new,,S,quantitative,,extracted,180,180,项,2024,route_a_appendix_table,0.95,年度申请专利数 项 2024年 180 2023年 233,page_52_right.png,年度申请专利数,,,page_52_right.png,extracted,0.95,llm_match:年度申请专利数与 field_key 'patent_applications_new' 的别名 '当年申请专利数量'、'专利申请数量' 等高度一致，且单位 '项' 匹配 unit_examples。; schema_match_validated,,,,,,
board_esg_oversight,,G,qualitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
esg_committee,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,公司成立ESG工作领导小组，并下设工作执行小组负责日常工作。,[6],公司成立了ESG工作领导小组及执行小组，负责统筹和推进ESG工作。,正文定性机制,,,missing,0.0,,true,0.95,公司成立了ESG工作领导小组及执行小组，负责统筹和推进ESG工作。,公司成立ESG工作领导小组，并下设工作执行小组负责日常工作。,[6],正文明确披露了ESG相关治理架构的建立。
anti_corruption_policy,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,成立党风廉政建设和反腐败工作领导小组，构建监督格局，制定相关规范性文件。,"[47, 48]",公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,成立党风廉政建设和反腐败工作领导小组，构建监督格局，制定相关规范性文件。,"[47, 48]",正文明确披露了该机制。
whistleblowing_mechanism,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,公司设立职工信访、违规举报等渠道，员工及外部可通过网络、邮件、电话等方式举报。,[48],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,公司设立职工信访、违规举报等渠道，员工及外部可通过网络、邮件、电话等方式举报。,[48],正文明确披露了该机制。
supplier_esg_assessment,,S,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,探索将供应商ESG表现纳入供应商管理流程中，修订《分供商管理办法》。,[29],公司探索将供应商ESG表现纳入管理流程，并发布相关管理办法。,正文定性机制,,,missing,0.0,,true,0.86,公司探索将供应商ESG表现纳入管理流程，并发布相关管理办法。,探索将供应商ESG表现纳入供应商管理流程中，修订《分供商管理办法》。,[29],正文明确披露了该机制。
