field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
nox_emissions,氮氧化物排放量,E,quantitative,number,extracted,171.6,171.60,吨,2024,route_a_appendix_table,0.92,大气污染排放 氮氧化物 (NOx) 吨 2024年 171.60,page_48_left.png,氮氧化物 (NOx),大气污染排放,量化数据绩效表-环境绩效,page_48_left.png,extracted,0.92,alias_match:氮氧化物; schema_match_validated,,,,,,
particulate_matter_emissions,颗粒物排放量,E,quantitative,number,extracted,7.48,7.48,吨,2024,route_a_appendix_table,0.91,颗粒物质(PM) 吨 2024年 7.48,page_48_left.png,颗粒物质(PM),,量化数据绩效表-环境绩效,page_48_left.png,extracted,0.91,alias_match:颗粒物; schema_match_validated,,,,,,
hazardous_waste,危险废弃物产生或排放量,E,quantitative,number,extracted,43.13,43.13,吨,2024,route_a_appendix_table,0.93,有害废弃物产生总量 吨 2024年 43.13,page_48_left.png,有害废弃物产生总量,,量化数据绩效表-环境绩效,page_48_left.png,extracted,0.93,heuristic_hazardous_waste; schema_match_validated,,,,,,
non_hazardous_waste,无害废弃物产生或排放量,E,quantitative,number,extracted,16535.4,"16,535.40",吨,2024,route_a_appendix_table,0.93,"无害废弃物产生总量 吨 2024年 16,535.40",page_48_left.png,无害废弃物产生总量,,量化数据绩效表-环境绩效,page_48_left.png,extracted,0.93,heuristic_non_hazardous_waste; schema_match_validated,,,,,,
total_waste,废弃物总量,E,quantitative,number,extracted,16578.53,"16,578.53",吨,2024,route_a_appendix_table,0.95,"固体废弃物排放 废弃物产生总量 吨 2024年 16,578.53",page_48_left.png,废弃物产生总量,固体废弃物排放,量化数据绩效表-环境绩效,page_48_left.png,extracted,0.95,alias_match:废弃物产生总量; schema_match_validated,,,,,,
waste_recycling_rate,废弃物回收利用率,E,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
environmental_investment,环保投入金额,E,quantitative,number,extracted,11661,"11,661.00",万元,2024,route_a_appendix_table,0.93,"环保总投入 万元 2024年 11,661.00",page_48_left.png,环保总投入,,量化数据绩效表-环境绩效,page_48_left.png,extracted,0.93,alias_match:环保总投入; schema_match_validated,,,,,,
environmental_violation_cases,环境违规或处罚事件数量,E,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
total_employees,员工总数,S,quantitative,number,extracted,11000,"11,000",人,2024,route_a_appendix_table,0.93,"员工总数 人 2024年 11,000",page_48_right.png,员工总数,,社会绩效,page_48_right.png,extracted,0.93,heuristic_total_employees; schema_match_validated,,,,,,
male_employees,男性员工人数,S,quantitative,number,extracted,5402,"5,402",人,2024,route_a_appendix_table,0.92,"男性员工数量 人 2024年 5,402",page_48_right.png,男性员工数量,,社会绩效,page_48_right.png,extracted,0.92,heuristic_male_employees; schema_match_validated,,,,,,
female_employees,女性员工人数,S,quantitative,number,extracted,5598,"5,598",人,2024,route_a_appendix_table,0.92,"女性员工数量 人 2024年 5,598",page_48_right.png,女性员工数量,,社会绩效,page_48_right.png,extracted,0.92,heuristic_female_employees; schema_match_validated,,,,,,
female_employee_ratio,女性员工比例,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
female_management_ratio,女性管理层比例,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
minority_employees,少数民族员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employees_under_30,30岁以下员工人数,S,quantitative,number,extracted,1182,"1,182",人,2024,route_a_appendix_table,0.93,"30岁以下员工数量 人 2024年 1,182",page_48_right.png,30岁以下员工数量,,社会绩效,page_48_right.png,extracted,0.93,alias_match:30岁以下; schema_match_validated,,,,,,
employees_30_to_50,30至50岁员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employees_over_50,50岁以上员工人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
employee_turnover_rate,员工流失率,S,quantitative,percentage,extracted,10,10,%,2024,route_a_appendix_table,0.93,员工流失率 % 2024年 10,page_48_right.png,员工流失率,,社会绩效,page_48_right.png,extracted,0.93,alias_match:员工流失率; schema_match_validated,,,,,,
training_total_hours,员工培训总时长,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
training_hours_per_employee,人均培训时长,S,quantitative,number,extracted,14,14,小时,2024,route_a_appendix_table,0.9,人均培训时长 小时 2024年 14,page_48_right.png,人均培训时长,,社会绩效,page_48_right.png,extracted,0.9,heuristic_training_hours_per_employee; schema_match_validated,,,,,,
training_coverage_rate,员工培训覆盖率,S,quantitative,percentage,extracted,100,100,%,2024,route_a_appendix_table,0.95,员工培训覆盖率 % 2024年 100,page_48_right.png,员工培训覆盖率,,社会绩效,page_48_right.png,extracted,0.95,alias_match:员工培训覆盖率; schema_match_validated,,,,,,
training_expense,培训投入金额,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
trained_employees_count,受训员工人数或人次,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
work_injury_rate,工伤率,S,quantitative,number_or_percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
work_related_fatalities,因工死亡人数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,percentage,extracted,100,100,%,2024,route_a_appendix_table,0.95,社会保险覆盖率 % 2024年 100,page_48_right.png,社会保险覆盖率,,社会绩效,page_48_right.png,extracted,0.95,alias_match:社会保险覆盖率; schema_match_validated,,,,,,
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,percentage,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
r_and_d_investment,研发投入金额,S,quantitative,number,extracted,28671.57,"28,671.57",万元,2024,route_a_appendix_table,0.92,"研发创新 研发投入金额 万元 2024年 28,671.57",page_49_left.png,研发投入金额,,社会绩效,page_49_left.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,研发人员数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
authorized_patents_new,当年新增授权专利数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
authorized_patents_total,累计授权专利数量,S,quantitative,number,extracted,87,87,项,2024,route_a_appendix_table,0.96,研发创新 报告期内有效专利数 项 2024年 87,page_49_left.png,报告期内有效专利数,,社会绩效,page_49_left.png,extracted,0.96,alias_match:报告期内有效专利数; schema_match_validated,,,,,,
customer_complaints,客户投诉数量,S,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
board_size,董事会人数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
independent_directors,独立董事人数,G,quantitative,number,extracted,3,3,人,2024,route_a_appendix_table,0.92,独董人数 人 2024年 3,page_49_right.png,独董人数,,治理绩效,page_49_right.png,extracted,0.92,alias_match:独董人数; schema_match_validated,,,,,,
independent_director_ratio,独立董事比例,G,quantitative,percentage,extracted,33.3,33.30,%,2024,route_a_appendix_table,0.94,独立董事比例 % 2024年 33.30,page_49_right.png,独立董事比例,,治理绩效,page_49_right.png,extracted,0.94,alias_match:独立董事比例; schema_match_validated,,,,,,
female_directors,女性董事人数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
board_meetings,董事会会议次数,G,quantitative,number,extracted,7,7,次,2024,route_a_appendix_table,0.95,召开董事会会议次数 次 2024年 7,page_49_right.png,召开董事会会议次数,,治理绩效,page_49_right.png,extracted,0.95,heuristic_board_meetings; schema_match_validated,,,,,,
shareholder_meetings,股东大会会议次数,G,quantitative,number,extracted,2,2,次,2024,route_a_appendix_table,0.94,召开股东大会、临时股东大会次数 次 2024年 2,page_49_right.png,召开股东大会、临时股东大会次数,,治理绩效,page_49_right.png,extracted,0.94,alias_match:股东大会次数; schema_match_validated,,,,,,
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
whistleblowing_cases,举报案件数量,G,quantitative,number,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
patent_applications_new,当年申请专利数量,S,quantitative,number,extracted,4,4,项,2024,route_a_appendix_table,0.96,研发创新 报告期内发明专利的申请数 项 2024年 4,page_49_left.png,报告期内发明专利的申请数,,社会绩效,page_49_left.png,extracted,0.96,alias_match:报告期内发明专利的申请数; schema_match_validated,,,,,,
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
anti_corruption_policy,反腐败政策,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
whistleblowing_mechanism,举报机制,G,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,boolean_or_text,missing,,,,,missing,0.0,,,,,,,missing,0.0,not_found,,,,,,
