column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,1 绿色物流园区评价指南 项 2024年 1,绿色物流园区评价指南,page_18.png,1,no_schema_match,2024年度江苏省地方标准立项计划,绿色物流园区评价指南,项,1,"{""2024年"": ""1""}",2024
2024年,0.0,全流域建成光伏电站 座 2024年 2,全流域建成光伏电站,page_18.png,2,no_schema_match,建设低碳园区,,座,2,"{""2024年"": ""2""}",2024
2024年,0.0,光伏容量为 千瓦 2024年 1250,光伏容量为,page_18.png,1250,no_schema_match,建设低碳园区,,千瓦,1250,"{""2024年"": ""1250""}",2024
2024年,0.0,年生产绿色电力 千瓦时 2024年 1455856,年生产绿色电力,page_18.png,1455856,no_schema_match,建设低碳园区,,千瓦时,1455856,"{""2024年"": ""1455856""}",2024
2024年,0.0,相当于减少二氧化碳当量排放 吨 2024年 1451.5,相当于减少二氧化碳当量排放,page_18.png,1451.5,no_schema_match,建设低碳园区,,吨,1451.5,"{""2024年"": ""1451.5""}",2024
2024年,0.0,节省 吨标煤 2024年 588.2,节省,page_18.png,588.2,no_schema_match,建设低碳园区,,吨标煤,588.2,"{""2024年"": ""588.2""}",2024
2024年,0.0,报告期间内，公司信息系统的标准机柜已应用于所有客户，采纳达94%。,信息系统的标准机柜已应用于所有客户，采纳率达,page_19.png,94,no_schema_match,推广绿色包装相关绩效数据,,%,94,"{""2024年"": ""94""}",2024
2024年,0.0,在下游客户试点可信环路转箱，年累计配送局转箱约7.2万箱次。,在下游客户试点可信环路转箱，年累计配送局转箱约,page_19.png,7.2,no_schema_match,推广绿色包装相关绩效数据,,万箱次,7.2,"{""2024年"": ""7.2""}",2024
2024年,0.0,慈善公益实践 慈善一日捐共计捐款 元 2024年 98640,慈善一日捐共计捐款,page_29.png,98640,no_schema_match,慈善公益实践数据表,,元,98640,"{""2024年"": ""98640""}",2024
2024年,0.0,慈善公益实践 无偿献血，累计献血总量达 毫升 2024年 29840,无偿献血，累计献血总量达,page_29.png,29840,no_schema_match,慈善公益实践数据表,,毫升,29840,"{""2024年"": ""29840""}",2024
2024年,0.0,慈善公益实践 南京市总工会授牌爱心站点 个，共建 2024年 13，共建 3 个,南京市总工会授牌爱心站点,page_29.png,13，共建 3 个,no_schema_match,慈善公益实践数据表,,个，共建,13，共建 3 个,"{""2024年"": ""13，共建 3 个""}",2024
2024年,0.0,光伏等新能源发电量 万千瓦时 2022年 98.32 2023年 96.6 2024年 145.55,光伏等新能源发电量,page_31.png,145.55,no_schema_match,关键绩效表-环境,,万千瓦时,145.55,"{""2022年"": ""98.32"", ""2023年"": ""96.6"", ""2024年"": ""145.55""}",2024
2024年,0.0,制成工序所用包装材料总量 吨 2022年 850.41 2023年 920.03 2024年 1017.39,制成工序所用包装材料总量,page_31.png,1017.39,no_schema_match,关键绩效表-环境,,吨,1017.39,"{""2022年"": ""850.41"", ""2023年"": ""920.03"", ""2024年"": ""1017.39""}",2024
2024年,0.0,办公用品耗材 包 2022年 240 2023年 340 2024年 250,办公用品耗材,page_31.png,250,no_schema_match,关键绩效表-环境,,包,250,"{""2022年"": ""240"", ""2023年"": ""340"", ""2024年"": ""250""}",2024
2024年,0.0,女性管理者比例 % 2022年 40.4 2023年 43.2 2024年 43.8,女性管理者比例,page_31.png,43.8,no_schema_match,关键绩效表-环境,,%,43.8,"{""2022年"": ""40.4"", ""2023年"": ""43.2"", ""2024年"": ""43.8""}",2024
2024年,0.0,吸纳就业人数 人 2022年 666 2023年 527 2024年 455,吸纳就业人数,page_31.png,455,no_schema_match,关键绩效表-环境,,人,455,"{""2022年"": ""666"", ""2023年"": ""527"", ""2024年"": ""455""}",2024
2024年,0.0,劳动合同签订率 % 2022年 100 2023年 100 2024年 100,劳动合同签订率,page_31.png,100,no_schema_match,关键绩效表-环境,,%,100,"{""2022年"": ""100"", ""2023年"": ""100"", ""2024年"": ""100""}",2024
2024年,0.0,人均带薪年休假天数 天 2022年 11.7 2023年 11.7 2024年 11.7,人均带薪年休假天数,page_31.png,11.7,no_schema_match,关键绩效表-环境,,天,11.7,"{""2022年"": ""11.7"", ""2023年"": ""11.7"", ""2024年"": ""11.7""}",2024
2024年,0.9,员工培训投入 万元 2022年 396 2023年 415 2024年 265,员工培训投入,page_31.png,265,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_training_expense,关键绩效表-环境,,万元,265,"{""2022年"": ""396"", ""2023年"": ""415"", ""2024年"": ""265""}",2024
2024年,0.0,新增职业病人数 人 2022年 0 2023年 0 2024年 0,新增职业病人数,page_31.png,0,no_schema_match,关键绩效表-环境,,人,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,安全生产培训时长 小时 2022年 1236.05 2023年 765.31 2024年 924.32,安全生产培训时长,page_31.png,924.32,no_schema_match,关键绩效表-环境,,小时,924.32,"{""2022年"": ""1236.05"", ""2023年"": ""765.31"", ""2024年"": ""924.32""}",2024
2024年,0.94,安全生产事故数 起 2022年 0 2023年 0 2024年 0,安全生产事故数,page_31.png,0,rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.93:安全生产事故数量,关键绩效表-环境,,起,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,工伤/亡人数 人 2022年 0 2023年 0 2024年 0,工伤/亡人数,page_31.png,0,no_schema_match,关键绩效表-环境,,人,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,因工伤亡工作日数 日 2022年 0 2023年 0 2024年 0,因工伤亡工作日数,page_31.png,0,no_schema_match,关键绩效表-环境,,日,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,审查的供应商数量 家 2022年 2052 2023年 1644 2024年 1876,审查的供应商数量,page_31.png,1876,no_schema_match,关键绩效表-环境,,家,1876,"{""2022年"": ""2052"", ""2023年"": ""1644"", ""2024年"": ""1876""}",2024
2024年,0.0,天不合规终止合作的供应商数量 家 2022年 1 2023年 2 2024年 /,天不合规终止合作的供应商数量,page_31.png,/,no_schema_match,关键绩效表-环境,,家,,"{""2022年"": ""1"", ""2023年"": ""2"", ""2024年"": ""/""}",2024
2024年,0.0,乡村振兴投入 万元 2022年 0.26 2023年 2.79 2024年 6.67,乡村振兴投入,page_31.png,6.67,no_schema_match,关键绩效表-环境,,万元,6.67,"{""2022年"": ""0.26"", ""2023年"": ""2.79"", ""2024年"": ""6.67""}",2024
2024年,0.0,公益慈善投入 万元 2022年 1062.57 2023年 1470.68 2024年 1334.61,公益慈善投入,page_31.png,1334.61,no_schema_match,关键绩效表-环境,,万元,1334.61,"{""2022年"": ""1062.57"", ""2023年"": ""1470.68"", ""2024年"": ""1334.61""}",2024
2024年,0.0,员工志愿活动时长 小时 2022年 1960 2023年 1360 2024年 1486,员工志愿活动时长,page_31.png,1486,no_schema_match,关键绩效表-环境,,小时,1486,"{""2022年"": ""1960"", ""2023年"": ""1360"", ""2024年"": ""1486""}",2024
2024年,0.0,法务合规培训时长 小时 2022年 2860 2023年 5841 2024年 3054,法务合规培训时长,page_31.png,3054,no_schema_match,关键绩效表-环境,,小时,3054,"{""2022年"": ""2860"", ""2023年"": ""5841"", ""2024年"": ""3054""}",2024
2024年,0.0,守法合规培训人次 人次 2022年 646 2023年 1690 2024年 1299,守法合规培训人次,page_31.png,1299,no_schema_match,关键绩效表-环境,,人次,1299,"{""2022年"": ""646"", ""2023年"": ""1690"", ""2024年"": ""1299""}",2024
2024年,0.94,反腐败培训时长 小时 2022年 6.5 2023年 9 2024年 15.25,反腐败培训时长,page_31.png,15.25,rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_anti_corruption_training_hours,关键绩效表-环境,,小时,15.25,"{""2022年"": ""6.5"", ""2023年"": ""9"", ""2024年"": ""15.25""}",2024
