report_index,pdf_name,report_dir,source_file,page_image,table_title,topic,metric_name,unit,values,evidence_text,reason
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': '251de516-76eb-995f-bf65-509822c7d6ca'}"
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': '3e27647e-35df-9d3d-81b5-45c309e3edf8'}"
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,研发成果,,,,,,"llm_error:Error code: 429 - {'error': {'message': 'You have exceeded your current request limit. For details, see: https://help.aliyun.com/zh/model-studio/error-code#rate-limit', 'type': 'limit_requests', 'param': None, 'code': 'limit_requests'}, 'request_id': '00ad98f3-12c0-9950-9a08-ec60cb914c75'}"
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,关键绩效,,公司研发总投入,万元,"{'2024年': '4,473.75'}","公司研发总投入 万元 2024年 4,473.75",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:公司研发总投入与 Core ESG Schema 中的 '研发投入金额' 字段完全匹配，单位为万元，符合该字段的别名和单位示例。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,关键绩效,,研发人员总数,人,{'2024年': '216'},研发人员总数 人 2024年 216,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_total_employees
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_25.png,关键绩效,,占员工总数的,%,{'2024年': '0.5'},占员工总数的 % 2024年 0.5,rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=heuristic_total_employees
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_27.png,知识产权数量统计表,,累计软件著作权数量,个,{'截至报告期末': '29'},累计软件著作权数量 个 截至报告期末 29,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_27.png,知识产权数量统计表,,累计专利数量,个,{'截至报告期末': '203'},累计专利数量 个 截至报告期末 203,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_27.png,荔湾区新型研发机构名单,,1,,,1 施佬因人将明实验室 广州市施亮照明科技有限公司 中南街,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_27.png,荔湾区新型研发机构名单,,2,,,2 广州职安健安全科技创新中心 广州职安健安全科技有限公司 昌华街,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_27.png,荔湾区新型研发机构名单,,3,,,3 广州侨银数智无人环卫设备研发中心 广州侨银数智城市有限责任公司 东濠街,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,经济绩效,,营业收入,万元,"{'2024': '391,441.96'}","营业收入 万元 391,441.96",business_performance_not_core_esg
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,经济绩效,,纳税总额,万元,"{'2024': '22,687.20'}","纳税总额 万元 22,687.20",business_performance_not_core_esg
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,环境绩效-能源,能源,柴油总量,升,"{'2024': '36,265,333.68'}","能源 柴油总量 2024 36,265,333.68 升",llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,环境绩效-能源,能源,汽油总量,升,"{'2024': '4,029,540.24'}","能源 汽油总量 2024 4,029,540.24 升",llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,环境绩效-能源,能源,间接能源消耗,吨标准煤,{'2024': '280.42'},能源 间接能源消耗 2024 280.42 吨标准煤,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,环境绩效-能源,能源,全年能源消耗强度,吨标准煤/百万元,{'2024': '15.20'},能源 全年能源消耗强度 2024 15.20 吨标准煤/百万元,llm_no_match:该指标属于能源消耗强度，是单位营收的能耗指标，属于经营绩效类衍生指标，Core ESG Schema 中仅包含能源消耗总量（energy_consumption_total），不包含强度类指标。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,环境绩效-水资源,水资源,总耗水强度=总耗水量/每百万营收,吨/百万元,{'2024': '6.40'},水资源 总耗水强度=总耗水量/每百万营收 2024 6.40 吨/百万元,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:总耗水量
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,治理绩效,,监事会召开次数,次,{'2024': '5'},监事会召开次数 2024 5 次,llm_no_match:该指标属于公司治理结构中的监事会会议次数，Core ESG Schema 中未包含监事会相关字段，仅包含董事会和股东大会会议次数。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,治理绩效,,战略委员会会议召开次数,次,{'2024': '1'},战略委员会会议召开次数 2024 1 次,llm_no_match:该指标属于公司治理结构中的专门委员会会议次数，Core ESG Schema 中无对应字段。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,治理绩效,,薪酬与考核委员会会议召开次数,次,{'2024': '2'},薪酬与考核委员会会议召开次数 2024 2 次,llm_no_match:该指标属于公司治理结构中的专门委员会会议次数，Core ESG Schema 中无对应字段。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,治理绩效,,提名委员会会议召开次数,次,{'2024': '2'},提名委员会会议召开次数 2024 2 次,llm_no_match:该指标属于公司治理结构中的专门委员会会议次数，Core ESG Schema 中无对应字段。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,治理绩效,,审计委员会会议召开次数,次,{'2024': '3'},审计委员会会议召开次数 2024 3 次,llm_no_match:该指标属于公司治理结构中的专门委员会会议次数，Core ESG Schema 中无对应字段。
1,002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告.pdf,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告,C:\Users\18130\PycharmProjects\爬虫\esg-multimodal-extraction-agent\output\reports\001_002973_侨银股份_2024_侨银股份：2024年度环境、社会及公司治理（ESG）报告\unknown_metrics.csv,page_53.png,治理绩效,,开展税务合规培训场次,次,{'2024': '4'},开展税务合规培训场次 2024 4 次,llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。
