column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,分类处置 规范处理废包装箱量 吨 2024年 56,规范处理废包装箱量,page_20_left.png,56,no_schema_match,固体废物管理绩效表,分类处置,吨,56,"{""2024年"": ""56""}",2024
2024年,0.0,分类处置 生活垃圾处理量 吨 2024年 132,生活垃圾处理量,page_20_left.png,132,no_schema_match,固体废物管理绩效表,分类处置,吨,132,"{""2024年"": ""132""}",2024
2024年,0.0,分类处置 工业垃圾处理量 吨 2024年 320,工业垃圾处理量,page_20_left.png,320,no_schema_match,固体废物管理绩效表,分类处置,吨,320,"{""2024年"": ""320""}",2024
2024年,0.94,公司治理 召开总次数 次 2022年 2 2023年 2 2024年 2,召开总次数,page_54.png,2,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_shareholder_meetings_short_label,股东大会,公司治理,次,2,"{""2022年"": ""2"", ""2023年"": ""2"", ""2024年"": ""2""}",2024
2024年,0.94,公司治理 年度股东大会 次 2022年 1 2023年 1 2024年 1,年度股东大会,page_54.png,1,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_shareholder_meetings_short_label,股东大会,公司治理,次,1,"{""2022年"": ""1"", ""2023年"": ""1"", ""2024年"": ""1""}",2024
2024年,0.0,公司治理 审议合计通过议案数量 项 2022年 20 2023年 15 2024年 13,审议合计通过议案数量,page_54.png,13,no_schema_match,股东大会,公司治理,项,13,"{""2022年"": ""20"", ""2023年"": ""15"", ""2024年"": ""13""}",2024
2024年,0.0,公司治理 通过董事会决议个数 项 2022年 37 2023年 33 2024年 44,通过董事会决议个数,page_54.png,44,no_schema_match,董事会,公司治理,项,44,"{""2022年"": ""37"", ""2023年"": ""33"", ""2024年"": ""44""}",2024
2024年,0.0,公司治理 参加总人数 人 2022年 6 2023年 5 2024年 4,参加总人数,page_54.png,4,no_schema_match,董事会,公司治理,人,4,"{""2022年"": ""6"", ""2023年"": ""5"", ""2024年"": ""4""}",2024
2024年,0.0,公司治理 召开监事会会议次数 次 2022年 6 2023年 4 2024年 5,召开监事会会议次数,page_54.png,5,no_schema_match,监事会,公司治理,次,5,"{""2022年"": ""6"", ""2023年"": ""4"", ""2024年"": ""5""}",2024
2024年,0.0,公司治理 累计审议议案 项 2022年 16 2023年 13 2024年 19,累计审议议案,page_54.png,19,no_schema_match,监事会,公司治理,项,19,"{""2022年"": ""16"", ""2023年"": ""13"", ""2024年"": ""19""}",2024
2024年,0.0,公司治理 参加总人数 人 2022年 5 2023年 4 2024年 3,参加总人数,page_54.png,3,no_schema_match,监事会,公司治理,人,3,"{""2022年"": ""5"", ""2023年"": ""4"", ""2024年"": ""3""}",2024
2024年,0.0,公司治理 开展法律培训次数 次 2022年 7 2023年 7 2024年 7,开展法律培训次数,page_54.png,7,no_schema_match,监事会,公司治理,次,7,"{""2022年"": ""7"", ""2023年"": ""7"", ""2024年"": ""7""}",2024
2024年,0.0,公司治理 开展法律培训时数 小时 2022年 20 2023年 21 2024年 36,开展法律培训时数,page_54.png,36,no_schema_match,监事会,公司治理,小时,36,"{""2022年"": ""20"", ""2023年"": ""21"", ""2024年"": ""36""}",2024
2024年,0.0,公司治理 参与法律培训人数 人 2022年 706 2023年 752 2024年 668,参与法律培训人数,page_54.png,668,no_schema_match,监事会,公司治理,人,668,"{""2022年"": ""706"", ""2023年"": ""752"", ""2024年"": ""668""}",2024
2024年,0.9375,公司治理 参与培训人员人数 人 2022年 56 2023年 56 2024年 35,参与培训人员人数,page_54.png,35,rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.88:参与培训员工人数,监事会,公司治理,人,35,"{""2022年"": ""56"", ""2023年"": ""56"", ""2024年"": ""35""}",2024
2024年,0.0,"合规与商业道德 环保培训参加人次 人次 2022年 1,570 2023年 1,782 2024年 2,000",环保培训参加人次,page_54.png,"2,000",no_schema_match,合规与商业道德,合规与商业道德,人次,2000,"{""2022年"": ""1,570"", ""2023年"": ""1,782"", ""2024年"": ""2,000""}",2024
2024年,0.0,"能源管理 化石能源消耗量 吨标准煤 2022年 301,397.35 2023年 335,813.22 2024年 330,614.55",化石能源消耗量,page_54.png,"330,614.55",no_schema_match,能源管理,能源管理,吨标准煤,330614.55,"{""2022年"": ""301,397.35"", ""2023年"": ""335,813.22"", ""2024年"": ""330,614.55""}",2024
2024年,0.0,"能源管理 液化石油 吨 2022年 63,912.00 2023年 49,385.98 2024年 65,211.98",液化石油,page_54.png,"65,211.98",no_schema_match,能源管理,能源管理,吨,65211.98,"{""2022年"": ""63,912.00"", ""2023年"": ""49,385.98"", ""2024年"": ""65,211.98""}",2024
2024年,0.0,能源管理 汽油 吨 2022年 24.07 2023年 38.12 2024年 34.4,汽油,page_54.png,34.4,no_schema_match,能源管理,能源管理,吨,34.4,"{""2022年"": ""24.07"", ""2023年"": ""38.12"", ""2024年"": ""34.4""}",2024
2024年,0.0,能源管理 柴油 吨 2022年 26.61 2023年 27.41 2024年 25.56,柴油,page_54.png,25.56,no_schema_match,能源管理,能源管理,吨,25.56,"{""2022年"": ""26.61"", ""2023年"": ""27.41"", ""2024年"": ""25.56""}",2024
2024年,0.0,能源管理 煤炭 吨 2022年 4.25 2023年 3.96 2024年 5.13,煤炭,page_54.png,5.13,no_schema_match,能源管理,能源管理,吨,5.13,"{""2022年"": ""4.25"", ""2023年"": ""3.96"", ""2024年"": ""5.13""}",2024
2024年,0.0,"能源管理 其他不可再生能源消耗 吨 2022年 9,504.82 2023年 6,380.29 2024年 10,472.77",其他不可再生能源消耗,page_54.png,"10,472.77",no_schema_match,能源管理,能源管理,吨,10472.77,"{""2022年"": ""9,504.82"", ""2023年"": ""6,380.29"", ""2024年"": ""10,472.77""}",2024
2024年,0.0,"能源管理 外购办公室用电（华北电网） 千瓦时 2022年 11,846,240 2023年 12,485,900 2024年 9,002,292",外购办公室用电（华北电网）,page_54.png,"9,002,292",no_schema_match,能源管理,能源管理,千瓦时,9002292,"{""2022年"": ""11,846,240"", ""2023年"": ""12,485,900"", ""2024年"": ""9,002,292""}",2024
2024年,0.0,"能源管理 外购工厂用电（东北电网） 千瓦时 2022年 450,947,714 2023年 520,252,05 2024年 500,502,565",外购工厂用电（东北电网）,page_54.png,"500,502,565",no_schema_match,能源管理,能源管理,千瓦时,500502565,"{""2022年"": ""450,947,714"", ""2023年"": ""520,252,05"", ""2024年"": ""500,502,565""}",2024
2024年,0.0,"能源管理 外购热力总量 吉焦 2022年 1,014,639 2023年 1,095,44 2024年 1,156,443",外购热力总量,page_54.png,"1,156,443",no_schema_match,能源管理,能源管理,吉焦,1156443,"{""2022年"": ""1,014,639"", ""2023年"": ""1,095,44"", ""2024年"": ""1,156,443""}",2024
2024年,0.0,"能源管理 其他外购能源消耗量 标煤煤 2022年 15,584.53 2023年 24,453.42 2024年 25,844.77",其他外购能源消耗量,page_54.png,"25,844.77",no_schema_match,能源管理,能源管理,标煤煤,25844.77,"{""2022年"": ""15,584.53"", ""2023年"": ""24,453.42"", ""2024年"": ""25,844.77""}",2024
2024年,0.0,"能源管理 非化石能源消耗量 吨标准煤 2022年 12,358.68 2023年 13,094.70 2024年 13,501.18",非化石能源消耗量,page_54.png,"13,501.18",no_schema_match,能源管理,能源管理,吨标准煤,13501.18,"{""2022年"": ""12,358.68"", ""2023年"": ""13,094.70"", ""2024年"": ""13,501.18""}",2024
2024年,0.0,"能源管理 绿电 千瓦时 2022年 95,527,000 2023年 106,547,601 2024年 109,825,014",绿电,page_54.png,"109,825,014",no_schema_match,能源管理,能源管理,千瓦时,109825014,"{""2022年"": ""95,527,000"", ""2023年"": ""106,547,601"", ""2024年"": ""109,825,014""}",2024
2024年,0.0,能源管理 非化石能源使用比例 % 2022年 3.94 2023年 3.71 2024年 3.82,非化石能源使用比例,page_54.png,3.82,no_schema_match,能源管理,能源管理,%,3.82,"{""2022年"": ""3.94"", ""2023年"": ""3.71"", ""2024年"": ""3.82""}",2024
2024年,0.94,能源管理 能源消耗强度 电标准煤/万元营收 2022年 0.13 2023年 0.27 2024年 0.21,能源消耗强度,page_54.png,0.21,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=heuristic_energy_consumption_intensity,能源管理,能源管理,电标准煤/万元营收,0.21,"{""2022年"": ""0.13"", ""2023年"": ""0.27"", ""2024年"": ""0.21""}",2024
2024年,0.0,水资源管理 用水强度 吨/万元营收 2022年 29.40 2023年 40.76 2024年 50.49,用水强度,page_54.png,50.49,no_schema_match,能源管理,水资源管理,吨/万元营收,50.49,"{""2022年"": ""29.40"", ""2023年"": ""40.76"", ""2024年"": ""50.49""}",2024
2024年,0.91,水资源管理 循环用水占总用水量的比例 % 2022年 97.12 2023年 97.50 2024年 97.87,循环用水占总用水量的比例,page_54.png,97.87,rejected_by_schema_validator:unit_type_mismatch:water; original_reason=alias_match:用水量,能源管理,水资源管理,%,97.87,"{""2022年"": ""97.12"", ""2023年"": ""97.50"", ""2024年"": ""97.87""}",2024
2024年,0.0,"废水排放 废水回收利用量 吨 2022年 60,294,937 2023年 66,972,236 2024年 81,594,530",废水回收利用量,page_54.png,"81,594,530",no_schema_match,能源管理,废水排放,吨,81594530,"{""2022年"": ""60,294,937"", ""2023年"": ""66,972,236"", ""2024年"": ""81,594,530""}",2024
2024年,0.0,废水排放 废水回收利用率 % 2022年 90.27 2023年 97.50 2024年 98.12,废水回收利用率,page_54.png,98.12,no_schema_match,能源管理,废水排放,%,98.12,"{""2022年"": ""90.27"", ""2023年"": ""97.50"", ""2024年"": ""98.12""}",2024
2024年,0.0,废水排放 化学需氧量 (COD) 吨 2022年 36.06 2023年 20.70 2024年 20.51,化学需氧量 (COD),page_54.png,20.51,no_schema_match,能源管理,废水排放,吨,20.51,"{""2022年"": ""36.06"", ""2023年"": ""20.70"", ""2024年"": ""20.51""}",2024
2024年,0.0,废水排放 氨氮 (NH3-N) 吨 2022年 0.34 2023年 7.31 2024年 7.54,氨氮 (NH3-N),page_54.png,7.54,no_schema_match,能源管理,废水排放,吨,7.54,"{""2022年"": ""0.34"", ""2023年"": ""7.31"", ""2024年"": ""7.54""}",2024
2024年,0.0,废气排放 氮氧化物 (NOX) 吨 2022年 354.92 2023年 286.45 2024年 215.6,氮氧化物 (NOX),page_54.png,215.6,no_schema_match,能源管理,废气排放,吨,215.6,"{""2022年"": ""354.92"", ""2023年"": ""286.45"", ""2024年"": ""215.6""}",2024
2024年,0.0,废气排放 硫化物 (SOX) 吨 2022年 10.95 2023年 14.55 2024年 13.556,硫化物 (SOX),page_54.png,13.556,no_schema_match,能源管理,废气排放,吨,13.556,"{""2022年"": ""10.95"", ""2023年"": ""14.55"", ""2024年"": ""13.556""}",2024
2024年,0.0,"废气排放 颗粒物 (PM1) 吨 2022年 1,358.57 2023年 1,069.52 2024年 902.725",颗粒物 (PM1),page_54.png,902.725,no_schema_match,能源管理,废气排放,吨,902.725,"{""2022年"": ""1,358.57"", ""2023年"": ""1,069.52"", ""2024年"": ""902.725""}",2024
2024年,0.0,"固体废弃物排放 一般工业固体废物产生量 吨 2022年 104,355.93 2023年 86,071.91 2024年 122,832",一般工业固体废物产生量,page_55.png,"122,832",no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,固体废弃物排放,吨,122832,"{""2022年"": ""104,355.93"", ""2023年"": ""86,071.91"", ""2024年"": ""122,832""}",2024
2024年,0.93,"固体废弃物排放 危险废弃物处置量 吨 2022年 21,501.58 2023年 19,543.90 2024年 6,924.3",危险废弃物处置量,page_55.png,"6,924.3",rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_hazardous_waste,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,固体废弃物排放,吨,6924.3,"{""2022年"": ""21,501.58"", ""2023年"": ""19,543.90"", ""2024年"": ""6,924.3""}",2024
2024年,0.93,研发与创新 研发人员总数 人 2022年 640 2023年 654 2024年 727,研发人员总数,page_55.png,727,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_total_employees,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,727,"{""2022年"": ""640"", ""2023年"": ""654"", ""2024年"": ""727""}",2024
2024年,0.0,研发与创新 本科 人 2022年 268 2023年 272 2024年 255,本科,page_55.png,255,education_dimension_not_core_metric,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,255,"{""2022年"": ""268"", ""2023年"": ""272"", ""2024年"": ""255""}",2024
2024年,0.0,研发与创新 硕士 人 2022年 347 2023年 361 2024年 411,硕士,page_55.png,411,education_dimension_not_core_metric,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,411,"{""2022年"": ""347"", ""2023年"": ""361"", ""2024年"": ""411""}",2024
2024年,0.0,研发与创新 博士 人 2022年 20 2023年 19 2024年 18,博士,page_55.png,18,education_dimension_not_core_metric,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,18,"{""2022年"": ""20"", ""2023年"": ""19"", ""2024年"": ""18""}",2024
2024年,0.0,研发与创新 男性 人 2022年 482 2023年 502 2024年 567,男性,page_55.png,567,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,567,"{""2022年"": ""482"", ""2023年"": ""502"", ""2024年"": ""567""}",2024
2024年,0.0,研发与创新 女性 人 2022年 158 2023年 152 2024年 160,女性,page_55.png,160,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,160,"{""2022年"": ""158"", ""2023年"": ""152"", ""2024年"": ""160""}",2024
2024年,0.0,研发与创新 30岁以下（不含30岁） 人 2022年 86 2023年 125 2024年 204,30岁以下（不含30岁）,page_55.png,204,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,204,"{""2022年"": ""86"", ""2023年"": ""125"", ""2024年"": ""204""}",2024
2024年,0.0,研发与创新 30-40岁（含30岁，不含40岁） 人 2022年 262 2023年 224 2024年 202,30-40岁（含30岁，不含40岁）,page_55.png,202,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,202,"{""2022年"": ""262"", ""2023年"": ""224"", ""2024年"": ""202""}",2024
2024年,0.0,研发与创新 40-50岁（含40岁，不含50岁） 人 2022年 146 2023年 165 2024年 187,40-50岁（含40岁，不含50岁）,page_55.png,187,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,187,"{""2022年"": ""146"", ""2023年"": ""165"", ""2024年"": ""187""}",2024
2024年,0.0,研发与创新 50-60岁（含50岁，不含60岁） 人 2022年 141 2023年 132 2024年 134,50-60岁（含50岁，不含60岁）,page_55.png,134,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,134,"{""2022年"": ""141"", ""2023年"": ""132"", ""2024年"": ""134""}",2024
2024年,0.0,研发与创新 60岁及以上 人 2022年 0 2023年 0 2024年 0,60岁及以上,page_55.png,0,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,人,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
,0.0,研发与创新 创新成果,创新成果,page_55.png,,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,,,null,
2024年,0.0,研发与创新 授权专利累计数 项 2022年 588 2023年 695 2024年 735,授权专利累计数,page_55.png,735,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,项,735,"{""2022年"": ""588"", ""2023年"": ""695"", ""2024年"": ""735""}",2024
,0.0,研发与创新 按专利类型分,按专利类型分,page_55.png,,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,,,null,
2024年,0.0,研发与创新 授权发明专利累计数 项 2022年 280 2023年 334 2024年 358,授权发明专利累计数,page_55.png,358,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,项,358,"{""2022年"": ""280"", ""2023年"": ""334"", ""2024年"": ""358""}",2024
2024年,0.0,研发与创新 授权实用新型专利累计数 项 2022年 308 2023年 356 2024年 383,授权实用新型专利累计数,page_55.png,383,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,项,383,"{""2022年"": ""308"", ""2023年"": ""356"", ""2024年"": ""383""}",2024
2024年,0.0,研发与创新 授权外观设计专利累计数 项 2022年 0 2023年 3 2024年 3,授权外观设计专利累计数,page_55.png,3,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,项,3,"{""2022年"": ""0"", ""2023年"": ""3"", ""2024年"": ""3""}",2024
,0.0,研发与创新 其他知识产权,其他知识产权,page_55.png,,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,,,null,
2024年,0.0,研发与创新 软件著作权累计数 项 2022年 29 2023年 35 2024年 39,软件著作权累计数,page_55.png,39,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,项,39,"{""2022年"": ""29"", ""2023年"": ""35"", ""2024年"": ""39""}",2024
2024年,0.0,研发与创新 商标累计数 项 2022年 8 2023年 8 2024年 8,商标累计数,page_55.png,8,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,项,8,"{""2022年"": ""8"", ""2023年"": ""8"", ""2024年"": ""8""}",2024
2024年,0.0,研发与创新 发表论文累计数 篇 2022年 113 2023年 121 2024年 114,发表论文累计数,page_55.png,114,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,篇,114,"{""2022年"": ""113"", ""2023年"": ""121"", ""2024年"": ""114""}",2024
2024年,0.0,研发与创新 知识产权保护获得的奖惩等情况 万元 2022年 0 2023年 0 2024年 0,知识产权保护获得的奖惩等情况,page_55.png,0,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-固体废弃物排放,研发与创新,万元,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",2024
2024年,0.0,研发与创新 企业创新能力认证 专精特新企业 2022年 专精特新企业 2023年 1 2024年 1,企业创新能力认证,page_55.png,1,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,1,"{""2022年"": ""专精特新企业"", ""2023年"": ""1"", ""2024年"": ""1""}",2024
2024年,0.0,研发与创新 国家高新技术企业 2022年 7 2023年 7 2024年 7,国家高新技术企业,page_55.png,7,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,7,"{""2022年"": ""7"", ""2023年"": ""7"", ""2024年"": ""7""}",2024
2024年,0.0,研发与创新 国家认定企业技术中心 2022年 1 2023年 1 2024年 1,国家认定企业技术中心,page_55.png,1,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,1,"{""2022年"": ""1"", ""2023年"": ""1"", ""2024年"": ""1""}",2024
2024年,0.0,"研发与创新 供应商总数 2022年 1,330 2023年 1,436 2024年 1,501",供应商总数,page_55.png,"1,501",no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,1501,"{""2022年"": ""1,330"", ""2023年"": ""1,436"", ""2024年"": ""1,501""}",2024
,0.0,研发与创新 国内供应商地区分布,国内供应商地区分布,page_55.png,,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,,null,
2024年,0.0,研发与创新 河北省 2022年 43 2023年 51 2024年 61,河北省,page_55.png,61,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,61,"{""2022年"": ""43"", ""2023年"": ""51"", ""2024年"": ""61""}",2024
2024年,0.0,研发与创新 山西省 2022年 18 2023年 17 2024年 16,山西省,page_55.png,16,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,16,"{""2022年"": ""18"", ""2023年"": ""17"", ""2024年"": ""16""}",2024
2024年,0.0,研发与创新 辽宁省 2022年 310 2023年 316 2024年 314,辽宁省,page_55.png,314,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,314,"{""2022年"": ""310"", ""2023年"": ""316"", ""2024年"": ""314""}",2024
2024年,0.0,研发与创新 吉林省 2022年 8 2023年 5 2024年 11,吉林省,page_55.png,11,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,11,"{""2022年"": ""8"", ""2023年"": ""5"", ""2024年"": ""11""}",2024
2024年,0.0,研发与创新 黑龙江省 2022年 777 2023年 318 2024年 315,黑龙江省,page_55.png,315,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,315,"{""2022年"": ""777"", ""2023年"": ""318"", ""2024年"": ""315""}",2024
2024年,0.0,研发与创新 江苏省 2022年 124 2023年 177 2024年 135,江苏省,page_55.png,135,no_schema_match,中国一重2024年环境，社会和治理（ESG）报告-研发与创新,研发与创新,,135,"{""2022年"": ""124"", ""2023年"": ""177"", ""2024年"": ""135""}",2024
