field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
nox_emissions,,E,quantitative,,extracted,171.6,171.60,吨,2024,route_a_appendix_table,0.92,大气污染排放 氮氧化物 (NOx) 吨 2024年 171.60,page_48_left.png,氮氧化物 (NOx),大气污染排放,,page_48_left.png,extracted,0.92,alias_match:氮氧化物; schema_match_validated,,,,,,
particulate_matter_emissions,,E,quantitative,,extracted,7.48,7.48,吨,2024,route_a_appendix_table,0.91,颗粒物质(PM) 吨 2024年 7.48,page_48_left.png,颗粒物质(PM),,,page_48_left.png,extracted,0.91,alias_match:颗粒物; schema_match_validated,,,,,,
hazardous_waste,,E,quantitative,,extracted,43.13,43.13,吨,2024,route_a_appendix_table,0.93,有害废弃物产生总量 吨 2024年 43.13,page_48_left.png,有害废弃物产生总量,,,page_48_left.png,extracted,0.93,heuristic_hazardous_waste; schema_match_validated,,,,,,
non_hazardous_waste,,E,quantitative,,extracted,16535.4,"16,535.40",吨,2024,route_a_appendix_table,0.93,"无害废弃物产生总量 吨 2024年 16,535.40",page_48_left.png,无害废弃物产生总量,,,page_48_left.png,extracted,0.93,heuristic_non_hazardous_waste; schema_match_validated,,,,,,
total_waste,,E,quantitative,,extracted,16578.53,"16,578.53",吨,2024,route_a_appendix_table,0.95,"固体废弃物排放 废弃物产生总量 吨 2024年 16,578.53",page_48_left.png,废弃物产生总量,固体废弃物排放,,page_48_left.png,extracted,0.95,alias_match:废弃物产生总量; schema_match_validated,,,,,,
waste_recycling_rate,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
environmental_investment,,E,quantitative,,extracted,11661,"11,661.00",万元,2024,route_a_appendix_table,0.93,"环保总投入 万元 2024年 11,661.00",page_48_left.png,环保总投入,,,page_48_left.png,extracted,0.93,alias_match:环保总投入; schema_match_validated,,,,,,
environmental_violation_cases,,E,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
total_employees,,S,quantitative,,extracted,11000,"11,000",人,2024,route_a_appendix_table,0.93,"员工总数 人 2024年 11,000",page_48_right.png,员工总数,,,page_48_right.png,extracted,0.93,heuristic_total_employees; schema_match_validated,,,,,,
male_employees,,S,quantitative,,extracted,5402,"5,402",人,2024,route_a_appendix_table,0.92,"男性员工数量 人 2024年 5,402",page_48_right.png,男性员工数量,,,page_48_right.png,extracted,0.92,heuristic_male_employees; schema_match_validated,,,,,,
female_employees,,S,quantitative,,extracted,5598,"5,598",人,2024,route_a_appendix_table,0.92,"女性员工数量 人 2024年 5,598",page_48_right.png,女性员工数量,,,page_48_right.png,extracted,0.92,heuristic_female_employees; schema_match_validated,,,,,,
female_employee_ratio,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_management_ratio,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
minority_employees,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employees_under_30,,S,quantitative,,extracted,1182,"1,182",人,2024,route_a_appendix_table,0.93,"30岁以下员工数量 人 2024年 1,182",page_48_right.png,30岁以下员工数量,,,page_48_right.png,extracted,0.93,alias_match:30岁以下; schema_match_validated,,,,,,
employees_30_to_50,,S,quantitative,,extracted,8714,"8,714",人,2024,route_a_appendix_table,0.95,"30-50岁员工数量 人 2024年 8,714",page_48_right.png,30-50岁员工数量,,,page_48_right.png,extracted,0.95,llm_match:指标名称'30-50岁员工数量'与field_key 'employees_30_to_50'的aliases完全匹配，单位'人'符合unit_examples，且属于Core ESG Schema中S类人口结构指标。; schema_match_validated,,,,,,
employees_over_50,,S,quantitative,,extracted,1104,"1,104",人,2024,route_a_appendix_table,0.95,"50岁以上员工数量 人 2024年 1,104",page_48_right.png,50岁以上员工数量,,,page_48_right.png,extracted,0.95,llm_match:指标名称'50岁以上员工数量'与field_key 'employees_over_50'的aliases完全匹配，单位'人'符合unit_examples，属于S类社会维度指标。; schema_match_validated,,,,,,
employee_turnover_rate,,S,quantitative,,extracted,10,10,%,2024,route_a_appendix_table,0.93,员工流失率 % 2024年 10,page_48_right.png,员工流失率,,,page_48_right.png,extracted,0.93,alias_match:员工流失率; schema_match_validated,,,,,,
training_total_hours,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_hours_per_employee,,S,quantitative,,extracted,14,14,小时,2024,route_a_appendix_table,0.9,人均培训时长 小时 2024年 14,page_48_right.png,人均培训时长,,,page_48_right.png,extracted,0.9,heuristic_training_hours_per_employee; schema_match_validated,,,,,,
training_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.95,员工培训覆盖率 % 2024年 100,page_48_right.png,员工培训覆盖率,,,page_48_right.png,extracted,0.95,alias_match:员工培训覆盖率; schema_match_validated,,,,,,
training_expense,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
trained_employees_count,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_injury_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_related_fatalities,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
lost_workdays_due_to_injury,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
social_insurance_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.95,社会保险覆盖率 % 2024年 100,page_48_right.png,社会保险覆盖率,,,page_48_right.png,extracted,0.95,alias_match:社会保险覆盖率; schema_match_validated,,,,,,
employee_health_record_coverage_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
r_and_d_investment,,S,quantitative,,extracted,28671.57,"28,671.57",万元,2024,route_a_appendix_table,0.92,"研发创新 研发投入金额 万元 2024年 28,671.57",page_49_left.png,研发投入金额,,,page_49_left.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,,S,quantitative,,extracted,324,324,人,2024,route_a_appendix_table,0.95,研发创新 研发人员人数 人 2024年 324,page_49_left.png,研发人员人数,,,page_49_left.png,extracted,0.95,llm_match:研发人员人数在Core ESG Schema中明确列为r_and_d_employees的别名，单位为人，符合value_type: number。; schema_match_validated,,,,,,
authorized_patents_new,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
authorized_patents_total,,S,quantitative,,extracted,87,87,项,2024,route_a_appendix_table,0.96,研发创新 报告期内有效专利数 项 2024年 87,page_49_left.png,报告期内有效专利数,,,page_49_left.png,extracted,0.96,alias_match:报告期内有效专利数; schema_match_validated,,,,,,
customer_complaints,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_size,,G,quantitative,,extracted,9,9,人,2024,route_a_appendix_table,0.95,董事会成员的人数 人 2024年 9,page_49_right.png,董事会成员的人数,,,page_49_right.png,extracted,0.95,llm_match:董事会成员的人数与field_key 'board_size'的中文名称'董事会人数'及别名完全语义一致，单位'人'匹配，属于G类治理指标。; schema_match_validated,,,,,,
independent_directors,,G,quantitative,,extracted,3,3,人,2024,route_a_appendix_table,0.92,独董人数 人 2024年 3,page_49_right.png,独董人数,,,page_49_right.png,extracted,0.92,alias_match:独董人数; schema_match_validated,,,,,,
independent_director_ratio,,G,quantitative,,extracted,33.3,33.30,%,2024,route_a_appendix_table,0.94,独立董事比例 % 2024年 33.30,page_49_right.png,独立董事比例,,,page_49_right.png,extracted,0.94,alias_match:独立董事比例; schema_match_validated,,,,,,
female_directors,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_meetings,,G,quantitative,,extracted,7,7,次,2024,route_a_appendix_table,0.95,召开董事会会议次数 次 2024年 7,page_49_right.png,召开董事会会议次数,,,page_49_right.png,extracted,0.95,heuristic_board_meetings; schema_match_validated,,,,,,
shareholder_meetings,,G,quantitative,,extracted,2,2,次,2024,route_a_appendix_table,0.94,召开股东大会、临时股东大会次数 次 2024年 2,page_49_right.png,召开股东大会、临时股东大会次数,,,page_49_right.png,extracted,0.94,alias_match:股东大会次数; schema_match_validated,,,,,,
anti_corruption_training_sessions,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_participants,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_hours,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
confirmed_corruption_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
whistleblowing_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
patent_applications_new,,S,quantitative,,extracted,4,4,项,2024,route_a_appendix_table,0.96,研发创新 报告期内发明专利的申请数 项 2024年 4,page_49_left.png,报告期内发明专利的申请数,,,page_49_left.png,extracted,0.96,alias_match:报告期内发明专利的申请数; schema_match_validated,,,,,,
board_esg_oversight,,G,qualitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
esg_committee,,G,qualitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_policy,,G,qualitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
whistleblowing_mechanism,,G,qualitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
supplier_esg_assessment,,S,qualitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
