field_key,field_name_cn,category,matched,value,raw_value,unit,target_unit,conversion,year,evidence,source_pages,confidence,reason,b2_validation_ok,b2_validation_reason,retrieval_priority,industry,applicability,retrieved_chunks,route
employee_medical_checkup_coverage,员工体检覆盖率,S,False,100,100%,%,%,无需转换,2025,员工培训覆盖率 / 100 %,[41],0.0,b2_validation_failed:required_keyword_missing_in_evidence,False,required_keyword_missing_in_evidence,83.8877,pharma,core,"[{""chunk_id"": ""p24_47"", ""page_number"": 24, ""retrieval_score"": 45, ""bm25_score"": 24.5387, ""vector_score"": 0.146496, ""hit_keywords"": [""体检"", ""健康体检""], ""hit_query_terms"": [""员工"", ""体检"", ""健康"", ""康体"", ""健康体"", ""康体检"", ""职业"", ""健康体检""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 45, ""bm25_score"": 30.4091, ""vector_score"": 0.194383, ""hit_keywords"": [], ""hit_query_terms"": [""员工"", ""覆盖"", ""盖率"", ""覆盖率"", ""健康"", ""职业"", ""业健"", ""职业健"", ""业健康""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 51}, {""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 42, ""bm25_score"": 11.8747, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""覆盖"", ""盖率"", ""覆盖率"", ""健康""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 42, ""bm25_score"": 11.6127, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""员工"", ""健康"", ""职业"", ""业健"", ""职业健"", ""业健康""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 39, ""bm25_score"": 22.9852, ""vector_score"": 0.187448, ""hit_keywords"": [], ""hit_query_terms"": [""员工"", ""覆盖"", ""工健"", ""健康"", ""员工健"", ""工健康"", ""及健"", ""及健康""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 28}]",B2_quant_text_rag
energy_consumption_total,能源消耗总量,E,False,,,,,,,,[],0.0,虽然文中多次提及能源管理、节能改造、蒸汽消耗等，但未出现能源消耗总量、综合能源消耗、能源使用总量或直接能源消耗的明确数值及其对应年份；提及的‘蒸汽消耗量节约4.2吨’是单工序节能量，非总量，且属于措施描述，非报告的总能源消耗指标，不符合matched=true的严格条件,False,虽然文中多次提及能源管理、节能改造、蒸汽消耗等，但未出现能源消耗总量、综合能源消耗、能源使用总量或直接能源消耗的明确数值及其对应年份；提及的‘蒸汽消耗量节约4.2吨’是单工序节能量，非总量，且属于措施描述，非报告的总能源消耗指标，不符合matched=true的严格条件,82.9046,pharma,core,"[{""chunk_id"": ""p19_37"", ""page_number"": 19, ""retrieval_score"": 40, ""bm25_score"": 33.1086, ""vector_score"": 0.395232, ""hit_keywords"": [], ""hit_query_terms"": [""能源"", ""源消"", ""消耗"", ""源消耗"", ""综合"", ""合能"", ""综合能"", ""源使"", ""使用"", ""能源使"", ""源使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 10}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 38, ""bm25_score"": 2.4637, ""vector_score"": 0.132735, ""hit_keywords"": [], ""hit_query_terms"": [""能源""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p19_38"", ""page_number"": 19, ""retrieval_score"": 35, ""bm25_score"": 19.0553, ""vector_score"": 0.212462, ""hit_keywords"": [], ""hit_query_terms"": [""能源"", ""源消"", ""消耗"", ""能源消"", ""源消耗"", ""综合"", ""使用""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p32_68"", ""page_number"": 32, ""retrieval_score"": 34, ""bm25_score"": 2.6249, ""vector_score"": 0.153268, ""hit_keywords"": [], ""hit_query_terms"": [""综合""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 21}, {""chunk_id"": ""p17_31"", ""page_number"": 17, ""retrieval_score"": 33, ""bm25_score"": 3.8883, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""总量""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 35}]",B2_quant_text_rag
female_employee_ratio,女性员工比例,S,False,34.44,373人,人,%,女性员工373人 / 期末在职员工总人数1083人 × 100% = 34.44%,2025,"期末在职员工结构（按性别）男性 710 人 女性 373 人 期末在职员工总人数 1,083 人",[41],0.0,b2_validation_failed:required_keyword_missing_in_evidence;ratio_field_without_percent_unit,False,required_keyword_missing_in_evidence;ratio_field_without_percent_unit,82.6179,pharma,core,"[{""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 42, ""bm25_score"": 7.5321, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""女性"", ""员工"", ""比例""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 51}, {""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 42, ""bm25_score"": 3.2897, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""比例""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 42, ""bm25_score"": 3.7381, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""员工"", ""比例""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 41, ""bm25_score"": 4.2303, ""vector_score"": 0.268479, ""hit_keywords"": [], ""hit_query_terms"": [""女性"", ""员工""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 28}, {""chunk_id"": ""p25_51"", ""page_number"": 25, ""retrieval_score"": 41, ""bm25_score"": 7.52, ""vector_score"": 0.280897, ""hit_keywords"": [], ""hit_query_terms"": [""女性"", ""员工"", ""比例""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 22}]",B2_quant_text_rag
lost_work_days_due_to_injury,因工伤损失工作日数,S,False,,,,,,,,[],0.0,没有找到字段名或同义词（如因工伤损失工作日数、工伤损失工作日、损失工时、因工伤损失天数）与明确数值对应的语句。虽有工伤保险投入、覆盖率、工亡人数等数据，但无损失工作日数的直接或间接量化表述,False,没有找到字段名或同义词（如因工伤损失工作日数、工伤损失工作日、损失工时、因工伤损失天数）与明确数值对应的语句。虽有工伤保险投入、覆盖率、工亡人数等数据，但无损失工作日数的直接或间接量化表述,81.6758,pharma,core,"[{""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 44, ""bm25_score"": 4.1642, ""vector_score"": 0.13379, ""hit_keywords"": [], ""hit_query_terms"": [""工伤""], ""hit_units"": [""小时""], ""hit_forbidden"": [], ""number_count"": 51}, {""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 41, ""bm25_score"": 4.1642, ""vector_score"": 0.110471, ""hit_keywords"": [], ""hit_query_terms"": [""工伤""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p27_55"", ""page_number"": 27, ""retrieval_score"": 36, ""bm25_score"": 4.1642, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""工伤""], ""hit_units"": [""日""], ""hit_forbidden"": [], ""number_count"": 24}, {""chunk_id"": ""p26_52"", ""page_number"": 26, ""retrieval_score"": 32, ""bm25_score"": 4.4983, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""工伤"", ""工作""], ""hit_units"": [""日""], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 29, ""bm25_score"": 1.286, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""工作""], ""hit_units"": [""天"", ""日""], ""hit_forbidden"": [], ""number_count"": 28}]",B2_quant_text_rag
total_ghg_emissions,温室气体排放总量,E,False,,,,,,,,[],0.0,证据中虽有温室气体排放相关上下文（如应对气候变化、碳排管控），但未出现目标字段或其同义词（如温室气体排放总量、GHG排放总量等）与明确数值的直接对应语句；废气排放数据为VOCs、二氧化硫等污染物，非温室气体排放总量；废水、固废数据与GHG无关；无任何一行明确给出温室气体排放总量的数值与年份,False,证据中虽有温室气体排放相关上下文（如应对气候变化、碳排管控），但未出现目标字段或其同义词（如温室气体排放总量、GHG排放总量等）与明确数值的直接对应语句；废气排放数据为VOCs、二氧化硫等污染物，非温室气体排放总量；废水、固废数据与GHG无关；无任何一行明确给出温室气体排放总量的数值与年份,80.5715,pharma,core,"[{""chunk_id"": ""p16_29"", ""page_number"": 16, ""retrieval_score"": 40, ""bm25_score"": 2.9497, ""vector_score"": 0.278574, ""hit_keywords"": [], ""hit_query_terms"": [""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p16_27"", ""page_number"": 16, ""retrieval_score"": 37, ""bm25_score"": 17.3708, ""vector_score"": 0.241697, ""hit_keywords"": [], ""hit_query_terms"": [""气体"", ""排放"", ""二氧"", ""氧化"", ""二氧化""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}, {""chunk_id"": ""p17_31"", ""page_number"": 17, ""retrieval_score"": 37, ""bm25_score"": 42.4118, ""vector_score"": 0.228815, ""hit_keywords"": [], ""hit_query_terms"": [""排放"", ""放总"", ""总量"", ""排放总"", ""放总量"", ""二氧"", ""氧化"", ""二氧化""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 35}, {""chunk_id"": ""p17_32"", ""page_number"": 17, ""retrieval_score"": 36, ""bm25_score"": 6.1897, ""vector_score"": 0.189143, ""hit_keywords"": [], ""hit_query_terms"": [""排放"", ""总量""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 13}, {""chunk_id"": ""p14_23"", ""page_number"": 14, ""retrieval_score"": 34, ""bm25_score"": 24.029, ""vector_score"": 0.181304, ""hit_keywords"": [""碳排放""], ""hit_query_terms"": [""温室"", ""室气"", ""气体"", ""排放"", ""温室气"", ""室气体"", ""碳排"", ""碳排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 4}]",B2_quant_text_rag
confirmed_corruption_cases,确认腐败案件数量,G,False,0,0,件,件,无需转换,2025,"商业贿赂及贪污事件
0
件",[42],0.0,b2_validation_failed:required_keyword_missing_in_evidence,False,required_keyword_missing_in_evidence,80.0,pharma,core,"[{""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 45, ""bm25_score"": 3.6163, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""数量""], ""hit_units"": [""件"", ""起""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 42, ""bm25_score"": 27.7567, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""数量"", ""贪污"", ""商业"", ""业贿"", ""贿赂"", ""商业贿"", ""业贿赂""], ""hit_units"": [""件""], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p18_34"", ""page_number"": 18, ""retrieval_score"": 31, ""bm25_score"": 2.5177, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""确认""], ""hit_units"": [""件"", ""起""], ""hit_forbidden"": [], ""number_count"": 5}, {""chunk_id"": ""p4_4"", ""page_number"": 4, ""retrieval_score"": 30, ""bm25_score"": 14.2495, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""贪污"", ""商业"", ""业贿"", ""贿赂"", ""商业贿"", ""业贿赂""], ""hit_units"": [""起""], ""hit_forbidden"": [], ""number_count"": 4}, {""chunk_id"": ""p12_20"", ""page_number"": 12, ""retrieval_score"": 30, ""bm25_score"": 13.9793, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""贪污"", ""商业"", ""业贿"", ""贿赂"", ""商业贿"", ""业贿赂""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 7}]",B2_quant_text_rag
shareholder_meetings,股东大会会议次数,G,False,,,,,,,,[],0.0,证据中未出现股东大会会议次数、召开次数等同义词，也未提及任何与股东会相关的会议次数数据；虽有职工代表大会等表述，但属于董事会/监事会范畴的禁用词相关概念，且无明确数值与年份对应目标字段,False,证据中未出现股东大会会议次数、召开次数等同义词，也未提及任何与股东会相关的会议次数数据；虽有职工代表大会等表述，但属于董事会/监事会范畴的禁用词相关概念，且无明确数值与年份对应目标字段,79.21,pharma,core,"[{""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 42, ""bm25_score"": 5.154, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""次数""], ""hit_units"": [""次""], ""hit_forbidden"": [], ""number_count"": 51}, {""chunk_id"": ""p25_51"", ""page_number"": 25, ""retrieval_score"": 36, ""bm25_score"": 3.2798, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""次数""], ""hit_units"": [""次""], ""hit_forbidden"": [], ""number_count"": 22}, {""chunk_id"": ""p3_1"", ""page_number"": 3, ""retrieval_score"": 35, ""bm25_score"": 3.8883, ""vector_score"": 0.110498, ""hit_keywords"": [], ""hit_query_terms"": [""股东""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}, {""chunk_id"": ""p22_44"", ""page_number"": 22, ""retrieval_score"": 34, ""bm25_score"": 10.6281, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""股东"", ""大会"", ""召开""], ""hit_units"": [""次""], ""hit_forbidden"": [], ""number_count"": 8}, {""chunk_id"": ""p29_59"", ""page_number"": 29, ""retrieval_score"": 33, ""bm25_score"": 3.2798, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""次数""], ""hit_units"": [""次"", ""场""], ""hit_forbidden"": [], ""number_count"": 4}]",B2_quant_text_rag
ghg_emissions_intensity,温室气体排放强度,E,False,,,,,,,,[],0.0,证据中未出现温室气体排放强度、碳排放强度、单位营收/收入温室气体排放等同义词，也未提供任何与排放强度相关的数值或单位；虽有废水、废气排放数据，但均为总量或达标情况，无与营收/收入关联的强度指标，且存在 forbidden_any 的总量数据但无对应收入数据，无法计算强度，故不满足 matched=true 条件,False,证据中未出现温室气体排放强度、碳排放强度、单位营收/收入温室气体排放等同义词，也未提供任何与排放强度相关的数值或单位；虽有废水、废气排放数据，但均为总量或达标情况，无与营收/收入关联的强度指标，且存在 forbidden_any 的总量数据但无对应收入数据，无法计算强度，故不满足 matched=true 条件,78.8369,pharma,core,"[{""chunk_id"": ""p16_29"", ""page_number"": 16, ""retrieval_score"": 39, ""bm25_score"": 5.6033, ""vector_score"": 0.241844, ""hit_keywords"": [], ""hit_query_terms"": [""排放"", ""单位""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 39, ""bm25_score"": 3.266, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""单位""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 51}, {""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 39, ""bm25_score"": 3.0327, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""单位""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 39, ""bm25_score"": 5.2798, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""排放"", ""单位""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p16_27"", ""page_number"": 16, ""retrieval_score"": 37, ""bm25_score"": 7.5583, ""vector_score"": 0.206516, ""hit_keywords"": [], ""hit_query_terms"": [""气体"", ""排放"", ""单位""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}]",B2_quant_text_rag
occupational_health_safety_investment,安全生产投入,S,True,589.25,589.25万元,万元,万元,无需转换,2025,"安全生产总投入金额
589.25
万元",[41],0.95,定位到目标字段同义词'安全生产总投入金额'，有明确数值589.25和单位万元，年份为2025年，且无任何forbidden_any词汇干扰，语义一一对应，无需单位转换,True,,78.1126,pharma,core,"[{""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 53, ""bm25_score"": 22.1934, ""vector_score"": 0.0, ""hit_keywords"": [""安全"", ""职业健康""], ""hit_query_terms"": [""安全"", ""投入"", ""职业"", ""业健"", ""健康"", ""康安"", ""职业健"", ""业健康"", ""健康安"", ""康安全"", ""职业健康""], ""hit_units"": [""万元"", ""元""], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p41_90"", ""page_number"": 41, ""retrieval_score"": 46, ""bm25_score"": 16.5079, ""vector_score"": 0.277482, ""hit_keywords"": [""安全""], ""hit_query_terms"": [""安全"", ""全生"", ""生产"", ""投入"", ""安全生"", ""全生产"", ""健康""], ""hit_units"": [""万元"", ""元""], ""hit_forbidden"": [""事故""], ""number_count"": 16}, {""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 42, ""bm25_score"": 47.7282, ""vector_score"": 0.267451, ""hit_keywords"": [""安全"", ""职业健康""], ""hit_query_terms"": [""安全"", ""全生"", ""生产"", ""投入"", ""安全生"", ""全生产"", ""职业"", ""业健"", ""健康"", ""康安"", ""职业健"", ""业健康""], ""hit_units"": [""万元"", ""元""], ""hit_forbidden"": [""事故"", ""次数""], ""number_count"": 51}, {""chunk_id"": ""p28_56"", ""page_number"": 28, ""retrieval_score"": 41, ""bm25_score"": 29.4997, ""vector_score"": 0.0, ""hit_keywords"": [""安全"", ""职业健康""], ""hit_query_terms"": [""安全"", ""全生"", ""职业"", ""业健"", ""健康"", ""康安"", ""职业健"", ""业健康"", ""健康安"", ""康安全"", ""职业健康""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 11}, {""chunk_id"": ""p26_52"", ""page_number"": 26, ""retrieval_score"": 38, ""bm25_score"": 50.091, ""vector_score"": 0.505628, ""hit_keywords"": [""安全"", ""职业健康""], ""hit_query_terms"": [""安全"", ""全生"", ""生产"", ""安全生"", ""全生产"", ""职业"", ""业健"", ""健康"", ""康安"", ""职业健"", ""业健康"", ""健康安""], ""hit_units"": [], ""hit_forbidden"": [""事故""], ""number_count"": 6}]",B2_quant_text_rag
scope_2_emissions,范围二温室气体排放量,E,False,,,,,,,,[],0.0,证据中未出现范围二、范围2、Scope 2或间接温室气体排放的明确数值与年份对应内容；虽有废气排放数据，但均为污染物（如VOCs、二氧化硫等）排放量，非温室气体排放量，且无任何间接排放（Scope 2）的直接或间接表述,False,证据中未出现范围二、范围2、Scope 2或间接温室气体排放的明确数值与年份对应内容；虽有废气排放数据，但均为污染物（如VOCs、二氧化硫等）排放量，非温室气体排放量，且无任何间接排放（Scope 2）的直接或间接表述,77.9848,pharma,core,"[{""chunk_id"": ""p16_29"", ""page_number"": 16, ""retrieval_score"": 39, ""bm25_score"": 7.0769, ""vector_score"": 0.199238, ""hit_keywords"": [], ""hit_query_terms"": [""排放"", ""间接""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p16_27"", ""page_number"": 16, ""retrieval_score"": 36, ""bm25_score"": 5.6284, ""vector_score"": 0.177215, ""hit_keywords"": [], ""hit_query_terms"": [""气体"", ""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}, {""chunk_id"": ""p17_31"", ""page_number"": 17, ""retrieval_score"": 35, ""bm25_score"": 2.8017, ""vector_score"": 0.149115, ""hit_keywords"": [], ""hit_query_terms"": [""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 35}, {""chunk_id"": ""p3_1"", ""page_number"": 3, ""retrieval_score"": 33, ""bm25_score"": 6.4904, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""范围"", ""sc""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}, {""chunk_id"": ""p20_40"", ""page_number"": 20, ""retrieval_score"": 33, ""bm25_score"": 3.5548, ""vector_score"": 0.148969, ""hit_keywords"": [], ""hit_query_terms"": [""范围"", ""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 7}]",B2_quant_text_rag
employee_turnover_rate,员工流失率,S,False,,,,,,,,[],0.0,没有找到字段名或同义词（员工流失率、员工离职率等）与任何数值对应的明确语句，仅提供期末在职员工人数、培训数据等，无流入/流出或流失率计算依据,False,没有找到字段名或同义词（员工流失率、员工离职率等）与任何数值对应的明确语句，仅提供期末在职员工人数、培训数据等，无流入/流出或流失率计算依据,77.9196,pharma,core,"[{""chunk_id"": ""p41_89"", ""page_number"": 41, ""retrieval_score"": 37, ""bm25_score"": 1.7247, ""vector_score"": 0.183939, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 51}, {""chunk_id"": ""p25_51"", ""page_number"": 25, ""retrieval_score"": 33, ""bm25_score"": 1.7126, ""vector_score"": 0.29598, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 22}, {""chunk_id"": ""p25_50"", ""page_number"": 25, ""retrieval_score"": 32, ""bm25_score"": 1.7126, ""vector_score"": 0.237479, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 28}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 32, ""bm25_score"": 1.3456, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [""%""], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p22_44"", ""page_number"": 22, ""retrieval_score"": 27, ""bm25_score"": 1.6381, ""vector_score"": 0.19556, ""hit_keywords"": [], ""hit_query_terms"": [""员工""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 8}]",B2_quant_text_rag
scope_1_emissions,范围一温室气体排放量,E,False,,,,,,,,[],0.0,证据中虽有废气排放数据，但未出现范围一、Scope 1或直接温室气体排放等目标字段或同义词，且所列排放物（如二氧化硫、VOCs、颗粒物）为具体污染物，非温室气体排放总量（CO2e），无法确认为范围一排放，且无任何CO2e单位或温室气体当量表述,False,证据中虽有废气排放数据，但未出现范围一、Scope 1或直接温室气体排放等目标字段或同义词，且所列排放物（如二氧化硫、VOCs、颗粒物）为具体污染物，非温室气体排放总量（CO2e），无法确认为范围一排放，且无任何CO2e单位或温室气体当量表述,77.8974,pharma,core,"[{""chunk_id"": ""p16_29"", ""page_number"": 16, ""retrieval_score"": 39, ""bm25_score"": 2.9497, ""vector_score"": 0.194871, ""hit_keywords"": [], ""hit_query_terms"": [""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 6}, {""chunk_id"": ""p16_27"", ""page_number"": 16, ""retrieval_score"": 36, ""bm25_score"": 5.6284, ""vector_score"": 0.180674, ""hit_keywords"": [], ""hit_query_terms"": [""气体"", ""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}, {""chunk_id"": ""p3_1"", ""page_number"": 3, ""retrieval_score"": 33, ""bm25_score"": 6.4904, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""范围"", ""sc""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 14}, {""chunk_id"": ""p42_91"", ""page_number"": 42, ""retrieval_score"": 33, ""bm25_score"": 2.0138, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 43}, {""chunk_id"": ""p17_31"", ""page_number"": 17, ""retrieval_score"": 32, ""bm25_score"": 2.8017, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""排放""], ""hit_units"": [], ""hit_forbidden"": [], ""number_count"": 35}]",B2_quant_text_rag
anti_corruption_training_sessions,反腐败培训次数,G,False,,,,,,,,[],0.0,证据中提及的培训为‘反不正当竞争法’‘法务与合规管理’‘信息安全’等，虽有‘培训’字眼，但未出现‘反腐败’‘廉洁’‘反舞弊’‘商业道德’等目标字段或同义词，且无明确培训次数数值，不符合matched=true条件,False,证据中提及的培训为‘反不正当竞争法’‘法务与合规管理’‘信息安全’等，虽有‘培训’字眼，但未出现‘反腐败’‘廉洁’‘反舞弊’‘商业道德’等目标字段或同义词，且无明确培训次数数值，不符合matched=true条件,74.0,pharma,core,"[{""chunk_id"": ""p40_87"", ""page_number"": 40, ""retrieval_score"": 39, ""bm25_score"": 3.4806, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""商业""], ""hit_units"": [""次"", ""场""], ""hit_forbidden"": [], ""number_count"": 16}, {""chunk_id"": ""p28_56"", ""page_number"": 28, ""retrieval_score"": 36, ""bm25_score"": 11.69, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""商业"", ""业道"", ""道德"", ""商业道"", ""业道德""], ""hit_units"": [""场""], ""hit_forbidden"": [], ""number_count"": 11}, {""chunk_id"": ""p29_59"", ""page_number"": 29, ""retrieval_score"": 33, ""bm25_score"": 4.8586, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""次数""], ""hit_units"": [""次"", ""场""], ""hit_forbidden"": [], ""number_count"": 4}, {""chunk_id"": ""p33_70"", ""page_number"": 33, ""retrieval_score"": 32, ""bm25_score"": 2.5238, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""商业""], ""hit_units"": [""次""], ""hit_forbidden"": [], ""number_count"": 9}, {""chunk_id"": ""p39_84"", ""page_number"": 39, ""retrieval_score"": 32, ""bm25_score"": 3.0397, ""vector_score"": 0.0, ""hit_keywords"": [], ""hit_query_terms"": [""培训"", ""商业""], ""hit_units"": [""场""], ""hit_forbidden"": [], ""number_count"": 6}]",B2_quant_text_rag
