applicability,category,confidence,evidence,field_key,field_name_cn,indicator_type,industry,merge_reason,missing_reason,page_image,raw_value,route_a_confidence,route_a_reason,route_a_status,route_b2_confidence,route_b2_evidence,route_b2_matched,route_b2_raw_value,route_b2_reason,route_b2_source_pages,route_b2_unit,route_b2_value,route_b2_year,route_b_confidence,route_b_evidence,route_b_matched,route_b_reason,route_b_source_pages,route_b_summary,row_label,source_pages,source_route,status,table_title,topic,unit,value,value_type,year
core,E,0.0,,air_pollutant_emissions,废气或大气污染物排放量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.0,,non_hazardous_waste,一般废弃物产生量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.0,,hazardous_waste,危险废弃物产生量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.92,• 公司2021年环保投入19221万元，2022年环保投入17339万元，2023年环保投入16419万元，2024年环保投入18120万元。,environmental_investment,环保投入金额,quantitative,pharma,route_a_selected,,page_21.png,19221,0.92,heuristic_environmental_investment; schema_match_validated,extracted,,,,,,,,,,,,,,,,公司2021年环保投入,page_21.png,route_a_appendix_table,extracted,“十四五”公司环保主要目标成效,,万元,19221,number,2024
core,E,0.0,,environmental_penalty_count,环境违规或处罚事件数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.93,员工总数 人 2022年 6311 2023年 6484 2024年 6388,total_employees,员工总数,quantitative,pharma,route_a_selected,,page_40.png,6388,0.93,heuristic_total_employees; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工总数,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,人,6388,number,2024
core,S,0.0,,male_employees,男性员工人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,female_employees,女性员工人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.96,女性员工比例 % 2022年 41.64 2023年 42.15 2024年 41.78,female_employee_ratio,女性员工比例,quantitative,pharma,route_a_selected,,page_40.png,41.78,0.96,normalized_alias_match:女性员工比例; schema_match_validated,extracted,,,,,,,,,,,,,,,,女性员工比例,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,%,41.78,percentage,2024
core,S,0.9500000000000001,员工离职率 (%) 2024 1.50% 2023 2.31% 2022 3.20%,employee_turnover_rate,员工流失率,quantitative,pharma,route_a_selected,,page_30.png,1.50%,0.9500000000000001,normalized_alias_match:员工离职率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工离职率 (%),page_30.png,route_a_appendix_table,extracted,公司员工权益关键指标,,%,1.5,percentage,2024
core,S,0.97,员工培训总时长 小时 2022年 283995 2023年 291780 2024年 312450,training_total_hours,员工培训总时长,quantitative,pharma,route_a_selected,,page_40.png,312450,0.97,normalized_alias_match:员工培训总时长; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训总时长,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,小时,312450,number,2024
core,S,0.0,,training_hours_per_employee,人均培训时长,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.97,员工培训覆盖率 (%) 2024 100% 2023 100% 2022 100%,training_coverage_rate,员工培训覆盖率,quantitative,pharma,route_a_selected,,page_30.png,100%,0.97,normalized_alias_match:员工培训覆盖率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训覆盖率 (%),page_30.png,route_a_appendix_table,extracted,公司员工权益关键指标,,%,100,percentage,2024
core,S,0.92,社会保险覆盖率 (%) 2024 100% 2023 100% 2022 100%,social_security_coverage,社会保险覆盖率,quantitative,pharma,route_a_selected,,page_30.png,100%,0.92,heuristic_social_security_coverage; schema_match_validated,extracted,,,,,,,,,,,,,,,,社会保险覆盖率 (%),page_30.png,route_a_appendix_table,extracted,公司员工权益关键指标,,%,100,percentage,2024
core,S,0.9,员工体检覆盖率 % 2022年 47 2023年 53 2024年 56,employee_medical_checkup_coverage,员工体检覆盖率,quantitative,pharma,route_a_selected,,page_40.png,56,0.9,heuristic_employee_medical_checkup_coverage; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工体检覆盖率,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,%,56,percentage,2024
core,S,0.9,质量培训人次 人次 2022年 1537 2023年 1700 2024年 2078,trained_employees_count,受训员工人数,quantitative,pharma,route_a_selected,,page_40.png,2078,0.9,heuristic_trained_employees_count; alias_soft_warning:training_participants,extracted,,,,,,,,,,,,,,,,质量培训人次,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,人次,2078,number,2024
core,S,0.9500000000000001,重大质量安全事故数 起 2022年 0 2023年 0 2024年 0,safety_accident_count,安全生产事故数量,quantitative,pharma,route_a_selected,,page_40.png,0,0.9500000000000001,normalized_alias_match:安全事故数; schema_match_validated,extracted,,,,,,,,,,,,,,,,重大质量安全事故数,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,起,0,number,2024
core,S,0.9,安全生产投入 万元 2022年 1303 2023年 1912 2024年 2579,occupational_health_safety_investment,安全生产投入,quantitative,pharma,route_a_selected,,page_40.png,2579,0.9,heuristic_ohs_investment; schema_match_validated,extracted,,,,,,,,,,,,,,,,安全生产投入,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,万元,2579,number,2024
core,S,0.9,安全应急演练次数 次 2022年 286 2023年 621 2024年 703,safety_emergency_drill_count,安全应急演练次数,quantitative,pharma,route_a_selected,,page_40.png,703,0.9,heuristic_safety_emergency_drill_count; schema_match_validated,extracted,,,,,,,,,,,,,,,,安全应急演练次数,page_40.png,route_a_appendix_table,extracted,量化数据绩效表-社会绩效,,次,703,number,2024
core,S,0.0,,lost_work_days_due_to_injury,因工伤损失工作日数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,r_and_d_personnel_count,研发人员数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.95,2024 年研发投入40157 万元，同比增长2.90%。,r_and_d_expense,研发投入金额,quantitative,pharma,route_b2_filled_missing_route_a,,,40157万元,0.0,not_found,missing,0.95,2024 年研发投入40157 万元，同比增长2.90%。,true,40157万元,定位到目标字段同义词'研发投入'，提取到明确年份2024和原始数值40157万元，单位为万元，与目标单位一致，无需转换,[27],万元,40157,2024,,,,,,,研发投入金额,[27],route_b2_quant_text_rag,extracted,,quant_text_rag,万元,40157,number,2024
core,S,0.0,,public_welfare_investment,公益投入金额,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,board_size,董事会人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,independent_directors,独立董事人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,independent_director_ratio,独立董事比例,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,percentage,
core,G,0.0,,female_directors,女性董事人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.95,召开7 次董事会会议，审议51 项议案。,board_meetings,董事会会议次数,quantitative,pharma,route_b2_filled_missing_route_a,,,7 次,0.0,not_found,missing,0.95,召开7 次董事会会议，审议51 项议案。,true,7 次,定位到目标字段同义词'董事会会议'，提取到明确数值'7'和年份'2024'，单位为'次'，符合目标单位，无 forbidden_any 干扰,[15],次,7,2024,,,,,,,董事会会议次数,[15],route_b2_quant_text_rag,extracted,,quant_text_rag,次,7,number,2024
core,G,0.0,,shareholder_meetings,股东大会会议次数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.92,反腐败培训次数 次 2022年 4 2023年 4 2024年 7,anti_corruption_training_sessions,反腐败培训次数,quantitative,pharma,route_a_selected,,page_41.png,7,0.92,heuristic_anti_corruption_training_sessions; schema_match_validated,extracted,,,,,,,,,,,,,,,,反腐败培训次数,page_41.png,route_a_appendix_table,extracted,管治绩效,,次,7,number,2024
core,G,0.92,反腐败培训人数 人 2022年 880 2023年 710 2024年 2300,anti_corruption_training_participants,反腐败培训人数,quantitative,pharma,route_a_selected,,page_41.png,2300,0.92,heuristic_anti_corruption_training_participants; schema_match_validated,extracted,,,,,,,,,,,,,,,,反腐败培训人数,page_41.png,route_a_appendix_table,extracted,管治绩效,,人,2300,number,2024
core,G,0.0,,confirmed_corruption_cases,确认腐败案件数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.95,‘十四五’期间，鲁抗医药将坚持以新发展理念引领鲁抗高质量发展，坚持‘固本强基、补链强链、创新突破、转型发展’十六字方针，建设健康和谐、公平公正、敢于创新、善于学习的鲁抗。公司将围绕‘建设绿色生态、勇于创新、持续发展、奉献社会的现代生物医药公司’目标……2024 年编制了《鲁抗医药碳达峰行动方案》《四个产品碳足迹评价报告》，将碳达峰碳中和工作融入公司战略布局和发展规划，后期将按方案要求稳步推进重点工作任务和重大工程项目，确保完成达峰目标。,esg_strategy_targets,ESG战略目标,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,‘十四五’期间，鲁抗医药将坚持以新发展理念引领鲁抗高质量发展，坚持‘固本强基、补链强链、创新突破、转型发展’十六字方针，建设健康和谐、公平公正、敢于创新、善于学习的鲁抗。公司将围绕‘建设绿色生态、勇于创新、持续发展、奉献社会的现代生物医药公司’目标……2024 年编制了《鲁抗医药碳达峰行动方案》《四个产品碳足迹评价报告》，将碳达峰碳中和工作融入公司战略布局和发展规划，后期将按方案要求稳步推进重点工作任务和重大工程项目，确保完成达峰目标。,true,文本明确提及‘十四五’期间公司围绕‘建设绿色生态、持续发展、奉献社会的现代生物医药公司’的目标，并制定了具体的碳达峰行动方案，属于ESG战略目标的直接表述，符合‘ESG战略目标’的定义和 aliases 范围。,"[9, 21]",鲁抗医药在‘十四五’期间明确了建设绿色生态、持续发展、奉献社会的现代生物医药公司的目标，并将碳达峰碳中和工作融入公司战略布局和发展规划。,鲁抗医药在‘十四五’期间明确了建设绿色生态、持续发展、奉献社会的现代生物医药公司的目标，并将碳达峰碳中和工作融入公司战略布局和发展规划。,"[9, 21]",route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.0,,climate_risk_management,气候风险识别与管理,qualitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,boolean_or_text,
core,E,0.95,鲁抗医药持续强化环境管理体系建设，确保体系的系统性和稳定性。结合公司卓越绩效管理、对标一流、班组规范建设达标的管理要求，夯实环保“双体系”建设，确保环境管理体系稳定运行。,environmental_management_system,环境管理体系,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,鲁抗医药持续强化环境管理体系建设，确保体系的系统性和稳定性。结合公司卓越绩效管理、对标一流、班组规范建设达标的管理要求，夯实环保“双体系”建设，确保环境管理体系稳定运行。,true,候选文本明确提及“环境管理体系建设”和“环境管理体系稳定运行”，并关联到具体管理措施，符合“环境管理体系”指标的定义，且未使用常识补全。,[21],鲁抗医药持续强化环境管理体系建设，确保体系的系统性和稳定性，并结合卓越绩效管理等要求夯实环保‘双体系’建设。,鲁抗医药持续强化环境管理体系建设，确保体系的系统性和稳定性，并结合卓越绩效管理等要求夯实环保‘双体系’建设。,[21],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,通过不断引入节能技术、推广使用各种节能设备，不断提高能源的利用效率，每年可减少二氧化碳排放当量约5.6 万吨。,energy_saving_measures,节能减排措施,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,通过不断引入节能技术、推广使用各种节能设备，不断提高能源的利用效率，每年可减少二氧化碳排放当量约5.6 万吨。,true,候选文本明确提及‘引入节能技术’和‘推广使用各种节能设备’，属于‘节能措施’的直接描述，符合‘节能减排措施’的定义，且有具体成效数据支撑。,[6],公司通过引入节能技术、推广节能设备、编制碳达峰行动方案等措施推进节能减排。,公司通过引入节能技术、推广节能设备、编制碳达峰行动方案等措施推进节能减排。,[6],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.0,,water_management_measures,水资源管理措施,qualitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,boolean_or_text,
core,E,0.95,持续开展固废资源化与协同利用。2024 年，公司实现固废资源化利用率92% 以上，通过委外协同再利用废溶媒，变废为宝，在降低公司危险废物处置成本的同时，有力推动了公司环保绿色发展。中和环保公司业务多元且全面，涵盖污水处理技术服务、托管运营、高浓污水承接处理、危险废物（如HW09 乳化液、切削液，HW34、HW35 废酸废碱等）的规范处置利用、气味治理工程的承揽建设，以及水处理药剂的经营等，为环保事业提供全方位、一站式的解决方案。,waste_management_measures,废弃物管理措施,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,持续开展固废资源化与协同利用。2024 年，公司实现固废资源化利用率92% 以上，通过委外协同再利用废溶媒，变废为宝，在降低公司危险废物处置成本的同时，有力推动了公司环保绿色发展。中和环保公司业务多元且全面，涵盖污水处理技术服务、托管运营、高浓污水承接处理、危险废物（如HW09 乳化液、切削液，HW34、HW35 废酸废碱等）的规范处置利用、气味治理工程的承揽建设，以及水处理药剂的经营等，为环保事业提供全方位、一站式的解决方案。,true,文本明确提及固废资源化利用、废溶媒协同再利用、危险废物的规范处置利用等具体废弃物管理措施，符合目标指标的定义和 aliases 范围。,[22],公司通过固废资源化利用、委外协同再利用废溶媒、规范处置危险废物等措施实施废弃物管理。,公司通过固废资源化利用、委外协同再利用废溶媒、规范处置危险废物等措施实施废弃物管理。,[22],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.9,保障员工合法权益，为更多的人创造机会,employee_rights_policy,员工权益保障政策,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.9,保障员工合法权益，为更多的人创造机会,true,候选文本中明确出现'保障员工合法权益'这一表述，与目标指标'员工权益保障政策'的别名'员工权益保障'直接对应，且该表述出现在ESG报告的工作成效部分，构成对政策的明确提及。,[50],公司通过保障员工合法权益、完善薪酬福利体系、畅通职业发展通道、推进民主管理、关爱职工等措施落实员工权益保障政策。,公司通过保障员工合法权益、完善薪酬福利体系、畅通职业发展通道、推进民主管理、关爱职工等措施落实员工权益保障政策。,[50],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,公司建有完善的职业病防治、职业健康管理、职业危害因素检测评价及职业病防治应急预案等管理制度。2024 年聘请省职防院来公司开展职业危害岗位监测和人员查体，共计查体 2358 人，监测点1640 个；公司根据各生产岗位的不同特点，为员工配发相应的劳动防护用品并指导员工正确佩戴。公司应急救援队定期开展职业病危害事故应急救援演练，应急设备、设施及急救物资完备。,occupational_health_safety_system,职业健康安全管理体系,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司建有完善的职业病防治、职业健康管理、职业危害因素检测评价及职业病防治应急预案等管理制度。2024 年聘请省职防院来公司开展职业危害岗位监测和人员查体，共计查体 2358 人，监测点1640 个；公司根据各生产岗位的不同特点，为员工配发相应的劳动防护用品并指导员工正确佩戴。公司应急救援队定期开展职业病危害事故应急救援演练，应急设备、设施及急救物资完备。,true,候选文本明确提及了职业病防治、职业健康管理、危害因素检测评价及应急预案等制度，属于职业健康安全管理体系的直接体现，符合目标指标的定义和别名。,[31],公司建立了完善的职业病防治、职业健康管理、职业危害因素检测评价及应急预案等管理制度，并开展监测、查体、防护用品配发和应急演练。,公司建立了完善的职业病防治、职业健康管理、职业危害因素检测评价及应急预案等管理制度，并开展监测、查体、防护用品配发和应急演练。,[31],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,"鲁抗医药持续推进全员职务职级晋升双通道，即在同一职务上设置不同的职级，使公司的发展和员工的职业发展规划密切联系起来，实现了员工与企业的共同成长，达到了鲁抗企业文化倡导的个人进步、组织进化的目标。

鲁抗医药坚持“以人的价值为本”，多方式全方位开展人才培养工作。形成了“青年学生一三五年述职评价、后备中管选拔、公开竞聘”的成熟培养工作机制。开展了“百名中青年管理人员培养计划”“百名新型营销人员培养计划”“千名技师培养计划”“考核选拔后备中管和青年骨干”等工作，不断提高员工队伍整体素质。人才队伍建设已经系统化、标准化，为公司人才发展高地建设奠定了坚实的基础。

启动2024年度年轻干部进党校集中培训，共243名年轻管理人员参加，进一步提升了管理能力。

与中国药科大学等20余所院校合作，筹备管理人员在职硕博学历提升工作，切实提高管理人员独当一面的能力。

持续开展一般管理人员本科占比提升工作。

公司在各序列全面推行宽带薪酬体系，修订技能员工职级评价办法。",employee_training_development,员工培训与发展机制,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,"鲁抗医药持续推进全员职务职级晋升双通道，即在同一职务上设置不同的职级，使公司的发展和员工的职业发展规划密切联系起来，实现了员工与企业的共同成长，达到了鲁抗企业文化倡导的个人进步、组织进化的目标。

鲁抗医药坚持“以人的价值为本”，多方式全方位开展人才培养工作。形成了“青年学生一三五年述职评价、后备中管选拔、公开竞聘”的成熟培养工作机制。开展了“百名中青年管理人员培养计划”“百名新型营销人员培养计划”“千名技师培养计划”“考核选拔后备中管和青年骨干”等工作，不断提高员工队伍整体素质。人才队伍建设已经系统化、标准化，为公司人才发展高地建设奠定了坚实的基础。

启动2024年度年轻干部进党校集中培训，共243名年轻管理人员参加，进一步提升了管理能力。

与中国药科大学等20余所院校合作，筹备管理人员在职硕博学历提升工作，切实提高管理人员独当一面的能力。

持续开展一般管理人员本科占比提升工作。

公司在各序列全面推行宽带薪酬体系，修订技能员工职级评价办法。",true,候选文本明确描述了多种员工培训与发展机制，包括职业发展通道、人才培养计划、干部培训、学历提升、职级评价体系等，完全覆盖目标指标的多个别名，且所有内容均来自原文，未做任何推断或补全。,"[31, 16]",鲁抗医药建立了系统化、标准化的员工培养机制，包括职务职级双通道、多类人才培养计划及干部培训体系。,鲁抗医药建立了系统化、标准化的员工培养机制，包括职务职级双通道、多类人才培养计划及干部培训体系。,"[31, 16]",route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.0,,diversity_equal_opportunity,多元化与平等雇佣政策,qualitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,boolean_or_text,
core,S,0.95,建立全面系统评价体系，多个维度对供应商进行履约评估以及分级管理，持续追踪供应商绩效表现，推动其不断改进，以实现合作共赢。,supplier_esg_assessment,供应商ESG管理机制,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,建立全面系统评价体系，多个维度对供应商进行履约评估以及分级管理，持续追踪供应商绩效表现，推动其不断改进，以实现合作共赢。,true,候选文本明确描述了对供应商的评估机制、分级管理及绩效追踪，符合'供应商ESG管理机制'的定义，且使用了'履约评估'等与责任采购、供应商评估直接相关的术语。,[37],公司建立全面系统评价体系，从多个维度对供应商进行履约评估和分级管理，并持续追踪绩效表现。,公司建立全面系统评价体系，从多个维度对供应商进行履约评估和分级管理，并持续追踪绩效表现。,[37],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
optional,S,0.0,,data_security_privacy,数据安全与隐私保护机制,qualitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,boolean_or_text,
core,G,0.8,鲁抗医药党委坚持“把方向、管大局、保落实”、董事会“定战略、作决策、防风险”、经理层“谋经营、抓落实、强管理”，两会一层运作规范。董事会不断强化上市公司规范治理，确保董事会决策体系规范运作，维护全体股东权益；确保外部董事占多数，加强独立董,board_esg_oversight,董事会ESG监督机制,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.8,鲁抗医药党委坚持“把方向、管大局、保落实”、董事会“定战略、作决策、防风险”、经理层“谋经营、抓落实、强管理”，两会一层运作规范。董事会不断强化上市公司规范治理，确保董事会决策体系规范运作，维护全体股东权益；确保外部董事占多数，加强独立董,true,文本明确指出董事会的职责包括“定战略、作决策、防风险”，并强调其规范治理和决策体系运作，虽未直接使用“ESG”一词，但结合上下文（报告为ESG报告、董事会承诺监督报告内容），可合理推断其“防风险”与“定战略”职责涵盖ESG治理范畴，符合定性指标中“董事会监督ESG”的核心语义。,[15],董事会通过规范运作和决策机制对ESG相关事项进行监督，包括在治理框架中明确其“定战略、作决策、防风险”职责。,董事会通过规范运作和决策机制对ESG相关事项进行监督，包括在治理框架中明确其“定战略、作决策、防风险”职责。,[15],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,G,0.95,公司成立ESG 工作小组，由董事会办公室、证券事务部、公司办公室、人资党群部、企业管理与创新部等ESG 相关部门人员组成，负责ESG 报告的筹备与发布工作，并向战略发展委员会进行报备。,esg_committee,ESG治理架构或委员会,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司成立ESG 工作小组，由董事会办公室、证券事务部、公司办公室、人资党群部、企业管理与创新部等ESG 相关部门人员组成，负责ESG 报告的筹备与发布工作，并向战略发展委员会进行报备。,true,候选文本明确提及'ESG工作小组'，属于目标指标的别名之一，且描述了其组成和职责，符合定性指标抽取规则。,[39],公司成立ESG工作小组，由多个相关部门人员组成，负责ESG报告的筹备与发布，并向战略发展委员会报备。,公司成立ESG工作小组，由多个相关部门人员组成，负责ESG报告的筹备与发布，并向战略发展委员会报备。,[39],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,G,0.95,制定《加强廉洁风险防控》管理专项，完善公司班子成员等“关键少数”人员廉洁风险防控措施清单，并实行动态监督；制定下发《公司各单位“靠企吃企”廉政建设风险点清单》及《深入推进廉洁风险防控体系建设的工作方案》，深入开展廉洁风险防控体系建设各项工作，助推鲁抗持续、健康、高质量发展。,anti_corruption_policy,反腐败政策,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,制定《加强廉洁风险防控》管理专项，完善公司班子成员等“关键少数”人员廉洁风险防控措施清单，并实行动态监督；制定下发《公司各单位“靠企吃企”廉政建设风险点清单》及《深入推进廉洁风险防控体系建设的工作方案》，深入开展廉洁风险防控体系建设各项工作，助推鲁抗持续、健康、高质量发展。,true,候选文本明确提及公司制定了多项廉洁风险防控专项文件和工作方案，涵盖关键人员监督、风险点清单和体系建设，属于反腐败政策的直接体现，且与“反腐败培训次数”等数据形成佐证。,[19],鲁抗医药通过制定专项管理文件、开展廉洁风险防控体系建设和反腐败培训等方式，明确建立并实施反腐败政策。,鲁抗医药通过制定专项管理文件、开展廉洁风险防控体系建设和反腐败培训等方式，明确建立并实施反腐败政策。,[19],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,G,0.0,,whistleblowing_mechanism,举报机制与举报人保护,qualitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,boolean_or_text,
