field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
employee_turnover_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_total_hours,,S,quantitative,,extracted,7307.58,"7,307.58",小时,2024,route_a_appendix_table,0.95,"员工培训总时长 小时 2023年 4,236 2024年 7,307.58",page_49.png,员工培训总时长,,,page_49.png,extracted,0.95,alias_match:员工培训总时长; schema_match_validated,,,,,,
training_hours_per_employee,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_coverage_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_expense,,S,quantitative,,extracted,157.13,157.13,万元,2024,route_a_appendix_table,0.9,员工培训投入 万元 2023年 207 2024年 157.13,page_49.png,员工培训投入,,,page_49.png,extracted,0.9,heuristic_training_expense; schema_match_validated,,,,,,
trained_employees_count,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_injury_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_related_fatalities,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
lost_workdays_due_to_injury,,S,quantitative,,extracted,160,160,天,2024,route_a_appendix_table,0.96,因工伤损失工作日数 天 2023年 185 2024年 160,page_49_left.png,因工伤损失工作日数,,,page_49_left.png,extracted,0.96,alias_match:因工伤损失工作日数; schema_match_validated,,,,,,
social_insurance_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.95,员工权益 社会保险覆盖率 % 2023年 100 2024年 100,page_48.png,社会保险覆盖率,员工权益,,page_48.png,extracted,0.95,alias_match:社会保险覆盖率; schema_match_validated,,,,,,
employee_health_record_coverage_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
r_and_d_investment,,S,quantitative,,extracted,32250.04,"32,250.04",万元,2024,route_a_appendix_table,0.92,"研发投入 万元 2023年 32,578.72 2024年 32,250.04",page_49.png,研发投入,,,page_49.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,,S,quantitative,,extracted,3120,"3,120",人,2024,route_a_appendix_table,0.94,"研发人员数量 人 2023年 3,340 2024年 3,120",page_49.png,研发人员数量,,,page_49.png,extracted,0.94,alias_match:研发人员数量; schema_match_validated,,,,,,
authorized_patents_new,,S,quantitative,,extracted,,-,件,2024,route_a_appendix_table,0.88,年度新增授权专利数量 件 2023年 10 2024年 -,page_49.png,年度新增授权专利数量,,,page_49.png,extracted,0.88,heuristic_authorized_patents_new; schema_match_validated,,,,,,
authorized_patents_total,,S,quantitative,,extracted,41,41,件,2024,route_a_appendix_table,0.94,持有有效专利数量 件 2023年 51 2024年 41,page_49.png,持有有效专利数量,,,page_49.png,extracted,0.94,alias_match:有效专利数量; schema_match_validated,,,,,,
customer_complaints,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_size,,G,quantitative,,extracted,7,7,人,2024,route_a_appendix_table,0.95,董事会成员人数 人 7 7,page_47.png,董事会成员人数,,,page_47.png,extracted,0.95,llm_match:董事会成员人数与 field_key 'board_size' 的 name_cn '董事会人数' 及 aliases '董事会人数、董事人数' 高度一致，单位为'人'，语义完全匹配。; schema_match_validated,,,,,,
independent_directors,,G,quantitative,,extracted,3,3,人,2024,route_a_appendix_table,0.94,独立董事人数 人 3 3,page_47.png,独立董事人数,,,page_47.png,extracted,0.94,alias_match:独立董事人数; schema_match_validated,,,,,,
independent_director_ratio,,G,quantitative,,extracted,42.86,42.86,%,2024,route_a_appendix_table,0.94,独立董事占比 % 42.85 42.86,page_47.png,独立董事占比,,,page_47.png,extracted,0.94,alias_match:独立董事占比; schema_match_validated,,,,,,
female_directors,,G,quantitative,,extracted,2,2,人,2024,route_a_appendix_table,0.94,女性董事人数 人 2023年 2 2024年 2,page_47_left.png,女性董事人数,三会治理,,page_47_left.png,extracted,0.94,alias_match:女性董事人数; schema_match_validated,,,,,,
board_meetings,,G,quantitative,,extracted,4,4,次,2024,route_a_appendix_table,0.95,董事会会议召开次数 次 4 4,page_47.png,董事会会议召开次数,,,page_47.png,extracted,0.95,heuristic_board_meetings; schema_match_validated,,,,,,
shareholder_meetings,,G,quantitative,,extracted,2,2,次,2024,route_a_appendix_table,0.95,股东大会召开次数 次 2 2,page_47.png,股东大会召开次数,,,page_47.png,extracted,0.95,heuristic_shareholder_meetings; schema_match_validated,,,,,,
anti_corruption_training_sessions,,G,quantitative,,extracted,2,2,次,2024,route_a_appendix_table,0.92,开展反腐败培训次数 次 2 2,page_47.png,开展反腐败培训次数,,,page_47.png,extracted,0.92,heuristic_anti_corruption_training_sessions; schema_match_validated,,,,,,
anti_corruption_training_participants,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_hours,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
confirmed_corruption_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
whistleblowing_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
patent_applications_new,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_esg_oversight,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,董事会主要负责审议批准ESG战略规划、重要问题决策、信息披露、监督前瞻性目标设定及落实。,[13],董事会负责审议批准ESG战略规划、重要问题决策、信息披露等，推动ESG管理融入经营。,正文定性机制,,,missing,0.0,,true,0.95,董事会负责审议批准ESG战略规划、重要问题决策、信息披露等，推动ESG管理融入经营。,董事会主要负责审议批准ESG战略规划、重要问题决策、信息披露、监督前瞻性目标设定及落实。,[13],正文明确披露了董事会在ESG管理中的监督职责。
esg_committee,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,报告期内设立ESG领导小组，由总经理、副总经理牵头，ESG办公室协调各部门落实ESG工作。,[13],公司设立了ESG领导小组，由总经理、副总经理牵头，ESG办公室作为协调机构。,正文定性机制,,,missing,0.0,,true,0.86,公司设立了ESG领导小组，由总经理、副总经理牵头，ESG办公室作为协调机构。,报告期内设立ESG领导小组，由总经理、副总经理牵头，ESG办公室协调各部门落实ESG工作。,[13],正文明确披露了该机制。
anti_corruption_policy,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,制定《反商业贿赂行为准则》、“ANTI-CORRUPTION POLICY & GUIDELINES”等制度，细化腐败行为及处理措施。,[18],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,制定《反商业贿赂行为准则》、“ANTI-CORRUPTION POLICY & GUIDELINES”等制度，细化腐败行为及处理措施。,[18],正文明确披露了该机制。
whistleblowing_mechanism,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,公司建立匿名投诉网站、超级意见箱、公开投诉电话及邮箱，并明确举报处理流程。,[18],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,公司建立匿名投诉网站、超级意见箱、公开投诉电话及邮箱，并明确举报处理流程。,[18],正文明确披露了该机制。
supplier_esg_assessment,,S,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,依托供应商绩效仪表盘系统对供应商ESG表现、风控合规等考核指标进行动态评估，并推动其持续改进。,"[41, 41]",公司建立了供应商ESG评估机制，动态评估ESG表现并推动改进。,正文定性机制,,,missing,0.0,,true,0.95,公司建立了供应商ESG评估机制，动态评估ESG表现并推动改进。,依托供应商绩效仪表盘系统对供应商ESG表现、风控合规等考核指标进行动态评估，并推动其持续改进。,"[41, 41]",正文明确披露了对供应商ESG表现的动态评估机制。
