page_image,table_title,topic,metric_name,unit,year,column_label,value,raw_value,values,evidence_text,reason,confidence
page_52_right.png,环境绩效,,环保培训覆盖人次,人次,2024,2024年,15374,"15,374","{""2024年"": ""15,374"", ""2023年"": ""6,238""}","环保培训覆盖人次 人次 2024年 15,374 2023年 6,238",no_schema_match,0.0
page_52_right.png,环境绩效,,无害废弃物循环利用量,吨,2024,2024年,269498.49,"269,498.49","{""2024年"": ""269,498.49"", ""2023年"": ""129,045.21""}","无害废弃物循环利用量 吨 2024年 269,498.49 2023年 129,045.21",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_non_hazardous_waste,0.93
page_52_right.png,环境绩效,,无害废弃物循环利用率,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""51""}",无害废弃物循环利用率 % 2024年 100 2023年 51,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_non_hazardous_waste,0.93
page_52_right.png,环境绩效,,年度温室气体减排量,公吨,2024,2024年,45332.89,"45,332.89","{""2024年"": ""45,332.89"", ""2023年"": ""/""}","年度温室气体减排量 公吨 2024年 45,332.89 2023年 /",no_schema_match,0.0
page_52_right.png,社会绩效,,研发投入占主营业务收入比例,%,2024,2024年,2.52,2.52,"{""2024年"": ""2.52"", ""2023年"": ""2.71""}",研发投入占主营业务收入比例 % 2024年 2.52 2023年 2.71,no_schema_match,0.0
page_52_right.png,社会绩效,,研发员工比例（%）,%,2024,2024年,20.4,20.40%,"{""2024年"": ""20.40%"", ""2023年"": ""20.30%""}",研发员工比例（%） % 2024年 20.40% 2023年 20.30%,no_schema_match,0.0
page_52_right.png,社会绩效,,年度申请专利数,项,2024,2024年,180,180,"{""2024年"": ""180"", ""2023年"": ""233""}",年度申请专利数 项 2024年 180 2023年 233,no_schema_match,0.0
page_52_right.png,社会绩效,,年度授权专利数,项,2024,2024年,101,101,"{""2024年"": ""101"", ""2023年"": ""138""}",年度授权专利数 项 2024年 101 2023年 138,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_authorized_patents_new,0.88
page_52_right.png,社会绩效,,累计有效专利数,项,2024,2024年,938,938,"{""2024年"": ""938"", ""2023年"": ""851""}",累计有效专利数 项 2024年 938 2023年 851,no_schema_match,0.0
page_52_right.png,社会绩效,,其中：应用于主营业务的发明专利数量,项,2024,2024年,938,938,"{""2024年"": ""938"", ""2023年"": ""851""}",其中：应用于主营业务的发明专利数量 项 2024年 938 2023年 851,no_schema_match,0.0
page_52_right.png,社会绩效,,每百万元营收有效专利数,件,2024,2024年,0.0461,0.0461,"{""2024年"": ""0.0461"", ""2023年"": ""0.0372""}",每百万元营收有效专利数 件 2024年 0.0461 2023年 0.0372,no_schema_match,0.0
page_52_right.png,社会绩效,,因安全与健康理由而须召回的产品占比,%,2024,2024年,0,0.00,"{""2024年"": ""0.00"", ""2023年"": ""0.00""}",因安全与健康理由而须召回的产品占比 % 2024年 0.00 2023年 0.00,no_schema_match,0.0
page_52_right.png,社会绩效,,客户隐私及信息保护,,2024,2024年,,,"{""2024年"": null, ""2023年"": null}",客户隐私及信息保护,no_schema_match,0.0
page_52_right.png,社会绩效,,本年度发生泄露的客户信息事件数量,件,2024,2024年,0,0,"{""2024年"": ""0"", ""2023年"": ""/""}",本年度发生泄露的客户信息事件数量 件 2024年 0 2023年 /,no_schema_match,0.0
page_52_right.png,社会绩效,,信息泄露/违反相关法律法规造成的损失,万元人民币,2024,2024年,0,0.00,"{""2024年"": ""0.00"", ""2023年"": ""/""}",信息泄露/违反相关法律法规造成的损失 万元人民币 2024年 0.00 2023年 /,no_schema_match,0.0
page_52_right.png,社会绩效,,男雇员,人,2024,2024年,3896,"3,896","{""2024年"": ""3,896"", ""2023年"": ""4,135""}","男雇员 人 2024年 3,896 2023年 4,135",no_schema_match,0.0
page_52_right.png,社会绩效,,女雇员,人,2024,2024年,1123,"1,123","{""2024年"": ""1,123"", ""2023年"": ""1,176""}","女雇员 人 2024年 1,123 2023年 1,176",no_schema_match,0.0
page_52_right.png,社会绩效,,管理人员,人,2024,2024年,1453,"1,453","{""2024年"": ""1,453"", ""2023年"": ""1,594""}","管理人员 人 2024年 1,453 2023年 1,594",no_schema_match,0.0
page_52_right.png,社会绩效,,一般员工（其他）,人,2024,2024年,3566,"3,566","{""2024年"": ""3,566"", ""2023年"": ""3,717""}","一般员工（其他） 人 2024年 3,566 2023年 3,717",no_schema_match,0.0
page_52_right.png,社会绩效,,按年龄划分的雇员总数,,2024,2024年,,,"{""2024年"": null, ""2023年"": null}",按年龄划分的雇员总数,no_schema_match,0.0
page_52_right.png,社会绩效,,30至50岁,人,2024,2024年,2783,"2,783","{""2024年"": ""2,783"", ""2023年"": ""2,981""}","30至50岁 人 2024年 2,783 2023年 2,981",no_schema_match,0.0
page_52_right.png,社会绩效,,50岁以上,人,2024,2024年,587,587,"{""2024年"": ""587"", ""2023年"": ""588""}",50岁以上 人 2024年 587 2023年 588,no_schema_match,0.0
page_53.png,社会绩效,,员工入职率（公司加入工会的员工比例）,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",员工入职率（公司加入工会的员工比例） % 2024年 100 2023年 100,no_schema_match,0.0
page_53.png,社会绩效,,工亡事故率,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",工亡事故率 % 2024年 100 2023年 100,no_schema_match,0.0
page_53.png,社会绩效,,员工总流失率,%,2024,2024年,13.4,13.4,"{""2024年"": ""13.4"", ""2023年"": ""10.7""}",员工总流失率 % 2024年 13.4 2023年 10.7,no_schema_match,0.0
page_53.png,社会绩效,,按性别划分的员工流失比例,%,2024,2024年,男员工 13.9 女员工 12.9,男员工 13.9 女员工 12.9,"{""2024年"": ""男员工 13.9 女员工 12.9"", ""2023年"": ""男员工 12.0 女员工 8.6""}",按性别划分的员工流失比例 % 2024年 男员工 13.9 女员工 12.9 2023年 男员工 12.0 女员工 8.6,no_schema_match,0.0
page_53.png,社会绩效,,按年龄划分的员工流失比例,%,2024,2024年,30岁以下 21.7 30至50岁 9.5 50岁以上 4.1,30岁以下 21.7 30至50岁 9.5 50岁以上 4.1,"{""2024年"": ""30岁以下 21.7 30至50岁 9.5 50岁以上 4.1"", ""2023年"": ""30岁以下 21.4 30至50岁 8.7 50岁以上 5.1""}",按年龄划分的员工流失比例 % 2024年 30岁以下 21.7 30至50岁 9.5 50岁以上 4.1 2023年 30岁以下 21.4 30至50岁 8.7 50岁以上 5.1,no_schema_match,0.0
page_53.png,社会绩效,,本年度员工培训投入占员工数量的比例,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",本年度员工培训投入占员工数量的比例 % 2024年 100 2023年 100,rejected_by_schema_validator:unit_type_mismatch:money; original_reason=heuristic_training_expense,0.9
page_53.png,社会绩效,,公司员工培训总成本,万元人民币,2024,2024年,846.74,846.74,"{""2024年"": ""846.74"", ""2023年"": ""951.54""}",公司员工培训总成本 万元人民币 2024年 846.74 2023年 951.54,no_schema_match,0.0
page_53.png,社会绩效,,从业人员职业伤害保险的投入金额,万元人民币,2024,2024年,497.43,497.43,"{""2024年"": ""497.43"", ""2023年"": ""499.04""}",从业人员职业伤害保险的投入金额 万元人民币 2024年 497.43 2023年 499.04,no_schema_match,0.0
page_53.png,社会绩效,,从业人员职业伤害保险参保覆盖率,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",从业人员职业伤害保险参保覆盖率 % 2024年 100 2023年 100,no_schema_match,0.0
page_53.png,社会绩效,,年度安全费用支出总计金额,万元人民币,2024,2024年,3391,"3,391.00","{""2024年"": ""3,391.00"", ""2023年"": ""3,923.11""}","年度安全费用支出总计金额 万元人民币 2024年 3,391.00 2023年 3,923.11",no_schema_match,0.0
page_53.png,社会绩效,,员工伤亡人数,人,2024,2024年,0,0,"{""2024年"": ""0"", ""2023年"": ""0""}",员工伤亡人数 人 2024年 0 2023年 0,no_schema_match,0.0
page_53.png,社会绩效,,与公司建立了长期合作的供应商数量,家,2024,2024年,396,396,"{""2024年"": ""396"", ""2023年"": ""334""}",与公司建立了长期合作的供应商数量 家 2024年 396 2023年 334,no_schema_match,0.0
page_53.png,社会绩效,,关注质量、职业健康安全、环境安全管理等体系认证的供应商数量,家,2024,2024年,116,116,"{""2024年"": ""116"", ""2023年"": ""81""}",关注质量、职业健康安全、环境安全管理等体系认证的供应商数量 家 2024年 116 2023年 81,no_schema_match,0.0
page_53.png,社会绩效,,社会公益品投入金额（含物资捐赠）,万元人民币,2024,2024年,47.47,47.47,"{""2024年"": ""47.47"", ""2023年"": ""86.11""}",社会公益品投入金额（含物资捐赠） 万元人民币 2024年 47.47 2023年 86.11,no_schema_match,0.0
page_53.png,社会绩效,,乡村振兴和区域协调发展方面的投入,万元人民币,2024,2024年,169.4,169.40,"{""2024年"": ""169.40"", ""2023年"": ""124.73""}",乡村振兴和区域协调发展方面的投入 万元人民币 2024年 169.40 2023年 124.73,no_schema_match,0.0
page_53.png,社会绩效,,帮扶项目个数,个,2024,2024年,2,2,"{""2024年"": ""2"", ""2023年"": ""/""}",帮扶项目个数 个 2024年 2 2023年 /,no_schema_match,0.0
page_53.png,社会绩效,,已设立的志愿者组织或者团队数量,个,2024,2024年,24,24,"{""2024年"": ""24"", ""2023年"": ""11""}",已设立的志愿者组织或者团队数量 个 2024年 24 2023年 11,no_schema_match,0.0
page_53.png,社会绩效,,员工中志愿者人数,人,2024,2024年,1811,"1,811","{""2024年"": ""1,811"", ""2023年"": ""1,532""}","员工中志愿者人数 人 2024年 1,811 2023年 1,532",no_schema_match,0.0
page_53.png,社会绩效,,员工中志愿者参与公益活动次数,次,2024,2024年,199,199,"{""2024年"": ""199"", ""2023年"": ""95""}",员工中志愿者参与公益活动次数 次 2024年 199 2023年 95,no_schema_match,0.0
page_53.png,社会绩效,,年度开展志愿者活动工时数,小时,2024,2024年,166,166,"{""2024年"": ""166"", ""2023年"": ""380""}",年度开展志愿者活动工时数 小时 2024年 166 2023年 380,no_schema_match,0.0
page_53.png,社会绩效,,年度支持或资助志愿者活动投入,万元人民币,2024,2024年,15.26,15.26,"{""2024年"": ""15.26"", ""2023年"": ""13.05""}",年度支持或资助志愿者活动投入 万元人民币 2024年 15.26 2023年 13.05,no_schema_match,0.0
page_53.png,社会绩效,,参与或支持有关保护妇女、儿童及残疾人权益的活动次数,次,2024,2024年,47,47,"{""2024年"": ""47"", ""2023年"": ""25""}",参与或支持有关保护妇女、儿童及残疾人权益的活动次数 次 2024年 47 2023年 25,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,员工入会率（公司加入工会的员工比例）,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",员工入会率（公司加入工会的员工比例） % 100 100,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,工会建会率,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",工会建会率 % 100 100,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,员工总流失率,%,2024,2024年,13.4,13.4,"{""2024年"": ""13.4"", ""2023年"": ""10.7""}",员工总流失率 % 13.4 10.7,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,按性别划分的裁员流失比例,,2024,2024年,,,"{""2024年"": """", ""2023年"": """"}",按性别划分的裁员流失比例,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,男雇员,%,2024,2024年,13.9,13.9,"{""2024年"": ""13.9"", ""2023年"": ""12.0""}",男雇员 % 13.9 12.0,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,女雇员,%,2024,2024年,12.9,12.9,"{""2024年"": ""12.9"", ""2023年"": ""8.8""}",女雇员 % 12.9 8.8,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,按年龄划分的裁员流失比例,,2024,2024年,,,"{""2024年"": """", ""2023年"": """"}",按年龄划分的裁员流失比例,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,30岁以下,%,2024,2024年,21.7,21.7,"{""2024年"": ""21.7"", ""2023年"": ""21.4""}",30岁以下 % 21.7 21.4,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,30至50岁,%,2024,2024年,9.5,9.5,"{""2024年"": ""9.5"", ""2023年"": ""6.7""}",30至50岁 % 9.5 6.7,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,50岁以上,%,2024,2024年,4.1,4.1,"{""2024年"": ""4.1"", ""2023年"": ""5.1""}",50岁以上 % 4.1 5.1,no_schema_match,0.0
page_53_left.png,ESG绩效表-社会绩效,,本年度员工培训覆盖员工数量占总员工数量的比例,%,2024,2024年,100,100,"{""2024年"": ""100"", ""2023年"": ""100""}",本年度员工培训覆盖员工数量占总员工数量的比例 % 100 100,no_schema_match,0.0
