column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.94,研发人员数量占公司总人数的比例 % 2024年 20.50%,研发人员数量占公司总人数的比例,page_18.png,20.50%,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:研发人员数量,关键绩效-研发人员情况,,%,20.5,"{""2024年"": ""20.50%""}",2024
2024年,0.0,研发投入占营业收入比例 % 2022年 2.77% 2023年 3.63% 2024年 4.09%,研发投入占营业收入比例,page_18.png,4.09%,business_performance_not_core_esg,研发规划与投入-研发绩效,,%,4.09,"{""2022年"": ""2.77%"", ""2023年"": ""3.63%"", ""2024年"": ""4.09%""}",2024
2024年,0.0,公司累计有效专利 件 2024年 79,公司累计有效专利,page_20.png,79,no_schema_match,关键绩效,,件,79,"{""2024年"": ""79""}",2024
2024年,0.0,发明专利 件 2024年 11,发明专利,page_20.png,11,no_schema_match,关键绩效,,件,11,"{""2024年"": ""11""}",2024
2024年,0.0,实用新型专利 件 2024年 60,实用新型专利,page_20.png,60,no_schema_match,关键绩效,,件,60,"{""2024年"": ""60""}",2024
2024年,0.0,外观设计专利 件 2024年 8,外观设计专利,page_20.png,8,no_schema_match,关键绩效,,件,8,"{""2024年"": ""8""}",2024
2024年,0.0,2024年共申请专利 件 2024年 36,2024年共申请专利,page_20.png,36,no_schema_match,关键绩效,,件,36,"{""2024年"": ""36""}",2024
2024年,0.0,发明专利 件 2024年 18,发明专利,page_20.png,18,no_schema_match,关键绩效,,件,18,"{""2024年"": ""18""}",2024
2024年,0.0,实用新型专利 件 2024年 17,实用新型专利,page_20.png,17,no_schema_match,关键绩效,,件,17,"{""2024年"": ""17""}",2024
2024年,0.0,外观设计专利 件 2024年 1,外观设计专利,page_20.png,1,no_schema_match,关键绩效,,件,1,"{""2024年"": ""1""}",2024
2024年,0.0,授权专利 件 2024年 3,授权专利,page_20.png,3,no_schema_match,关键绩效,,件,3,"{""2024年"": ""3""}",2024
2024年,0.0,发表论文 篇 2024年 1,发表论文,page_20.png,1,no_schema_match,关键绩效,,篇,1,"{""2024年"": ""1""}",2024
2024年,0.0,产品质量合格率 % 2024年 98.30,产品质量合格率,page_20.png,98.30,no_schema_match,关键绩效,,%,98.3,"{""2024年"": ""98.30""}",2024
2024年,0.0,员工 公司困难帮扶人数 人 2024年 10,公司困难帮扶人数,page_30.png,10,no_schema_match,关键绩效表,员工,人,10,"{""2024年"": ""10""}",2024
2024年,0.0,"员工 累计金额 元 2024年 14,500",累计金额,page_30.png,"14,500",no_schema_match,关键绩效表,员工,元,14500,"{""2024年"": ""14,500""}",2024
2024年,0.0,员工 2024年为员工发放福利 万元 2024年 37.14,2024年为员工发放福利,page_30.png,37.14,no_schema_match,关键绩效表,员工,万元,37.14,"{""2024年"": ""37.14""}",2024
2024年,0.0,安全生产 公司工伤事故 人 2024年 0,公司工伤事故,page_30.png,0,no_schema_match,关键绩效表,安全生产,人,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 设备事故 元 2024年 0,设备事故,page_30.png,0,no_schema_match,关键绩效表,安全生产,元,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 火灾、爆炸、火警事故 万元 2024年 0,火灾、爆炸、火警事故,page_30.png,0,no_schema_match,关键绩效表,安全生产,万元,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 三违查处率 % 2024年 100,三违查处率,page_30.png,100,no_schema_match,关键绩效表,安全生产,%,100,"{""2024年"": ""100""}",2024
2024年,0.0,安全生产 微险改率 % 2024年 100,微险改率,page_30.png,100,no_schema_match,关键绩效表,安全生产,%,100,"{""2024年"": ""100""}",2024
2024年,0.0,安全教育 公司共开展应急演练活动 次 2024年 12,公司共开展应急演练活动,page_32.png,12,no_schema_match,关键绩效表-安全教育,安全教育,次,12,"{""2024年"": ""12""}",2024
2024年,0.0,安全教育 累计参与人次 人次 2024年 400,累计参与人次,page_32.png,400,no_schema_match,关键绩效表-安全教育,安全教育,人次,400,"{""2024年"": ""400""}",2024
2024年,0.0,员工健康 无新增职业病病例 例 2024年 0,无新增职业病病例,page_32.png,0,no_schema_match,关键绩效表-员工健康,员工健康,例,0,"{""2024年"": ""0""}",2024
2024年,0.0,员工健康 职业病发病率 % 2024年 0,职业病发病率,page_32.png,0,no_schema_match,关键绩效表-员工健康,员工健康,%,0,"{""2024年"": ""0""}",2024
2024年,0.0,生态环保保护目标 年度缴纳环保税 万元 2024年 28.99,年度缴纳环保税,page_34.png,28.99,no_schema_match,关键绩效表,生态环保保护目标,万元,28.99,"{""2024年"": ""28.99""}",2024
2024年,0.0,发生环境事故次数 起 2024年 0,发生环境事故次数,page_35.png,0,no_schema_match,关键绩效,,起,0,"{""2024年"": ""0""}",2024
,0.0,能源节约与生态环境保护领导小组 落实工作要求和工作目标,落实工作要求和工作目标,page_35.png,,no_schema_match,能源节约与生态环境保护领导小组工作职责,能源节约与生态环境保护领导小组,,,null,
,0.0,能源节约与生态环境保护领导小组 审定相关制度,审定相关制度,page_35.png,,no_schema_match,能源节约与生态环境保护领导小组工作职责,能源节约与生态环境保护领导小组,,,null,
,0.0,能源节约与生态环境保护领导小组 负责公司井构、新建、改建、扩建等投资活动的评审决策,负责公司井构、新建、改建、扩建等投资活动的评审决策,page_35.png,,no_schema_match,能源节约与生态环境保护领导小组工作职责,能源节约与生态环境保护领导小组,,,null,
,0.0,能源节约与生态环境保护领导小组 决定相关奖惩事项,决定相关奖惩事项,page_35.png,,no_schema_match,能源节约与生态环境保护领导小组工作职责,能源节约与生态环境保护领导小组,,,null,
,0.0,能源节约与生态环境保护领导小组 指导公司各单位能源节约与生态环境保护工作,指导公司各单位能源节约与生态环境保护工作,page_35.png,,no_schema_match,能源节约与生态环境保护领导小组工作职责,能源节约与生态环境保护领导小组,,,null,
,0.0,能源节约与生态环境保护办公室 制定相关工作程序和管理制度，建立健全科学、规范的组织管理、统计监测和考核奖惩体系（以下简称“三大体系”）,制定相关工作程序和管理制度，建立健全科学、规范的组织管理、统计监测和考核奖惩体系（以下简称“三大体系”）,page_35.png,,no_schema_match,能源节约与生态环境保护办公室工作职责,能源节约与生态环境保护办公室,,,null,
,0.0,能源节约与生态环境保护办公室 建立相关考核奖惩制度，对各单位各部门实施考核，并开展监督检查工作，建立问责制度,建立相关考核奖惩制度，对各单位各部门实施考核，并开展监督检查工作，建立问责制度,page_35.png,,no_schema_match,能源节约与生态环境保护办公室工作职责,能源节约与生态环境保护办公室,,,null,
,0.0,能源节约与生态环境保护办公室 统计监测能源消耗和污染物排放,统计监测能源消耗和污染物排放,page_35.png,,no_schema_match,能源节约与生态环境保护办公室工作职责,能源节约与生态环境保护办公室,,,null,
,0.0,能源节约与生态环境保护办公室 定期向集团上报工作完成情况、能源节约与生态环境保护工作涉及的重大事项,定期向集团上报工作完成情况、能源节约与生态环境保护工作涉及的重大事项,page_35.png,,no_schema_match,能源节约与生态环境保护办公室工作职责,能源节约与生态环境保护办公室,,,null,
,0.0,能源节约与生态环境保护办公室 负责相关项目及配套专项资金的申报、预算编制、使用监管工作，组织开展相关技术创新与技术改造工作,负责相关项目及配套专项资金的申报、预算编制、使用监管工作，组织开展相关技术创新与技术改造工作,page_35.png,,no_schema_match,能源节约与生态环境保护办公室工作职责,能源节约与生态环境保护办公室,,,null,
,0.0,能源节约与生态环境保护办公室 组织扩训培训、交流和宣传工作,组织扩训培训、交流和宣传工作,page_35.png,,no_schema_match,能源节约与生态环境保护办公室工作职责,能源节约与生态环境保护办公室,,,null,
2024年,0.0,"用电强度 千瓦时/百万营收 1,729.65",用电强度,page_36.png,"1,729.65",no_schema_match,2024年公司能源消耗情况,,千瓦时/百万营收,1729.65,"{""2024年"": ""1,729.65""}",2024
2024年,0.0,汽油消耗量 吨 59,汽油消耗量,page_36.png,59,no_schema_match,2024年公司能源消耗情况,,吨,59,"{""2024年"": ""59""}",2024
2024年,0.0,柴油消耗量 吨 7,柴油消耗量,page_36.png,7,no_schema_match,2024年公司能源消耗情况,,吨,7,"{""2024年"": ""7""}",2024
2024年,0.94,能源消耗强度 吨标准煤/百万营收 0.3,能源消耗强度,page_36.png,0.3,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=heuristic_energy_consumption_intensity,2024年公司能源消耗情况,,吨标准煤/百万营收,0.3,"{""2024年"": ""0.3""}",2024
2024年,0.0,"公司水资源消耗总量 吨 2024年 23,199",公司水资源消耗总量,page_37.png,"23,199",no_schema_match,水资源管理关键绩效,水资源管理,吨,23199,"{""2024年"": ""23,199""}",2024
2024年,0.0,用水强度 吨/百万元营收 2024年 22.08,用水强度,page_37.png,22.08,no_schema_match,水资源管理关键绩效,水资源管理,吨/百万元营收,22.08,"{""2024年"": ""22.08""}",2024
2024年,0.0,公司在装耗材使用总量 吨 2024年 910.22,公司在装耗材使用总量,page_37.png,910.22,no_schema_match,物料管理关键绩效,物料管理,吨,910.22,"{""2024年"": ""910.22""}",2024
2024年,0.94,温室气体排放强度 吨二氧化碳当量/百万营收 2024年 1.67,温室气体排放强度,page_38.png,1.67,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=heuristic_ghg_emissions_intensity,2024年温室气体排放情况,,吨二氧化碳当量/百万营收,1.67,"{""2024年"": ""1.67""}",2024
2024年,0.93,一般废弃物处置量 吨 2024年 50,一般废弃物处置量,page_38.png,50,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,废弃物管理-2024年,,吨,50,"{""2024年"": ""50""}",2024
2024年,0.93,危险废弃物处置量 吨 2024年 13.86,危险废弃物处置量,page_38.png,13.86,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_hazardous_waste,废弃物管理-2024年,,吨,13.86,"{""2024年"": ""13.86""}",2024
2024年,0.0,环保 环保费(万元) 28.99,环保费(万元),page_40.png,28.99,no_schema_match,E: 环境管理,环保,万元,28.99,"{""2024年"": ""28.99""}",2024
2024年,0.0,环保 环境事故 起 0,环境事故,page_40.png,0,no_schema_match,E: 环境管理,环保,起,0,"{""2024年"": ""0""}",2024
2024年,0.0,环保 处以罚款(元) 0,处以罚款(元),page_40.png,0,no_schema_match,E: 环境管理,环保,元,0,"{""2024年"": ""0""}",2024
2024年,0.0,员工雇佣 按性别,按性别,page_40.png,,dimension_header_skip_match,S1: 员工权益,员工雇佣,,,"{""2024年"": """"}",2024
2024年,0.9400000000000001,员工雇佣 男性(人) 406,男性(人),page_40.png,406,rejected_by_schema_validator:required_keyword_missing; original_reason=normalized_alias_match:男性员工,S1: 员工权益,员工雇佣,人,406,"{""2024年"": ""406""}",2024
2024年,0.9400000000000001,员工雇佣 女性(人) 145,女性(人),page_40.png,145,rejected_by_schema_validator:required_keyword_missing; original_reason=normalized_alias_match:女性员工,S1: 员工权益,员工雇佣,人,145,"{""2024年"": ""145""}",2024
2024年,0.0,员工雇佣 按雇佣类型,按雇佣类型,page_40.png,,no_schema_match,S1: 员工权益,员工雇佣,,,"{""2024年"": """"}",2024
2024年,0.0,员工雇佣 劳动合同制(人) 535,劳动合同制(人),page_40.png,535,no_schema_match,S1: 员工权益,员工雇佣,人,535,"{""2024年"": ""535""}",2024
2024年,0.0,员工雇佣 劳务派遣制(人) 16,劳务派遣制(人),page_40.png,16,no_schema_match,S1: 员工权益,员工雇佣,人,16,"{""2024年"": ""16""}",2024
2024年,0.0,员工雇佣 按年龄,按年龄,page_40.png,,dimension_header_skip_match,S1: 员工权益,员工雇佣,,,"{""2024年"": """"}",2024
2024年,0.0,员工雇佣 50岁以上(人) 128,50岁以上(人),page_40.png,128,no_schema_match,S1: 员工权益,员工雇佣,人,128,"{""2024年"": ""128""}",2024
2024年,0.0,员工雇佣 30至50岁(人) 363,30至50岁(人),page_40.png,363,no_schema_match,S1: 员工权益,员工雇佣,人,363,"{""2024年"": ""363""}",2024
2024年,0.0,员工雇佣 30岁以下(人) 60,30岁以下(人),page_40.png,60,no_schema_match,S1: 员工权益,员工雇佣,人,60,"{""2024年"": ""60""}",2024
2024年,0.0,员工雇佣 在中国大陆工作的员工(人) 551,在中国大陆工作的员工(人),page_40.png,551,no_schema_match,S1: 员工权益,员工雇佣,人,551,"{""2024年"": ""551""}",2024
2024年,0.0,员工雇佣 在来发台工作的员工(人) 0,在来发台工作的员工(人),page_40.png,0,no_schema_match,S1: 员工权益,员工雇佣,人,0,"{""2024年"": ""0""}",2024
2024年,0.0,员工雇佣 在其他国家和地区(人) 0,在其他国家和地区(人),page_40.png,0,no_schema_match,S1: 员工权益,员工雇佣,人,0,"{""2024年"": ""0""}",2024
2024年,0.0,员工雇佣 按学历,按学历,page_40.png,,no_schema_match,S1: 员工权益,员工雇佣,,,"{""2024年"": """"}",2024
2024年,0.0,员工雇佣 博士 人 0,博士,page_40.png,0,education_dimension_not_core_metric,S1: 员工权益,员工雇佣,人,0,"{""2024年"": ""0""}",2024
2024年,0.0,员工雇佣 硕士 人 1,硕士,page_40.png,1,education_dimension_not_core_metric,S1: 员工权益,员工雇佣,人,1,"{""2024年"": ""1""}",2024
2024年,0.0,员工雇佣 本科(人) 125,本科(人),page_40.png,125,education_dimension_not_core_metric,S1: 员工权益,员工雇佣,人,125,"{""2024年"": ""125""}",2024
2024年,0.0,员工雇佣 大专 人 89,大专,page_40.png,89,education_dimension_not_core_metric,S1: 员工权益,员工雇佣,人,89,"{""2024年"": ""89""}",2024
2024年,0.0,员工雇佣 大专以下 人 336,大专以下,page_40.png,336,no_schema_match,S1: 员工权益,员工雇佣,人,336,"{""2024年"": ""336""}",2024
2024年,0.0,员工雇佣 按职位类别,按职位类别,page_40.png,,no_schema_match,S1: 员工权益,员工雇佣,,,"{""2024年"": """"}",2024
2024年,0.0,员工雇佣 高级管理层员工数(人) 5,高级管理层员工数(人),page_40.png,5,no_schema_match,S1: 员工权益,员工雇佣,人,5,"{""2024年"": ""5""}",2024
2024年,0.0,员工雇佣 签订劳动合同的人数(人) 551,签订劳动合同的人数(人),page_40.png,551,no_schema_match,S1: 员工权益,员工雇佣,人,551,"{""2024年"": ""551""}",2024
2024年,0.93,员工流失率 离职人数(人) 22,离职人数(人),page_40.png,22,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,22,"{""2024年"": ""22""}",2024
2024年,0.0,员工流失率 按性别,按性别,page_40.png,,dimension_header_skip_match,S1: 员工权益,员工流失率,,,"{""2024年"": """"}",2024
2024年,0.93,员工流失率 男性(人) 13,男性(人),page_40.png,13,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,13,"{""2024年"": ""13""}",2024
2024年,0.93,员工流失率 女性(人) 9,女性(人),page_40.png,9,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,9,"{""2024年"": ""9""}",2024
2024年,0.93,员工流失率 按雇佣类型,按雇佣类型,page_40.png,,rejected_by_schema_validator:quantitative_field_requires_numeric_value; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,,,"{""2024年"": """"}",2024
2024年,0.93,员工流失率 劳动合同制(人) 20,劳动合同制(人),page_40.png,20,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,20,"{""2024年"": ""20""}",2024
2024年,0.93,员工流失率 劳务派遣制(人) 2,劳务派遣制(人),page_40.png,2,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,2,"{""2024年"": ""2""}",2024
2024年,0.0,员工流失率 按年龄,按年龄,page_40.png,,dimension_header_skip_match,S1: 员工权益,员工流失率,,,"{""2024年"": """"}",2024
2024年,0.93,员工流失率 50岁以上(人) 14,50岁以上(人),page_40.png,14,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,14,"{""2024年"": ""14""}",2024
2024年,0.93,员工流失率 30至50岁(人) 2,30至50岁(人),page_40.png,2,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,2,"{""2024年"": ""2""}",2024
2024年,0.93,员工流失率 30岁以下(人) 6,30岁以下(人),page_40.png,6,rejected_by_schema_validator:unit_type_mismatch:percentage; original_reason=alias_match:员工流失率,S1: 员工权益,员工流失率,人,6,"{""2024年"": ""6""}",2024
2024年,0.0,职业发展 按性别划分,按性别划分,page_40.png,,no_schema_match,S2: 人才发展,职业发展,,,"{""2024年"": """"}",2024
2024年,0.0,职业发展 按雇员类别划分,按雇员类别划分,page_40.png,,no_schema_match,S2: 人才发展,职业发展,,,"{""2024年"": """"}",2024
2024年,0.9,"员工培训 员工培训投入(元) 96,824,05",员工培训投入(元),page_40.png,"96,824,05",rejected_by_schema_validator:field_not_in_core_schema; original_reason=heuristic_training_expense,S2: 人才发展,员工培训,元,9682405,"{""2024年"": ""96,824,05""}",2024
2024年,0.93,员工培训 接受培训的员工总人数(人) 519,接受培训的员工总人数(人),page_40.png,519,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工总人数,S2: 人才发展,员工培训,人,519,"{""2024年"": ""519""}",2024
2024年,0.0,员工培训 按雇员类别划分,按雇员类别划分,page_40.png,,no_schema_match,S2: 人才发展,员工培训,,,"{""2024年"": """"}",2024
2024年,0.92,员工培训 接受培训的基层员工人数(人) 449,接受培训的基层员工人数(人),page_40.png,449,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,S2: 人才发展,员工培训,人,449,"{""2024年"": ""449""}",2024
2024年,0.92,员工培训 接受培训的中级管理层员工人数(人) 65,接受培训的中级管理层员工人数(人),page_40.png,65,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,S2: 人才发展,员工培训,人,65,"{""2024年"": ""65""}",2024
2024年,0.92,员工培训 接受培训的高级管理层员工人数(人) 5,接受培训的高级管理层员工人数(人),page_40.png,5,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,S2: 人才发展,员工培训,人,5,"{""2024年"": ""5""}",2024
2024年,0.0,"员工培训 员工接受培训的总时长(小时) 3,746",员工接受培训的总时长(小时),page_40.png,"3,746",no_schema_match,S2: 人才发展,员工培训,小时,3746,"{""2024年"": ""3,746""}",2024
2024年,0.0,员工关怀 员工福利(万元) 103.64,员工福利(万元),page_40.png,103.64,no_schema_match,S3: 员工关怀,员工关怀,万元,103.64,"{""2024年"": ""103.64""}",2024
2024年,0.0,员工关怀 员工满意度(%) 99.51,员工满意度(%),page_40.png,99.51,no_schema_match,S3: 员工关怀,员工关怀,%,99.51,"{""2024年"": ""99.51""}",2024
2024年,0.0,员工关怀 残疾人就业保障金(万元) 57.31,残疾人就业保障金(万元),page_40.png,57.31,no_schema_match,S3: 员工关怀,员工关怀,万元,57.31,"{""2024年"": ""57.31""}",2024
2024年,0.0,员工关怀 体检费用投入(万元) 1.48,体检费用投入(万元),page_40.png,1.48,no_schema_match,S3: 员工关怀,员工关怀,万元,1.48,"{""2024年"": ""1.48""}",2024
2024年,0.0,员工关怀 员工生病住院补助(万元) 10.04,员工生病住院补助(万元),page_40.png,10.04,no_schema_match,S3: 员工关怀,员工关怀,万元,10.04,"{""2024年"": ""10.04""}",2024
2024年,0.0,供应商 供应商总数(家) 325,供应商总数(家),page_40.png,325,no_schema_match,S3: 供应商,供应商,家,325,"{""2024年"": ""325""}",2024
2024年,0.0,供应商 按地区划分,按地区划分,page_40.png,,no_schema_match,S3: 供应商,供应商,,,"{""2024年"": """"}",2024
2024年,0.0,供应商 中国大陆供应商(家) 323,中国大陆供应商(家),page_40.png,323,no_schema_match,S3: 供应商,供应商,家,323,"{""2024年"": ""323""}",2024
2024年,0.0,供应商 港澳台及海外供应商(家) 2,港澳台及海外供应商(家),page_40.png,2,no_schema_match,S3: 供应商,供应商,家,2,"{""2024年"": ""2""}",2024
2024年,0.0,供应商 签订供应商廉洁条款(%) 8,签订供应商廉洁条款(%),page_40.png,8,no_schema_match,S3: 供应商,供应商,%,8,"{""2024年"": ""8""}",2024
2024年,0.0,供应商 取得了ISO 9001认证的供应商数(家) 86,取得了ISO 9001认证的供应商数(家),page_40.png,86,no_schema_match,S3: 供应商,供应商,家,86,"{""2024年"": ""86""}",2024
2024年,0.0,供应商 取得了ISO 14001认证的供应商数(家) 48,取得了ISO 14001认证的供应商数(家),page_40.png,48,no_schema_match,S3: 供应商,供应商,家,48,"{""2024年"": ""48""}",2024
2024年,0.0,供应商 取得了ISO 45001认证的供应商数(家) 14,取得了ISO 45001认证的供应商数(家),page_40.png,14,no_schema_match,S3: 供应商,供应商,家,14,"{""2024年"": ""14""}",2024
2024年,0.0,供应商 新供应商总数(家) 32,新供应商总数(家),page_40.png,32,no_schema_match,S3: 供应商,供应商,家,32,"{""2024年"": ""32""}",2024
2024年,0.0,供应商 采购本地的供应商占比(%)(%) 24,采购本地的供应商占比(%)(%)),page_40.png,24,no_schema_match,S3: 供应商,供应商,%,24,"{""2024年"": ""24""}",2024
2024年,0.0,供应商 公司内部通过可持续采购激励的供应商比例(%) 100,公司内部通过可持续采购激励的供应商比例(%),page_40.png,100,no_schema_match,S3: 供应商,供应商,%,100,"{""2024年"": ""100""}",2024
2024年,0.0,供应商 中止合作的供应商数量(家) 12,中止合作的供应商数量(家),page_40.png,12,no_schema_match,S3: 供应商,供应商,家,12,"{""2024年"": ""12""}",2024
2024年,0.94,安全生产 安全生产事故数(起) 2024年 0,安全生产事故数(起),page_41.png,0,rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.93:安全生产事故数量,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 工伤事故起数(起) 2024年 0,工伤事故起数(起),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 工伤人数(人) 2024年 0,工伤人数(人),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 工伤率(%) 2024年 0,工伤率(%),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
2024年,0.0,安全生产 因工伤亡导致的缺勤天数(天) 2024年 0,因工伤亡导致的缺勤天数(天),page_41.png,0,no_schema_match,S5: 职业健康与安全-安全生产,安全生产,,0,"{""2024年"": ""0""}",2024
