column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,少数民族员工占比（%） 2024年 1.93 2023年 1.98 2022年 2.08,少数民族员工占比（%）,page_30.png,1.93,no_schema_match,关键绩效表-经济类,,,1.93,"{""2024年"": ""1.93"", ""2023年"": ""1.98"", ""2022年"": ""2.08""}",2024
2024年,0.0,劳动合同签约率（%） 2024年 100.00 2023年 100.00 2022年 100.00,劳动合同签约率（%）,page_30.png,100.00,no_schema_match,关键绩效表-经济类,,,100,"{""2024年"": ""100.00"", ""2023年"": ""100.00"", ""2022年"": ""100.00""}",2024
2024年,0.0,客户投诉解决率（%） 2024年 100.00 2023年 100.00 2022年 100.00,客户投诉解决率（%）,page_30.png,100.00,no_schema_match,关键绩效表-经济类,,,100,"{""2024年"": ""100.00"", ""2023年"": ""100.00"", ""2022年"": ""100.00""}",2024
2024年,0.0,反洗钱培训次数（次） 2024年 96 2023年 67 2022年 44,反洗钱培训次数（次）,page_30.png,96,no_schema_match,关键绩效表-经济类,,,96,"{""2024年"": ""96"", ""2023年"": ""67"", ""2022年"": ""44""}",2024
2024年,0.0,"反洗钱培训覆盖人次（人） 2024年 4,907 2023年 4,097 2022年 3,649",反洗钱培训覆盖人次（人）,page_30.png,"4,907",no_schema_match,关键绩效表-经济类,,,4907,"{""2024年"": ""4,907"", ""2023年"": ""4,097"", ""2022年"": ""3,649""}",2024
2024年,0.0,反向偏见培训次数（次） 2024年 5 2023年 4 2022年 2,反向偏见培训次数（次）,page_30.png,5,no_schema_match,关键绩效表-经济类,,,5,"{""2024年"": ""5"", ""2023年"": ""4"", ""2022年"": ""2""}",2024
2024年,0.0,"反映低薪培训覆盖人次（人） 2024年 3,464 2023年 4,024 2022年 4,546",反映低薪培训覆盖人次（人）,page_30.png,"3,464",no_schema_match,关键绩效表-经济类,,,3464,"{""2024年"": ""3,464"", ""2023年"": ""4,024"", ""2022年"": ""4,546""}",2024
2024年,0.0,"投资教育活动（次） 2024年 1,610 2023年 1,592 2022年 1,187",投资教育活动（次）,page_30.png,"1,610",no_schema_match,关键绩效表-经济类,,,1610,"{""2024年"": ""1,610"", ""2023年"": ""1,592"", ""2022年"": ""1,187""}",2024
2024年,0.0,"绿色贷款余额（千元） 2024年 5,200,650 2023年 1,717,809 2022年 1,160,409",绿色贷款余额（千元）,page_30.png,"5,200,650",no_schema_match,关键绩效表-环境类,,,5200650,"{""2024年"": ""5,200,650"", ""2023年"": ""1,717,809"", ""2022年"": ""1,160,409""}",2024
2024年,0.0,"个人网银交易金额（千元） 2024年 9,146,818 2023年 15,999,187 2022年 11,898,698",个人网银交易金额（千元）,page_30.png,"9,146,818",no_schema_match,关键绩效表-环境类,,,9146818,"{""2024年"": ""9,146,818"", ""2023年"": ""15,999,187"", ""2022年"": ""11,898,698""}",2024
2024年,0.0,总行人均耗水量（吨/人） 2024年 20.05 2023年 19.36 2022年 22.44,总行人均耗水量（吨/人）,page_30.png,20.05,no_schema_match,关键绩效表-环境类,,,20.05,"{""2024年"": ""20.05"", ""2023年"": ""19.36"", ""2022年"": ""22.44""}",2024
2024年,0.92,"总行人均用电量（度/人） 2024年 2,796 2023年 2,543 2022年 2,424",总行人均用电量（度/人）,page_30.png,"2,796",intensity_or_per_capita_not_total_field; original_reason=heuristic_electricity,关键绩效表-环境类,,,2796,"{""2024年"": ""2,796"", ""2023年"": ""2,543"", ""2022年"": ""2,424""}",2024
2024年,0.0,"总行公务车油耗总量（升） 2024年 23,641 2023年 35,532 2022年 41,670",总行公务车油耗总量（升）,page_30.png,"23,641",no_schema_match,关键绩效表-环境类,,,23641,"{""2024年"": ""23,641"", ""2023年"": ""35,532"", ""2022年"": ""41,670""}",2024
2024年,0.0,总行办公用品总量（吨） 2024年 9.57 2023年 8.52 2022年 8.00,总行办公用品总量（吨）,page_30.png,9.57,no_schema_match,关键绩效表-环境类,,,9.57,"{""2024年"": ""9.57"", ""2023年"": ""8.52"", ""2022年"": ""8.00""}",2024
