applicability,category,confidence,evidence,field_key,field_name_cn,indicator_type,industry,merge_reason,missing_reason,page_image,raw_value,route_a_confidence,route_a_reason,route_a_status,route_b2_confidence,route_b2_evidence,route_b2_matched,route_b2_raw_value,route_b2_reason,route_b2_source_pages,route_b2_unit,route_b2_value,route_b2_year,route_b_confidence,route_b_evidence,route_b_matched,route_b_reason,route_b_source_pages,route_b_summary,row_label,source_pages,source_route,status,table_title,topic,unit,value,value_type,year
core,E,0.0,,environmental_penalty_count,环境违规或处罚事件数量,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.93,"员工 员工总数 人 2024年 11,000",total_employees,员工总数,quantitative,manufacturing,route_a_selected,,page_30.png,"11,000",0.93,heuristic_total_employees; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工总数,page_30.png,route_a_appendix_table,extracted,量化数据绩效表-环境绩效,员工,人,11000,number,2024
core,S,0.0,,male_employees,男性员工人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,female_employees,女性员工人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.95,"按性别构成
女性员工比例
%
29.9
24.55
20.4",female_employee_ratio,女性员工比例,quantitative,manufacturing,route_b2_filled_missing_route_a,,,20.4,0.0,not_found,missing,0.95,"按性别构成
女性员工比例
%
29.9
24.55
20.4",true,20.4,定位到目标字段同义词'女性员工比例'，提取到2024年对应数值20.4，单位为%，与目标单位一致，且无 forbidden_any 干扰,[37],%,20.4,2024,,,,,,,女性员工比例,[37],route_b2_quant_text_rag,extracted,,quant_text_rag,%,20.4,percentage,2024
core,S,0.0,,employee_turnover_rate,员工流失率,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,percentage,
core,S,0.9500000000000001,培训总时长 小时 127511 610478.99 407853.6,training_total_hours,员工培训总时长,quantitative,manufacturing,route_a_selected,,page_37.png,407853.6,0.9500000000000001,normalized_alias_match:培训总时长; schema_match_validated,extracted,,,,,,,,,,,,,,,,培训总时长,page_37.png,route_a_appendix_table,extracted,ESG 绩效数据表-社会绩效,,小时,407853.6,number,2024
core,S,0.9,人均培训时长 小时 - 499.41 110.35,training_hours_per_employee,人均培训时长,quantitative,manufacturing,route_a_selected,,page_37.png,110.35,0.9,heuristic_training_hours_per_employee; schema_match_validated,extracted,,,,,,,,,,,,,,,,人均培训时长,page_37.png,route_a_appendix_table,extracted,ESG 绩效数据表-社会绩效,,小时,110.35,number,2024
core,S,0.97,员工培训覆盖率 % - 100 100,training_coverage_rate,员工培训覆盖率,quantitative,manufacturing,route_a_selected,,page_37.png,100,0.97,normalized_alias_match:员工培训覆盖率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训覆盖率,page_37.png,route_a_appendix_table,extracted,ESG 绩效数据表-社会绩效,,%,100,percentage,2024
core,S,0.92,社会保险覆盖率 % 100 100 100,social_security_coverage,社会保险覆盖率,quantitative,manufacturing,route_a_selected,,page_37.png,100,0.92,heuristic_social_security_coverage; schema_match_validated,extracted,,,,,,,,,,,,,,,,社会保险覆盖率,page_37.png,route_a_appendix_table,extracted,ESG 绩效数据表-社会绩效,,%,100,percentage,2024
core,S,0.0,,employee_medical_checkup_coverage,员工体检覆盖率,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,percentage,
core,S,0.9,员工培训人次 人次 10896 129857 97975,trained_employees_count,受训员工人数,quantitative,manufacturing,route_a_selected,,page_37.png,97975,0.9,heuristic_trained_employees_count; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训人次,page_37.png,route_a_appendix_table,extracted,ESG 绩效数据表-社会绩效,,人次,97975,number,2024
core,S,0.0,,safety_accident_count,安全生产事故数量,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.94,安全生产总投入 万元 1358.55 1250.94 441.43,occupational_health_safety_investment,安全生产投入,quantitative,manufacturing,route_a_selected,,page_37.png,441.43,0.94,fuzzy_alias_match:0.92:安全生产投入; schema_match_validated,extracted,,,,,,,,,,,,,,,,安全生产总投入,page_37.png,route_a_appendix_table,extracted,ESG 绩效数据表-社会绩效,,万元,441.43,number,2024
core,S,0.0,,safety_emergency_drill_count,安全应急演练次数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,lost_work_days_due_to_injury,因工伤损失工作日数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.96,研发人员数量 人 2022年 545 2023年 1274 2024年 952,r_and_d_personnel_count,研发人员数量,quantitative,manufacturing,route_a_selected,,page_36.png,952,0.96,normalized_alias_match:研发人员数量; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发人员数量,page_36.png,route_a_appendix_table,extracted,关键绩效,,人,952,number,2024
core,S,0.96,研发投入金额 万元 2022年 8063.44 2023年 53484.79 2024年 46781.16,r_and_d_expense,研发投入金额,quantitative,manufacturing,route_a_selected,,page_36.png,46781.16,0.96,normalized_alias_match:研发投入金额; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发投入金额,page_36.png,route_a_appendix_table,extracted,关键绩效,,万元,46781.16,number,2024
core,S,0.9400000000000001,对外捐赠总额 万元 2022年 21.98 2023年 25.52 2024年 31.9,public_welfare_investment,公益投入金额,quantitative,manufacturing,route_a_selected,,page_38.png,31.9,0.9400000000000001,normalized_alias_match:对外捐赠; schema_match_validated,extracted,,,,,,,,,,,,,,,,对外捐赠总额,page_38.png,route_a_appendix_table,extracted,ESG 数据表,,万元,31.9,number,2024
core,G,0.0,,board_size,董事会人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,independent_directors,独立董事人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,independent_director_ratio,独立董事比例,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,percentage,
core,G,0.0,,female_directors,女性董事人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,board_meetings,董事会会议次数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.95,召开股东大会6 次,shareholder_meetings,股东大会会议次数,quantitative,manufacturing,route_b2_filled_missing_route_a,,,6 次,0.0,not_found,missing,0.95,召开股东大会6 次,true,6 次,定位到目标字段同义词'召开股东大会'，明确对应2024年数值6次，单位为次，符合目标单位，无 forbidden_any 干扰,[10],次,6,2024,,,,,,,股东大会会议次数,[10],route_b2_quant_text_rag,extracted,,quant_text_rag,次,6,number,2024
core,G,0.0,,anti_corruption_training_sessions,反腐败培训次数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,anti_corruption_training_participants,反腐败培训人数,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,confirmed_corruption_cases,确认腐败案件数量,quantitative,manufacturing,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.92,公司落实《中船科技环境、社会与治理（ESG）信息披露管理办法（试行）》，坚持以可持续发展为核心，在努力创造经济价值、实现自身发展的同时，管理好公司运营对利益相关方的影响，有效利用资源，保护生态环境；坚持ESG与公司改革发展相结合，把ESG作为提高公司治理水平、发展质量效益和市场竞争力的重要内容；坚持ESG与公司运营管理相融合，将ESG作为推动制度创新和管理创新的重要抓手，融入公司战略、治理和日常经营，全面改进、丰富和完善各项制度和管理体系，促进管理水平不断提升。董事会对公司ESG目标、规划、制度等重大事项进行决议。,esg_strategy_targets,ESG战略目标,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.92,公司落实《中船科技环境、社会与治理（ESG）信息披露管理办法（试行）》，坚持以可持续发展为核心，在努力创造经济价值、实现自身发展的同时，管理好公司运营对利益相关方的影响，有效利用资源，保护生态环境；坚持ESG与公司改革发展相结合，把ESG作为提高公司治理水平、发展质量效益和市场竞争力的重要内容；坚持ESG与公司运营管理相融合，将ESG作为推动制度创新和管理创新的重要抓手，融入公司战略、治理和日常经营，全面改进、丰富和完善各项制度和管理体系，促进管理水平不断提升。董事会对公司ESG目标、规划、制度等重大事项进行决议。,true,文本明确提及ESG被融入公司战略，并由董事会决议ESG目标、规划和制度，符合ESG战略目标的定义，且有直接原文支持。,[7],公司将ESG作为推动制度创新和管理创新的重要抓手，融入公司战略、治理和日常经营，并明确董事会负责ESG目标、规划、制度等重大事项的决议。,公司将ESG作为推动制度创新和管理创新的重要抓手，融入公司战略、治理和日常经营，并明确董事会负责ESG目标、规划、制度等重大事项的决议。,[7],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,公司充分识别气候变化可能给业务带来影响的实体风险、转型风险。公司及时采集气候变化相关风险信息，分析评估风险带来的相关影响并进行有效控制和应对，防控风险演变。,climate_risk_management,气候风险识别与管理,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司充分识别气候变化可能给业务带来影响的实体风险、转型风险。公司及时采集气候变化相关风险信息，分析评估风险带来的相关影响并进行有效控制和应对，防控风险演变。,true,文本明确提及‘识别气候变化可能给业务带来影响的实体风险、转型风险’，并描述了‘采集风险信息、分析评估、有效控制和应对’的完整管理流程，符合‘气候风险识别与管理’的定义。,[18],公司识别气候变化带来的实体风险与转型风险，并建立系统性应对机制，包括风险评估、控制措施和战略制定。,公司识别气候变化带来的实体风险与转型风险，并建立系统性应对机制，包括风险评估、控制措施和战略制定。,[18],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,中船科技严格遵循《中华人民共和国环境保护法》等法律法规，持续优化环境管理体系。公司以《中国船舶集团风电发展有限公司节能及环境保护管理办法》为标准，制定详尽的环境管理手册，明确环境管理目标，强化环境保护责任的落实。,environmental_management_system,环境管理体系,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,中船科技严格遵循《中华人民共和国环境保护法》等法律法规，持续优化环境管理体系。公司以《中国船舶集团风电发展有限公司节能及环境保护管理办法》为标准，制定详尽的环境管理手册，明确环境管理目标，强化环境保护责任的落实。,true,文本明确提及'持续优化环境管理体系'并依据具体管理办法制定环境管理手册，符合环境管理体系的定义，且使用了'环境管理体系'这一直接术语。,[19],中船科技持续优化环境管理体系，并以《中国船舶集团风电发展有限公司节能及环境保护管理办法》为标准制定环境管理手册，明确管理目标与责任。,中船科技持续优化环境管理体系，并以《中国船舶集团风电发展有限公司节能及环境保护管理办法》为标准制定环境管理手册，明确管理目标与责任。,[19],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,"公司成立以总经理为组长的能源节约与生态环境保护领导小组，全面开展节能环保管理体系建设及实施工作，建立能耗在线监测系统，全面监督气候变化议题对公司业务及运营的影响，系统地开展气候变化风险治理、战略制定、信息披露等工作。
公司为应对气候变化，积极落实集团《2024 年能源节约与生态环境保护工作要点》要求，制定《中船科技股份有限公司关于印发加快绿色发展推进美丽中国建设实施方案》，并组织各子公司建立实施任务清单，有序推进各项工作。
中船风电发布《节能及环境保护管理办法》，明确了节能与环保工作的管理规范和执行标准，推动绿色能源业务发展。
中船海装通过专题会、干部职工宣讲、张贴节能环保宣传海报等方式宣传节能降碳工作，凸显风电企业清洁能源特色。倡导全员绿色办公，低碳生活，普及节能减排知识，总计开展培训172 次，培训人数1703 人。
研究应用大型风电装备“核心大部件轻量化设计”“模块化/可拆卸/再制造设计”等绿色设计关键技术，环境友好的绿色减震降噪以及可靠运行关键技术。
推进太阳能、风能、氢能、海洋能等清洁能源创新应用，支持清洁能源开发、储存、智能高效利用，加速船企用能结构向低碳零碳转型。",energy_saving_measures,节能减排措施,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,"公司成立以总经理为组长的能源节约与生态环境保护领导小组，全面开展节能环保管理体系建设及实施工作，建立能耗在线监测系统，全面监督气候变化议题对公司业务及运营的影响，系统地开展气候变化风险治理、战略制定、信息披露等工作。
公司为应对气候变化，积极落实集团《2024 年能源节约与生态环境保护工作要点》要求，制定《中船科技股份有限公司关于印发加快绿色发展推进美丽中国建设实施方案》，并组织各子公司建立实施任务清单，有序推进各项工作。
中船风电发布《节能及环境保护管理办法》，明确了节能与环保工作的管理规范和执行标准，推动绿色能源业务发展。
中船海装通过专题会、干部职工宣讲、张贴节能环保宣传海报等方式宣传节能降碳工作，凸显风电企业清洁能源特色。倡导全员绿色办公，低碳生活，普及节能减排知识，总计开展培训172 次，培训人数1703 人。
研究应用大型风电装备“核心大部件轻量化设计”“模块化/可拆卸/再制造设计”等绿色设计关键技术，环境友好的绿色减震降噪以及可靠运行关键技术。
推进太阳能、风能、氢能、海洋能等清洁能源创新应用，支持清洁能源开发、储存、智能高效利用，加速船企用能结构向低碳零碳转型。",true,候选文本中多次明确提及‘节能’‘减排’‘节能降碳’‘节能环保’等关键词，并具体描述了领导小组、管理办法、宣传培训、绿色设计、清洁能源应用等可操作的措施，完全符合‘节能减排措施’的定义和抽取规则。,"[18, 20, 19]",公司通过成立节能环保小组、开展节能宣传周、制定节能管理办法、应用绿色设计技术及推动清洁能源应用等多种措施落实节能减排。,公司通过成立节能环保小组、开展节能宣传周、制定节能管理办法、应用绿色设计技术及推动清洁能源应用等多种措施落实节能减排。,"[18, 20, 19]",route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,公司定期监测和评估企业水使用情况，了解用水模式和可能潜在的浪费风险；采用水效率技术，更新设备以减少用水量；实施水循环系统，回收和再利用废水，减少对新鲜水的依赖，促进资源节约，实现更加可持续的水资源利用。中船九院通过加强用水设备维护管理，及时解决供水故障，杜绝水资源浪费现象。,water_management_measures,水资源管理措施,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司定期监测和评估企业水使用情况，了解用水模式和可能潜在的浪费风险；采用水效率技术，更新设备以减少用水量；实施水循环系统，回收和再利用废水，减少对新鲜水的依赖，促进资源节约，实现更加可持续的水资源利用。中船九院通过加强用水设备维护管理，及时解决供水故障，杜绝水资源浪费现象。,true,候选文本明确描述了水资源管理的具体措施，包括监测用水、技术更新、水循环系统和设备维护，符合'水资源管理措施'的定义，且直接引用原文。,[20],公司通过定期监测用水情况、采用水效率技术、更新设备减少用水量、实施水循环系统回收再利用废水等措施，促进可持续水资源利用。,公司通过定期监测用水情况、采用水效率技术、更新设备减少用水量、实施水循环系统回收再利用废水等措施，促进可持续水资源利用。,[20],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,"建立危险废物管理和跟踪追溯系统，对危险废弃物实现科学高效处理
对危险废弃物进行准确分类和标识，确保按照规定进行合理处理
通过工艺改进、替代材料等方式，采用减量化策略，尽可能减少危险废弃物的产生
采用安全储存设施，确保危险废弃物不对环境和人员造成危害，并避免泄漏事故
使用适当的技术对危险废弃物进行物理或化学处理，以降低其对环境和健康的潜在危险
将可再循环的危险废弃物进行再处理，以最大限度地减少资源浪费，树立企业的良好社会形象",waste_management_measures,废弃物管理措施,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,"建立危险废物管理和跟踪追溯系统，对危险废弃物实现科学高效处理
对危险废弃物进行准确分类和标识，确保按照规定进行合理处理
通过工艺改进、替代材料等方式，采用减量化策略，尽可能减少危险废弃物的产生
采用安全储存设施，确保危险废弃物不对环境和人员造成危害，并避免泄漏事故
使用适当的技术对危险废弃物进行物理或化学处理，以降低其对环境和健康的潜在危险
将可再循环的危险废弃物进行再处理，以最大限度地减少资源浪费，树立企业的良好社会形象",true,候选文本在page 20中明确描述了针对危险废弃物的多项管理措施，包括系统建设、分类、减量、储存、处理和再循环，完全覆盖废弃物管理措施的核心内容，且使用了‘危险废弃物’这一明确术语，符合目标指标的别名定义。,[20],公司建立了危险废物管理和跟踪追溯系统，并通过分类标识、减量化策略、安全储存、物理化学处理及再循环等方式实施危险废弃物管理措施。,公司建立了危险废物管理和跟踪追溯系统，并通过分类标识、减量化策略、安全储存、物理化学处理及再循环等方式实施危险废弃物管理措施。,[20],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,中船科技严格遵循《中华人民共和国劳动法》《中华人民共和国劳动合同法》等法律法规，不断优化内部用工制度，完善薪酬福利管理体系，实行民主管理制度，确保员工的权益得到保障。公司为全员足额缴纳“五险一金”，并且为员工缴纳补充医疗保险、企业年金。此外，建立和完善具有兼顾市场竞争性和内部公平性的薪酬激励制度，严格遵守国家及当地法律法规所规定的工作时间及加班要求，落实法定带薪年休假制度，维护员工的基本权益和福利。公司建立并持续完善以职工代表大会为基本形式的民主管理事务公开机制，每年召开职工代表大会，组织职工代表参与民主管理和监督；坚持职工代表提案制度，通过代表提案、各代表小组征求意见等形式，对立案的提案及意见建议，明确相关责任部门制定措施落实整改，保障职工代表的知情权、参与权、表达权和监督权。,employee_rights_policy,员工权益保障政策,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,中船科技严格遵循《中华人民共和国劳动法》《中华人民共和国劳动合同法》等法律法规，不断优化内部用工制度，完善薪酬福利管理体系，实行民主管理制度，确保员工的权益得到保障。公司为全员足额缴纳“五险一金”，并且为员工缴纳补充医疗保险、企业年金。此外，建立和完善具有兼顾市场竞争性和内部公平性的薪酬激励制度，严格遵守国家及当地法律法规所规定的工作时间及加班要求，落实法定带薪年休假制度，维护员工的基本权益和福利。公司建立并持续完善以职工代表大会为基本形式的民主管理事务公开机制，每年召开职工代表大会，组织职工代表参与民主管理和监督；坚持职工代表提案制度，通过代表提案、各代表小组征求意见等形式，对立案的提案及意见建议，明确相关责任部门制定措施落实整改，保障职工代表的知情权、参与权、表达权和监督权。,true,候选文本明确描述了公司为保障员工权益所采取的多项具体政策与措施，包括遵守劳动法、薪酬福利保障、民主管理、社保缴纳、带薪休假等，完全覆盖员工权益保障政策的核心内容。,[24],公司通过遵循劳动法律法规、完善薪酬福利体系、实行民主管理、保障员工平等雇佣和足额缴纳社保等措施，全面保障员工权益。,公司通过遵循劳动法律法规、完善薪酬福利体系、实行民主管理、保障员工平等雇佣和足额缴纳社保等措施，全面保障员工权益。,[24],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,中船海装职业健康安全管理体系认证书,occupational_health_safety_system,职业健康安全管理体系,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,中船海装职业健康安全管理体系认证书,true,候选文本中明确提及'中船海装职业健康安全管理体系认证书'，直接对应目标指标的别名'职业健康安全管理体系'，且该表述为报告原文，未做任何推断或补全。,[26],中船科技建立了职业健康安全管理体系，包括制度修订、责任书签订、岗位责任制文件编制及认证。,中船科技建立了职业健康安全管理体系，包括制度修订、责任书签订、岗位责任制文件编制及认证。,[26],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,建立完备的员工培养体系，包括新员工入职培训、岗位业务培训、职业发展培训、专业知识与技术技能培训等各层级多批次培训，满足员工在各业务层面提升专业能力，进一步提升员工效能，为企业后续发展厚植动力。,employee_training_development,员工培训与发展机制,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,建立完备的员工培养体系，包括新员工入职培训、岗位业务培训、职业发展培训、专业知识与技术技能培训等各层级多批次培训，满足员工在各业务层面提升专业能力，进一步提升员工效能，为企业后续发展厚植动力。,true,候选文本明确提及‘建立完备的员工培养体系’，并列举了包括职业发展培训在内的多种培训类型，直接对应‘员工培训与发展机制’指标，且有具体措施和覆盖范围描述，符合定性指标抽取规则。,[24],公司建立了完备的员工培养体系，包括新员工入职培训、岗位业务培训、职业发展培训、专业知识与技术技能培训等，并通过多种培训举措全面提升员工能力。,公司建立了完备的员工培养体系，包括新员工入职培训、岗位业务培训、职业发展培训、专业知识与技术技能培训等，并通过多种培训举措全面提升员工能力。,[24],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,公司坚持“公开公平公正”招聘原则，坚决反对因国籍、种族、民族、性别等因素限制他人的就业歧视。,diversity_equal_opportunity,多元化与平等雇佣政策,qualitative,manufacturing,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司坚持“公开公平公正”招聘原则，坚决反对因国籍、种族、民族、性别等因素限制他人的就业歧视。,true,候选文本明确提及反对基于国籍、种族、民族、性别等的就业歧视，直接对应“平等雇佣”和“反歧视”的别名，符合目标指标的定义。,[24],公司坚持公开公平公正的招聘原则，坚决反对因国籍、种族、民族、性别等因素限制他人的就业歧视。,公司坚持公开公平公正的招聘原则，坚决反对因国籍、种族、民族、性别等因素限制他人的就业歧视。,[24],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
