column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.0,合规审查 其中外聘合同咨询 263起,合规审查,page_39.png,263,no_schema_match,量化数据绩效表,治理绩效,件,263,"{""2024年"": ""263""}",2024
2024年,0.0,合规审查 出具商标查询 350余起,合规审查,page_39.png,350,no_schema_match,量化数据绩效表,治理绩效,件,350,"{""2024年"": ""350""}",2024
2024年,0.0,合规审查 新闻宣传审核 358件,合规审查,page_39.png,358,no_schema_match,量化数据绩效表,治理绩效,件,358,"{""2024年"": ""358""}",2024
2024年,0.0,合规审查 银行渠道产品审核 130件,合规审查,page_39.png,130,no_schema_match,量化数据绩效表,治理绩效,件,130,"{""2024年"": ""130""}",2024
2024年,0.0,总资产 亿元 129 131.1 116.30,总资产,page_45.png,129,no_schema_match,关键绩效表-经济绩效,,亿元,129,"{""2024年"": ""129"", ""2023年"": ""131.1"", ""2022年"": ""116.30""}",2024
2024年,0.0,销售收入 亿元 604.84 563.84 471.24,销售收入,page_45.png,604.84,no_schema_match,关键绩效表-经济绩效,,亿元,604.84,"{""2024年"": ""604.84"", ""2023年"": ""563.84"", ""2022年"": ""471.24""}",2024
2024年,0.0,利润总额 亿元 10.21 10.03 9.47,利润总额,page_45.png,10.21,business_performance_not_core_esg,关键绩效表-经济绩效,,亿元,10.21,"{""2024年"": ""10.21"", ""2023年"": ""10.03"", ""2022年"": ""9.47""}",2024
2024年,0.0,纳税总额 亿元 5.63 5.48 4.54,纳税总额,page_45.png,5.63,business_performance_not_core_esg,关键绩效表-经济绩效,,亿元,5.63,"{""2024年"": ""5.63"", ""2023年"": ""5.48"", ""2022年"": ""4.54""}",2024
2024年,0.0,产品合格率 % 100 100 100,产品合格率,page_45.png,100,no_schema_match,关键绩效表-经济绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.0,总部合同履约率 % 100 100 100,总部合同履约率,page_45.png,100,no_schema_match,关键绩效表-经济绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.0,子公司合同履约率 % 100 100 100,子公司合同履约率,page_45.png,100,no_schema_match,关键绩效表-经济绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.0,资产负债率 % 41.51 43.01 39.8,资产负债率,page_45.png,41.51,business_performance_not_core_esg,关键绩效表-经济绩效,,%,41.51,"{""2024年"": ""41.51"", ""2023年"": ""43.01"", ""2022年"": ""39.8""}",2024
2024年,0.0,本公司向前五大客户销售收入总额 亿元 301.88 180.83 170.83,本公司向前五大客户销售收入总额,page_45.png,301.88,no_schema_match,关键绩效表-经济绩效,,亿元,301.88,"{""2024年"": ""301.88"", ""2023年"": ""180.83"", ""2022年"": ""170.83""}",2024
2024年,0.0,本公司向前五大客户销售收入总额占全部营业收入比例 % 50.15 32.77 36.46,本公司向前五大客户销售收入总额占全部营业收入比例,page_45.png,50.15,business_performance_not_core_esg,关键绩效表-经济绩效,,%,50.15,"{""2024年"": ""50.15"", ""2023年"": ""32.77"", ""2022年"": ""36.46""}",2024
2024年,0.92,年度用电总量 千瓦时 779438,年度用电总量,page_45.png,779438,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_electricity_total_alias,关键绩效表-环保绩效,环保绩效,千瓦时,779438,"{""2024年"": ""779438""}",2024
2024年,0.0,垃圾处理费、固废处置费 万元 3.8,垃圾处理费、固废处置费,page_45.png,3.8,no_schema_match,关键绩效表-环保绩效,环保绩效,万元,3.8,"{""2024年"": ""3.8""}",2024
2024年,0.0,环保控制覆盖率 % 100,环保控制覆盖率,page_45.png,100,no_schema_match,关键绩效表-环保绩效,环保绩效,%,100,"{""2024年"": ""100""}",2024
2024年,0.0,残疾人雇员人数 人 5 5 4,残疾人雇员人数,page_45.png,5,no_schema_match,关键绩效表-社会绩效,,人,5,"{""2024年"": ""5"", ""2023年"": ""5"", ""2022年"": ""4""}",2024
2024年,0.0,劳动合同签订率 % 100 100 100,劳动合同签订率,page_45.png,100,no_schema_match,关键绩效表-社会绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.0,参加工会的员工比例 % 100 100 100,参加工会的员工比例,page_45.png,100,no_schema_match,关键绩效表-社会绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.0,年度公开招聘人数 人 101 125 201,年度公开招聘人数,page_45.png,101,no_schema_match,关键绩效表-社会绩效,,人,101,"{""2024年"": ""101"", ""2023年"": ""125"", ""2022年"": ""201""}",2024
2024年,0.0,其中：高校应届毕业生 人 3 10 186,其中：高校应届毕业生,page_45.png,3,no_schema_match,关键绩效表-社会绩效,,人,3,"{""2024年"": ""3"", ""2023年"": ""10"", ""2022年"": ""186""}",2024
2024年,0.0,社会招聘 人 98 115 15,社会招聘,page_45.png,98,no_schema_match,关键绩效表-社会绩效,,人,98,"{""2024年"": ""98"", ""2023年"": ""115"", ""2022年"": ""15""}",2024
2024年,0.0,年度新聘职业病病例 例 0 0 0,年度新聘职业病病例,page_45.png,0,no_schema_match,关键绩效表-社会绩效,,例,0,"{""2024年"": ""0"", ""2023年"": ""0"", ""2022年"": ""0""}",2024
2024年,0.0,人均带薪休假天数 天 8.41 8.5 8.32,人均带薪休假天数,page_45.png,8.41,no_schema_match,关键绩效表-社会绩效,,天,8.41,"{""2024年"": ""8.41"", ""2023年"": ""8.5"", ""2022年"": ""8.32""}",2024
2024年,0.0,员工满意度 % 100 100 100,员工满意度,page_45.png,100,no_schema_match,关键绩效表-社会绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.93,安全教育培训覆盖率 % 100 100 100,安全教育培训覆盖率,page_45.png,100,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:培训覆盖率,关键绩效表-社会绩效,,%,100,"{""2024年"": ""100"", ""2023年"": ""100"", ""2022年"": ""100""}",2024
2024年,0.0,员工伤亡人数 人 0 0 0,员工伤亡人数,page_45.png,0,no_schema_match,关键绩效表-社会绩效,,人,0,"{""2024年"": ""0"", ""2023年"": ""0"", ""2022年"": ""0""}",2024
2024年,0.0,员工志愿者活动人次 人次 200 500 500,员工志愿者活动人次,page_45.png,200,no_schema_match,关键绩效表-社会绩效,,人次,200,"{""2024年"": ""200"", ""2023年"": ""500"", ""2022年"": ""500""}",2024
2024年,0.0,乡村振兴项目总投入 万元 25.9 22.35 35.54,乡村振兴项目总投入,page_45.png,25.9,no_schema_match,关键绩效表-社会绩效,,万元,25.9,"{""2024年"": ""25.9"", ""2023年"": ""22.35"", ""2022年"": ""35.54""}",2024
2024年,0.0,科研总投入 万元 1267.31,科研总投入,page_45.png,1267.31,no_schema_match,关键绩效表-社会绩效,社会绩效,万元,1267.31,"{""2024年"": ""1267.31""}",2024
2024年,0.0,有效知识产权总数 项 248,有效知识产权总数,page_45.png,248,no_schema_match,关键绩效表-社会绩效,社会绩效,项,248,"{""2024年"": ""248""}",2024
2024年,0.0,职工总数 人 1315,职工总数,page_45.png,1315,no_schema_match,关键绩效表-社会绩效,社会绩效,人,1315,"{""2024年"": ""1315""}",2024
2024年,0.0,女职工 人 822,女职工,page_45.png,822,no_schema_match,关键绩效表-社会绩效,社会绩效,人,822,"{""2024年"": ""822""}",2024
2024年,0.0,少数民族职工 人 73,少数民族职工,page_45.png,73,no_schema_match,关键绩效表-社会绩效,社会绩效,人,73,"{""2024年"": ""73""}",2024
2024年,0.0,初级管理人员及以上岗位职工 人 353,初级管理人员及以上岗位职工,page_45.png,353,no_schema_match,关键绩效表-社会绩效,社会绩效,人,353,"{""2024年"": ""353""}",2024
2024年,0.0,其中：女性管理者人数 人 178,其中：女性管理者人数,page_45.png,178,no_schema_match,关键绩效表-社会绩效,社会绩效,人,178,"{""2024年"": ""178""}",2024
2024年,0.0,员工本地化人数 人 896,员工本地化人数,page_45.png,896,no_schema_match,关键绩效表-社会绩效,社会绩效,人,896,"{""2024年"": ""896""}",2024
