field_key,field_name_cn,category,indicator_type,value_type,value,raw_value,unit,year,column_label,row_label,topic,table_title,page_image,evidence_text,status,confidence,match_reason
cod_emissions,化学需氧量排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
ammonia_nitrogen_emissions,氨氮排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
so2_emissions,二氧化硫排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
nox_emissions,氮氧化物排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
particulate_matter_emissions,颗粒物排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
hazardous_waste,危险废弃物产生或排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
non_hazardous_waste,无害废弃物产生或排放量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
total_waste,废弃物总量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
waste_recycling_rate,废弃物回收利用率,E,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
environmental_investment,环保投入金额,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
environmental_violation_cases,环境违规或处罚事件数量,E,quantitative,number,0,0,件,2024,2024年,因环境事件受到生态环境等有关部门重大行政处罚的处罚事件,,环境绩效,page_51.png,因环境事件受到生态环境等有关部门重大行政处罚的处罚事件 件 2024年 0,extracted,0.96,alias_match:因环境事件受到生态环境等有关部门重大行政处罚的处罚事件; schema_match_validated
total_employees,员工总数,S,quantitative,number,7,7,人,2024,2024年,残疾员工人数,,社会绩效-员工权益,page_49.png,残疾员工人数 人 2024年 7,extracted,0.93,heuristic_total_employees; schema_match_validated
male_employees,男性员工人数,S,quantitative,number,546,546,人,2024,2024年,男性员工人数,,员工雇佣,page_49.png,男性员工人数 人 2024年 546,extracted,0.92,heuristic_male_employees; schema_match_validated
female_employees,女性员工人数,S,quantitative,number,365,365,人,2024,2024年,女性员工人数,,员工雇佣,page_49.png,女性员工人数 人 2024年 365,extracted,0.92,heuristic_female_employees; schema_match_validated
female_employee_ratio,女性员工比例,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
female_management_ratio,女性管理层比例,S,quantitative,percentage,34,34.00,%,2024,2024年,管理人员中女性人数比例,,社会绩效-员工权益,page_49.png,管理人员中女性人数比例 % 2024年 34.00,extracted,0.92,heuristic_female_management_ratio; schema_match_validated
minority_employees,少数民族员工人数,S,quantitative,number,23,23,人,2024,2024年,少数民族员工数,,社会绩效-员工权益,page_49.png,少数民族员工数 人 2024年 23,extracted,0.92,alias_match:少数民族; schema_match_validated
employees_under_30,30岁以下员工人数,S,quantitative,number,177,177,人,2024,2024年,30岁以下（不含30岁）,,员工雇佣,page_49.png,30岁以下（不含30岁） 人 2024年 177,extracted,0.96,alias_match:30岁以下（不含30岁）; schema_match_validated
employees_30_to_50,30至50岁员工人数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
employees_over_50,50岁以上员工人数,S,quantitative,number,27,27,人,2024,2024年,50岁及以上,,员工雇佣,page_49.png,50岁及以上 人 2024年 27,extracted,0.94,alias_match:50岁及以上; schema_match_validated
employee_turnover_rate,员工流失率,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
training_total_hours,员工培训总时长,S,quantitative,number,5002,"5,002",小时,2024,2024年,培训总时长,专项培训课程,2024年培训体系开展情况,page_41.png,"专项培训课程 培训总时长 小时 2024年 5,002",extracted,0.95,llm_match:指标名称'培训总时长'与field_key 'training_total_hours'的aliases完全匹配，单位'小时'也在unit_examples中，且属于S类社会维度指标。; schema_match_validated
training_hours_per_employee,人均培训时长,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
training_coverage_rate,员工培训覆盖率,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
training_expense,培训投入金额,S,quantitative,number,20,20,万元,2024,2024年,员工培训投入,,关键绩效,page_41.png,员工培训投入 万元 2024年 20,extracted,0.9,heuristic_training_expense; schema_match_validated
trained_employees_count,受训员工人数或人次,S,quantitative,number,72,72,人,2024,2024年,累计参加培训学员人数,新员工培训,2024年培训体系开展情况,page_41.png,新员工培训 累计参加培训学员人数 人 2024年 72,extracted,0.96,alias_match:累计参加培训学员人数; schema_match_validated
work_injury_rate,工伤率,S,quantitative,number_or_percentage,,,,,,,,,,,missing,0.0,not_found
work_related_fatalities,因工死亡人数,S,quantitative,number,0,0,人,2024,2024年,因工作关系死亡总人数,员工健康与安全,员工健康与安全,page_50.png,员工健康与安全 因工作关系死亡总人数 人 2024年 0,extracted,0.96,alias_match:因工作关系死亡总人数; schema_match_validated
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,percentage,100,100%,%,2024,2024年,工伤保险人员覆盖率,,关键绩效,page_43.png,工伤保险人员覆盖率 % 2024年 100%,extracted,0.96,alias_match:工伤保险人员覆盖率; schema_match_validated
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,percentage,100,100,%,2024,2024年,员工体检覆盖率,员工健康与安全,员工健康与安全,page_50.png,员工健康与安全 员工体检覆盖率 % 2024年 100,extracted,0.95,alias_match:员工体检覆盖率; schema_match_validated
r_and_d_investment,研发投入金额,S,quantitative,number,1.42,1.42,亿元,2024,2024年,研发投入,创新驱动,创新驱动,page_50.png,创新驱动 研发投入 亿元 2024年 1.42,extracted,0.92,alias_match:研发投入; schema_match_validated
r_and_d_employees,研发人员数量,S,quantitative,number,111,111,人,2024,2024年,研发团队总人数,创新驱动,创新驱动,page_50.png,创新驱动 研发团队总人数 人 2024年 111,extracted,0.95,alias_match:研发团队总人数; schema_match_validated
authorized_patents_new,当年新增授权专利数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
authorized_patents_total,累计授权专利数量,S,quantitative,number,117,117,项,2024,2024年,授权专利累计数（有效期内的专利数）,,按性别划分,page_51.png,授权专利累计数（有效期内的专利数） 项 2024年 117,extracted,0.96,alias_match:授权专利累计数（有效期内的专利数）; schema_match_validated
customer_complaints,客户投诉数量,S,quantitative,number,21,21,次,2024,2024年,客户投诉数量,,产品和服务安全与质量,page_51.png,客户投诉数量 次 2024年 21,extracted,0.94,alias_match:客户投诉数量; schema_match_validated
board_size,董事会人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
independent_directors,独立董事人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
independent_director_ratio,独立董事比例,G,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
female_directors,女性董事人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
board_meetings,董事会会议次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
shareholder_meetings,股东大会会议次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,number,825,825,人,2024,2024年,参加反商业贿赂及反贪污培训的员工人数,,治理绩效,page_49.png,参加反商业贿赂及反贪污培训的员工人数 人 2024年 825,extracted,0.92,heuristic_anti_corruption_training_participants; schema_match_validated
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,number,44.5,44.50,小时,2024,2024年,提供的反商业贿赂及反贪污培训总时长,,治理绩效,page_49.png,提供的反商业贿赂及反贪污培训总时长 小时 2024年 44.50,extracted,0.94,heuristic_anti_corruption_training_hours; schema_match_validated
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
whistleblowing_cases,举报案件数量,G,quantitative,number,0,0,次,2024,2024年,反贪污反腐举报事件总数,,治理绩效,page_49.png,反贪污反腐举报事件总数 次 2024年 0,extracted,0.9,heuristic_whistleblowing_cases; schema_match_validated
patent_applications_new,当年申请专利数量,S,quantitative,number,48,48,项,2024,2024年,专利申请数,,按性别划分,page_51.png,专利申请数 项 2024年 48,extracted,0.93,alias_match:专利申请数; schema_match_validated
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
anti_corruption_policy,反腐败政策,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
whistleblowing_mechanism,举报机制,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
