field_key,field_name_cn,category,indicator_type,value_type,value,raw_value,unit,year,column_label,row_label,topic,table_title,page_image,evidence_text,status,confidence,match_reason
environmental_investment,环保投入金额,E,quantitative,number,5.9,5.9,亿元,2024,2024年,环保投入,环境合规管理,附表2 ESG 数据表－环境维度,page_50.png,环境合规管理 环保投入 亿元 2022年 2.3 2023年 2.5 2024年 5.9,extracted,0.92,heuristic_environmental_investment; schema_match_validated
environmental_violation_cases,环境违规或处罚事件数量,E,quantitative,number,,,,,,,,,,,missing,0.0,not_found
total_employees,员工总数,S,quantitative,number,25132,"25,132",人,2024,2024年,员工总数,员工,员工数据,page_53.png,"员工总数 人 2022年 25,644 2023年 25,118 2024年 25,132",extracted,0.93,heuristic_total_employees; schema_match_validated
male_employees,男性员工人数,S,quantitative,number,18671,"18,671",人,2024,2024年,男性,,ESG 数据表-员工数据,page_53_right.png,"按性别划分 男性 人 18,535 18,361 18,671",extracted,0.9,alias_match:男性; schema_match_validated
female_employees,女性员工人数,S,quantitative,number,6461,"6,461",人,2024,2024年,女性,,ESG 数据表-员工数据,page_53_right.png,"按性别划分 女性 人 6,929 6,757 6,461",extracted,0.9,alias_match:女性; schema_match_validated
female_employee_ratio,女性员工比例,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
female_management_ratio,女性管理层比例,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
minority_employees,少数民族员工人数,S,quantitative,number,112,112,人,2024,2024年,按民族划分,员工,员工数据,page_53.png,按民族划分 少数民族 人 2022年 79 2023年 89 2024年 112,extracted,0.92,alias_match:少数民族; schema_match_validated
employees_under_30,30岁以下员工人数,S,quantitative,number,3305,"3,305",人,2024,2024年,按年龄划分,员工,员工数据,page_53.png,"按年龄划分 <30岁 人 2022年 3,538 2023年 3,587 2024年 3,305",extracted,0.92,alias_match:<30岁; schema_match_validated
employees_30_to_50,30至50岁员工人数,S,quantitative,number,17864,"17,864",人,2024,2024年,30至50岁,,ESG 数据表-员工数据,page_53_right.png,"按年龄划分 30至50岁 人 18,416 18,218 17,864",extracted,0.95,llm_match:指标名称'30至50岁'与field_key employees_30_to_50的aliases完全匹配，单位'人'符合unit_examples，且属于S类员工结构指标。; schema_match_validated
employees_over_50,50岁以上员工人数,S,quantitative,number,3963,"3,963",人,2024,2024年,按年龄划分,员工,员工数据,page_53.png,"按年龄划分 >50岁 人 2022年 34,10 2023年 3,313 2024年 3,963",extracted,0.92,alias_match:>50岁; schema_match_validated
employee_turnover_rate,员工流失率,S,quantitative,percentage,2.76,2.76,%,2024,2024年,员工离职率,员工,员工数据,page_53.png,员工离职率 % 2022年 1.16 2023年 1.93 2024年 2.76,extracted,0.93,alias_match:员工离职率; schema_match_validated
training_total_hours,员工培训总时长,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
training_hours_per_employee,人均培训时长,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
training_coverage_rate,员工培训覆盖率,S,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
training_expense,培训投入金额,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
trained_employees_count,受训员工人数或人次,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
work_injury_rate,工伤率,S,quantitative,number_or_percentage,0.03269,0.03269,%,2024,2024年,二十万小时记录工伤事故率（TRIR）²,,职业健康与安全-定量披露项,page_53.png,二十万小时记录工伤事故率（TRIR）² % 2022年 0.0173 2023年 0.0173 2024年 0.03269,extracted,0.93,alias_match:工伤事故率; schema_match_validated
work_related_fatalities,因工死亡人数,S,quantitative,number,0,0,人,2024,2024年,员工工亡死亡人数,,职业健康与安全-定量披露项,page_53.png,员工工亡死亡人数 人 2022年 0 2023年 0 2024年 0,extracted,0.95,llm_match:员工工亡死亡人数与 field_key 'work_related_fatalities' 的中文名 '因工死亡人数' 及别名 '工亡人数'、'工作相关死亡人数' 高度一致，单位为'人'，符合 value_type: number 和 unit_examples: '人'。; schema_match_validated
lost_workdays_due_to_injury,因工伤损失工作日数,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
social_insurance_coverage_rate,社会保险覆盖率,S,quantitative,percentage,100,100,%,2024,2024年,社会保险覆盖率,员工,员工数据,page_53.png,社会保险覆盖率 % 2022年 100 2023年 103 2024年 100,extracted,0.95,alias_match:社会保险覆盖率; schema_match_validated
employee_health_record_coverage_rate,员工健康档案或体检覆盖率,S,quantitative,percentage,100,100,%,2024,2024年,体检覆盖率,,职业健康与安全-定量披露项,page_53.png,体检覆盖率 % 2022年 100 2023年 100 2024年 100,extracted,0.93,alias_match:体检覆盖率; schema_match_validated
r_and_d_investment,研发投入金额,S,quantitative,number,4.35,4.35,亿元,2024,2024年,研发投入金额,,ESG 数据表－社会维度-创新驱动,page_52.png,研发投入金额 亿元 2.36 3.22 4.35,extracted,0.92,alias_match:研发投入; schema_match_validated
r_and_d_employees,研发人员数量,S,quantitative,number,2580,"2,580",人,2024,2024年,研发人员数量,,ESG 数据表－社会维度-创新驱动,page_52.png,"研发人员数量 人 2,574 2,576 2,580",extracted,0.94,alias_match:研发人员数量; schema_match_validated
authorized_patents_new,当年新增授权专利数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
authorized_patents_total,累计授权专利数量,S,quantitative,number,1601,"1,601",件,2024,2024年,截至报告期末有效专利数量,,附表 3 ESG 数据表－创新驱动,page_52_left.png,"截至报告期末有效专利数量 件 1,350 1,483 1,601",extracted,0.96,alias_match:截至报告期末有效专利数量; schema_match_validated
customer_complaints,客户投诉数量,S,quantitative,number,,,,,,,,,,,missing,0.0,not_found
board_size,董事会人数,G,quantitative,number,11,11,人,2024,2024年,董事人数,,附表 4 ESG 数据表－治理维度,page_54.png,董事人数 人 2022年 11 2023年 9 2024年 11,extracted,0.92,alias_match:董事人数; schema_match_validated
independent_directors,独立董事人数,G,quantitative,number,4,4,人,2024,2024年,独立董事人数,,附表 4 ESG 数据表－治理维度,page_54.png,独立董事人数 人 2022年 4 2023年 4 2024年 4,extracted,0.94,alias_match:独立董事人数; schema_match_validated
independent_director_ratio,独立董事比例,G,quantitative,percentage,,,,,,,,,,,missing,0.0,not_found
female_directors,女性董事人数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
board_meetings,董事会会议次数,G,quantitative,number,18,18,次,2024,2024年,召开董事会次数,董事会,2024年公司治理相关会议情况,page_44_right.png,董事会 召开董事会次数 次 2024年 18,extracted,0.93,alias_match:董事会次数; schema_match_validated
shareholder_meetings,股东大会会议次数,G,quantitative,number,1,1,次,2024,2024年,召开年度股东大会次数,股东大会,2024年公司治理相关会议情况,page_44_right.png,股东大会 召开年度股东大会次数 次 2024年 1,extracted,0.94,alias_match:股东大会次数; schema_match_validated
anti_corruption_training_sessions,反腐败培训次数,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_participants,反腐败培训参与人数或人次,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
anti_corruption_training_hours,反腐败培训总时长,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
confirmed_corruption_cases,确认的腐败事件数量,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
whistleblowing_cases,举报案件数量,G,quantitative,number,,,,,,,,,,,missing,0.0,not_found
patent_applications_new,当年申请专利数量,S,quantitative,number,342,342,件,2024,2024年,报告期内专利申请数量,,ESG 数据表－社会维度-创新驱动,page_52.png,报告期内专利申请数量 件 210 259 342,extracted,0.94,alias_match:专利申请数量; schema_match_validated
board_esg_oversight,董事会 ESG 监督机制,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
esg_committee,ESG 委员会或可持续发展委员会,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
anti_corruption_policy,反腐败政策,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
whistleblowing_mechanism,举报机制,G,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
supplier_esg_assessment,供应商 ESG 评估机制,S,qualitative,boolean_or_text,,,,,,,,,,,missing,0.0,not_found
