page_image,table_title,topic,metric_name,unit,year,column_label,value,raw_value,values,evidence_text,reason,confidence
page_50.png,附表1 ESG 数据表－经济维度,,利润总额,亿元,2024,2024年,441.63,441.63,"{""2022年"": ""371.04"", ""2023年"": ""419.13"", ""2024年"": ""441.63""}",利润总额 亿元 371.04 419.13 441.63,business_performance_not_core_esg,0.0
page_50.png,附表1 ESG 数据表－经济维度,,归母净利润,亿元,2024,2024年,318.53,318.53,"{""2022年"": ""266.90"", ""2023年"": ""302.11"", ""2024年"": ""318.53""}",归母净利润 亿元 266.90 302.11 318.53,business_performance_not_core_esg,0.0
page_50.png,附表1 ESG 数据表－经济维度,,基本每股收益,元/股,2024,2024年,8.206,8.206,"{""2022年"": ""6.876"", ""2023年"": ""7.763"", ""2024年"": ""8.206""}",基本每股收益 元/股 6.876 7.763 8.206,llm_no_match:基本每股收益属于财务绩效指标，反映盈利能力，不属于 Core ESG Schema 中的环境（E）、社会（S）或治理（G）维度标准指标。,0.25
page_50.png,附表1 ESG 数据表－经济维度,,已缴税金,亿元,2024,2024年,350.62,350.62,"{""2022年"": ""282.94"", ""2023年"": ""316.07"", ""2024年"": ""350.62""}",已缴税金 亿元 282.94 316.07 350.62,llm_no_match:已缴税金属于经营绩效类指标，Core ESG Schema 中无对应字段，且明确规则指出纳税总额通常不属于 Core ESG Schema。,0.25
page_50.png,附表1 ESG 数据表－经济维度,,现金分红总额,亿元,2024,2024年,181.27,181.27,"{""2022年"": ""117.34"", ""2023年"": ""146.86"", ""2024年"": ""181.27""}",现金分红总额 亿元 117.34 146.86 181.27,llm_no_match:现金分红总额属于财务分配行为，反映股东回报，不属于环境（E）、社会（S）或治理（G）核心议题，Core ESG Schema中无对应字段。,0.25
page_50.png,附表1 ESG 数据表－经济维度,,政府补贴,万元,2024,2024年,20932.29,"20,932.29","{""2022年"": ""10,042.18"", ""2023年"": ""23,625.71"", ""2024年"": ""20,932.29""}","政府补贴 万元 10,042.18 23,625.71 20,932.29",llm_no_match:该指标属于经营绩效或公司特色指标，不属于 Core ESG Schema。,0.25
page_50.png,附表2 ESG 数据表－环境维度,,环境培训相关培训次数,次,2024,2024年,30,30,"{""2022年"": ""27"", ""2023年"": ""30"", ""2024年"": ""30""}",环境培训相关培训次数 次 2022年 27 2023年 30 2024年 30,llm_no_match:环境培训相关培训次数不属于 Core ESG Schema 中定义的任何 field_key；Schema 中无与‘环境培训’直接对应的指标，反腐败培训相关字段（如 anti_corruption_training_sessions）不涵盖环境主题，且该指标未在 aliases 中出现。,0.3
page_50.png,附表2 ESG 数据表－环境维度,,参加环保相关培训总人次,万人次,2024,2024年,5,5,"{""2022年"": ""5"", ""2023年"": ""5"", ""2024年"": ""5""}",参加环保相关培训总人次 万人次 2022年 5 2023年 5 2024年 5,llm_no_match:‘参加环保相关培训总人次’属于特定主题的培训细分指标，Core ESG Schema 中仅有通用培训类字段（如 trained_employees_count、training_total_hours 等），无‘环保相关培训’这一限定维度的专用字段；且 aliases 中未覆盖‘环保相关培训’或类似表述，不属于标准 field_key。,0.3
page_50.png,附表2 ESG 数据表－环境维度,,报告因环境事件受到生态环境等有关部门重大行政处罚或被追究刑事责任的处罚金额,万元,2024,2024年,0,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",报告因环境事件受到生态环境等有关部门重大行政处罚或被追究刑事责任的处罚金额 万元 2022年 0 2023年 0 2024年 0,llm_no_match:该指标为环境行政处罚金额，属于财务处罚结果，Core ESG Schema 中仅有环境违规或处罚事件数量（environmental_violation_cases），不包含处罚金额；金额类经营绩效指标通常不属于 Core ESG Schema。,0.3
page_50_right.png,附表 1 ESG 数据表－经济维度,,资产总额,亿元,2024,2024年,1882.52,"1,882.52","{""2022年"": ""1,528.12"", ""2023年"": ""1,654.33"", ""2024年"": ""1,882.52""}","资产总额 亿元 1,528.12 1,654.33 1,882.52",business_performance_not_core_esg,0.0
page_50_right.png,附表 1 ESG 数据表－经济维度,,营业收入,亿元,2024,2024年,891.75,891.75,"{""2022年"": ""739.69"", ""2023年"": ""832.72"", ""2024年"": ""891.75""}",营业收入 亿元 739.69 832.72 891.75,business_performance_not_core_esg,0.0
page_50_right.png,附表 1 ESG 数据表－经济维度,,利润总额,亿元,2024,2024年,441.63,441.63,"{""2022年"": ""371.04"", ""2023年"": ""419.13"", ""2024年"": ""441.63""}",利润总额 亿元 371.04 419.13 441.63,business_performance_not_core_esg,0.0
page_50_right.png,附表 1 ESG 数据表－经济维度,,归母净利润,亿元,2024,2024年,318.53,318.53,"{""2022年"": ""266.90"", ""2023年"": ""302.11"", ""2024年"": ""318.53""}",归母净利润 亿元 266.90 302.11 318.53,business_performance_not_core_esg,0.0
page_50_right.png,附表 1 ESG 数据表－经济维度,,基本每股收益,元/股,2024,2024年,8.206,8.206,"{""2022年"": ""6.876"", ""2023年"": ""7.783"", ""2024年"": ""8.206""}",基本每股收益 元/股 6.876 7.783 8.206,llm_no_match:基本每股收益属于财务绩效指标，反映盈利能力，不属于 Core ESG Schema 中的环境（E）、社会（S）或治理（G）标准字段。,0.25
page_50_right.png,附表 1 ESG 数据表－经济维度,,已缴税金,亿元,2024,2024年,350.62,350.62,"{""2022年"": ""282.94"", ""2023年"": ""316.07"", ""2024年"": ""350.62""}",已缴税金 亿元 282.94 316.07 350.62,llm_no_match:已缴税金属于经营绩效类指标，Core ESG Schema 中无对应字段，且明确规则指出纳税总额通常不属于 Core ESG Schema。,0.25
page_50_right.png,附表 1 ESG 数据表－经济维度,,现金分红总额,亿元,2024,2024年,181.27,181.27,"{""2022年"": ""117.34"", ""2023年"": ""146.80"", ""2024年"": ""181.27""}",现金分红总额 亿元 117.34 146.80 181.27,llm_no_match:现金分红总额属于经济绩效类指标，反映股东回报，不属于 Core ESG Schema 中的环境（E）、社会（S）或治理（G）标准字段。,0.25
page_50_right.png,附表 1 ESG 数据表－经济维度,,政府补贴,万元,2024,2024年,20892.29,"20,892.29","{""2022年"": ""10,042.18"", ""2023年"": ""23,625.71"", ""2024年"": ""20,892.29""}","政府补贴 万元 10,042.18 23,625.71 20,892.29",llm_no_match:政府补贴属于经营绩效或财务支持类指标，Core ESG Schema 中无对应 field_key；不属于环境、社会或治理实质性议题的标准化披露项。,0.25
page_50_right.png,环境合规管理,,环境保护相关培训次数,次,2024,2024年,30,30,"{""2022年"": ""27"", ""2023年"": ""30"", ""2024年"": ""30""}",环境保护相关培训次数 次 27 30 30,llm_no_match:环境保护相关培训次数不属于 Core ESG Schema 中定义的任何 field_key；Schema 中无培训类指标与环境主题直接对应（如反腐败培训有明确定义，但环保培训未被纳入）。,0.3
page_50_right.png,环境合规管理,,参加环保相关培训总人次,万人次,2024,2024年,5,5,"{""2022年"": ""5"", ""2023年"": ""5"", ""2024年"": ""5""}",参加环保相关培训总人次 万人次 5 5 5,llm_no_match:‘参加环保相关培训总人次’属于环境管理能力建设类指标，Core ESG Schema 中无对应 field_key；培训相关指标仅覆盖员工通用培训（如 training_total_hours、trained_employees_count 等），未定义‘环保相关’细分场景，且无 alias 匹配。,0.3
page_50_right.png,环境合规管理,,报告期内因环境事件受到生态环境等有关部门重大行政处罚或被追究刑事责任的处罚金额,万元,2024,2024年,0,0,"{""2022年"": ""0"", ""2023年"": ""0"", ""2024年"": ""0""}",报告期内因环境事件受到生态环境等有关部门重大行政处罚或被追究刑事责任的处罚金额 万元 0 0 0,llm_no_match:Core ESG Schema 中仅有 'environmental_violation_cases'（环境违规或处罚事件数量），对应事件次数，而非处罚金额；该指标为处罚金额，属于财务影响类衍生指标，不在 Core Schema 范围内。,0.3
page_51.png,污染物排放,大气污染物,废气排放总量,亿立方米,2024,2024年,12,12,"{""2022年"": ""13"", ""2023年"": ""11"", ""2024年"": ""12""}",大气污染物 废气排放总量 亿立方米 2022年 13 2023年 11 2024年 12,llm_no_match:废气排放总量不属于 Core ESG Schema 中定义的任何 field_key；Schema 中包含具体污染物（如 SO2、NOx、颗粒物等）的排放量，但未定义‘废气排放总量’这一综合物理量指标，且其单位‘亿立方米’为体积单位，不符合各污染物排放量以质量（吨、千克）为单位的规范。,0.3
page_51.png,污染物排放,水污染物,总磷,吨,2024,2024年,0.59,0.59,"{""2022年"": ""1"", ""2023年"": ""0.68"", ""2024年"": ""0.59""}",水污染物 总磷 吨 2022年 1 2023年 0.68 2024年 0.59,llm_no_match:总磷是水污染物排放指标，但 Core ESG Schema 中未定义总磷（TP）这一具体污染物字段；Schema 中仅包含 COD、氨氮、SO2、NOx 等特定污染物，不包括总磷。,0.3
page_51.png,污染物排放,水污染物,总氮,吨,2024,2024年,23.49,23.49,"{""2022年"": ""30"", ""2023年"": ""30.61"", ""2024年"": ""23.49""}",水污染物 总氮 吨 2022年 30 2023年 30.61 2024年 23.49,llm_no_match:总氮是水污染物排放指标，但 Core ESG Schema 中未定义总氮（Total Nitrogen）对应的 field_key；已有水污染物字段如 COD、氨氮、SO2、NOx 等均不涵盖总氮，且无别名或语义匹配支持，故无法匹配。,0.3
page_51.png,水资源利用,市政供水使用量,万方,万方,2024,2024年,43,43,"{""2022年"": ""46"", ""2023年"": ""46"", ""2024年"": ""43""}",市政供水使用量 万方 万方 2022年 46 2023年 46 2024年 43,rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:市政供水使用量属于新鲜水用量，是水资源消耗量的典型表现形式，与 water_consumption 的别名 '新鲜水用量'、'用水量'、'耗水量' 高度一致；单位 '万方' 即 '万立方米'，在 water_consumption 的 unit_examples 中覆盖 '万立方米'。,0.95
page_51.png,水资源利用,地表水使用量,万吨,万吨,2024,2024年,1163,"1,163","{""2022年"": ""1,003"", ""2023年"": ""1,050"", ""2024年"": ""1,163""}","地表水使用量 万吨 万吨 2022年 1,003 2023年 1,050 2024年 1,163",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:地表水使用量属于新鲜水用量的子类，而新鲜水用量是 water_consumption 的明确别名之一；单位‘万吨’符合其 unit_examples。,0.95
page_51.png,水资源利用,总用水量,万方,万方,2024,2024年,1206,"1,206","{""2022年"": ""1,049"", ""2023年"": ""1,056"", ""2024年"": ""1,206""}","总用水量 万方 万方 2022年 1,049 2023年 1,056 2024年 1,206",rejected_by_schema_validator:unit_type_mismatch:water; original_reason=heuristic_water,0.92
page_51.png,水资源利用,水资源紧缺程度（以单位营收计算）,万方/亿元,万方/亿元,2024,2024年,1.35,1.35,"{""2022年"": ""1.42"", ""2023年"": ""1.32"", ""2024年"": ""1.35""}",水资源紧缺程度（以单位营收计算） 万方/亿元 万方/亿元 2022年 1.42 2023年 1.32 2024年 1.35,llm_no_match:‘水资源紧缺程度（以单位营收计算）’是将水资源使用与营收挂钩的衍生指标，Core ESG Schema 中无对应字段；water_consumption_intensity 的别名中虽含‘单位收入耗水’等，但该指标名称明确为‘水资源紧缺程度’，属风险评估或情景分析类指标，非实际消耗强度测量，不匹配。,0.3
page_51.png,水资源利用,循环水用量占比%,%,%,2024,2024年,10.8,10.80,"{""2022年"": ""11.10"", ""2023年"": ""11.11"", ""2024年"": ""10.80""}",循环水用量占比% % % 2022年 11.10 2023年 11.11 2024年 10.80,llm_no_match:循环水用量占比% 是循环水使用量占总用水量的比例，Core ESG Schema 中无对应比例类字段；recycled_water_volume 表示绝对量（单位为吨/立方米等），不包含占比或百分比形式；water_consumption_intensity 等强度指标亦不匹配该定义。因此不属于 Core Schema。,0.3
page_51.png,废弃物处理,医疗废物产生总量,吨,吨,2024,2024年,880913.88,"880,913.88","{""2022年"": ""758,590.17"", ""2023年"": ""845,240.84"", ""2024年"": ""880,913.88""}","医疗废物产生总量 吨 吨 2022年 758,590.17 2023年 845,240.84 2024年 880,913.88",rejected_by_schema_validator:required_keyword_missing; original_reason=llm_match:医疗废物属于危险废弃物，'医疗废物产生总量'与 aliases 中的'危险废弃物产生量'语义一致，单位'吨'符合 unit_examples。,0.95
page_51.png,废弃物处理,按废物类型分类,无需废弃物,吨,2024,2024年,830869.7,"830,869.70","{""2022年"": ""758,551.17"", ""2023年"": ""845,202.67"", ""2024年"": ""830,869.70""}","按废物类型分类 无需废弃物 吨 吨 2022年 758,551.17 2023年 845,202.67 2024年 830,869.70",llm_no_match:“无需废弃物”不属于 Core ESG Schema 中任何定义的废弃物相关字段（如 hazardous_waste、non_hazardous_waste、total_waste 等），其名称无对应别名，语义不明确，无法确认是否等同于无害废弃物或一般固体废弃物，故不匹配。,0.3
page_51.png,废弃物处理,医疗废物处置费（以单位营收计算）,元/亿元,元/亿元,2024,2024年,0.05,0.05,"{""2022年"": ""0.05"", ""2023年"": ""0.05"", ""2024年"": ""0.05""}",医疗废物处置费（以单位营收计算） 元/亿元 元/亿元 2022年 0.05 2023年 0.05 2024年 0.05,llm_no_match:医疗废物处置费（以单位营收计算）是成本类经营绩效指标，反映费用支出强度，Core ESG Schema 中无对应字段；'医疗废物'虽与废弃物相关，但Schema中仅包含危险废弃物产生/排放量（hazardous_waste）、无害废弃物（non_hazardous_waste）、废弃物总量（total_waste）及回收率等物理量或比率，不涵盖按营收分摊的处置费用。,0.3
page_51.png,废弃物处理,无害废弃物需求（以单位营收计算）,吨/亿元,吨/亿元,2024,2024年,931.73,931.73,"{""2022年"": ""1,025.50"", ""2023年"": ""1,014.99"", ""2024年"": ""931.73""}","无害废弃物需求（以单位营收计算） 吨/亿元 吨/亿元 2022年 1,025.50 2023年 1,014.99 2024年 931.73",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_non_hazardous_waste,0.93
page_51.png,循环经济,废弃物循环利用量,吨,吨,2024,2024年,784674.08,"784,674.08","{""2022年"": ""770,500.43"", ""2023年"": ""796,478.80"", ""2024年"": ""784,674.08""}","废弃物循环利用量 吨 吨 2022年 770,500.43 2023年 796,478.80 2024年 784,674.08",llm_no_match:‘废弃物循环利用量’在 Core ESG Schema 中无对应 field_key；Schema 中有 recycled_water_volume（循环水或回用水量）、waste_recycling_rate（废弃物回收利用率），但无‘废弃物循环利用量’这一绝对量指标；该指标名称未出现在任何 aliases 中，且不属于已定义的废弃物产生、排放或回收率类字段。,0.3
page_51.png,循环经济,按废弃物类型分类,有害废弃物循环利用量,吨,2024,2024年,0,0,"{""2022年"": ""0"", ""2023年"": ""3.98"", ""2024年"": ""0""}",按废弃物类型分类 有害废弃物循环利用量 吨 吨 2022年 0 2023年 3.98 2024年 0,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_hazardous_waste,0.93
