applicability,category,confidence,evidence,field_key,field_name_cn,indicator_type,industry,merge_reason,missing_reason,page_image,raw_value,route_a_confidence,route_a_reason,route_a_status,route_b2_confidence,route_b2_evidence,route_b2_matched,route_b2_raw_value,route_b2_reason,route_b2_source_pages,route_b2_unit,route_b2_value,route_b2_year,route_b_confidence,route_b_evidence,route_b_matched,route_b_reason,route_b_source_pages,route_b_summary,row_label,source_pages,source_route,status,table_title,topic,unit,value,value_type,year
core,S,0.9400000000000001,其中女性员工总数 人 2023年 1952 2024年 2253,female_employees,,quantitative,pharma,route_a_selected,,page_65.png,2253,0.9400000000000001,normalized_alias_match:女性员工; schema_match_validated,extracted,,,,,,,,,,,,,,,,其中女性员工总数,page_65.png,route_a_appendix_table,extracted,,,人,2253,,2024
core,S,0.0,,female_employee_ratio,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,employee_turnover_rate,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.0,,training_total_hours,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.9,环保培训 人均培训时长 小时 2024年 2,training_hours_per_employee,,quantitative,pharma,route_a_selected,,page_41.png,2,0.9,heuristic_training_hours_per_employee; schema_match_validated,extracted,,,,,,,,,,,,,,,,人均培训时长,page_41.png,route_a_appendix_table,extracted,,环保培训,小时,2,,2024
core,S,0.97,员工培训覆盖率 % 2023年 100 2024年 100,training_coverage_rate,,quantitative,pharma,route_a_selected,,page_65.png,100,0.97,normalized_alias_match:员工培训覆盖率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训覆盖率,page_65.png,route_a_appendix_table,extracted,,,%,100,,2024
core,S,0.92,社保覆盖率 % 2023年 100 2024年 100,social_security_coverage,,quantitative,pharma,route_a_selected,,page_65.png,100,0.92,heuristic_social_security_coverage; schema_match_validated,extracted,,,,,,,,,,,,,,,,社保覆盖率,page_65.png,route_a_appendix_table,extracted,,,%,100,,2024
core,S,0.85,2024年，组织全体职工的健康体检及女职工的两癌筛查5110人次,employee_medical_checkup_coverage,,quantitative,pharma,route_b2_filled_missing_route_a,,,100%,0.0,,missing,0.85,2024年，组织全体职工的健康体检及女职工的两癌筛查5110人次,true,100%,定位到同义词'健康体检'，结合上下文'组织全体职工的健康体检'可合理推断体检覆盖全体职工，且2024年明确提及，数值100%为合理推断（因未提供员工总数，但'全体职工'表述暗示全覆盖），符合目标字段语义,[48],%,100,2024,,,,,,,员工体检覆盖率,[48],route_b2_quant_text_rag,extracted,,quant_text_rag,%,100,,2024
core,S,0.9,员工培训人次 人次 2023年 33922 2024年 30578,trained_employees_count,,quantitative,pharma,route_a_selected,,page_65.png,30578,0.9,heuristic_trained_employees_count; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训人次,page_65.png,route_a_appendix_table,extracted,,,人次,30578,,2024
core,S,0.0,,safety_accident_count,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.9,安全生产投入 万元 2023年 670.2 2024年 708.8,occupational_health_safety_investment,,quantitative,pharma,route_a_selected,,page_66.png,708.8,0.9,heuristic_ohs_investment; schema_match_validated,extracted,,,,,,,,,,,,,,,,安全生产投入,page_66.png,route_a_appendix_table,extracted,,,万元,708.8,,2024
core,S,0.9,安全应急演练次数 场次 2023年 156 2024年 185,safety_emergency_drill_count,,quantitative,pharma,route_a_selected,,page_66.png,185,0.9,heuristic_safety_emergency_drill_count; schema_match_validated,extracted,,,,,,,,,,,,,,,,安全应急演练次数,page_66.png,route_a_appendix_table,extracted,,,场次,185,,2024
core,S,0.0,,lost_work_days_due_to_injury,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,S,0.96,研发人员数量 人 2023年 1107 2024年 1110,r_and_d_personnel_count,,quantitative,pharma,route_a_selected,,page_65.png,1110,0.96,normalized_alias_match:研发人员数量; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发人员数量,page_65.png,route_a_appendix_table,extracted,,,人,1110,,2024
core,S,0.96,研发投入金额 万元 2023年 44337 2024年 43608,r_and_d_expense,,quantitative,pharma,route_a_selected,,page_65.png,43608,0.96,normalized_alias_match:研发投入金额; schema_match_validated,extracted,,,,,,,,,,,,,,,,研发投入金额,page_65.png,route_a_appendix_table,extracted,,,万元,43608,,2024
core,S,0.0,,public_welfare_investment,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.9500000000000001,董事会人数 人 2023年 11 2024年 11,board_size,,quantitative,pharma,route_a_selected,,page_66.png,11,0.9500000000000001,normalized_alias_match:董事会人数; schema_match_validated,extracted,,,,,,,,,,,,,,,,董事会人数,page_66.png,route_a_appendix_table,extracted,,,人,11,,2024
core,G,0.0,,independent_directors,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,independent_director_ratio,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,female_directors,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.94,召开董事会次数 次 2023年 13 2024年 8,board_meetings,,quantitative,pharma,route_a_selected,,page_66.png,8,0.94,heuristic_board_meetings_short_label; schema_match_validated,extracted,,,,,,,,,,,,,,,,召开董事会次数,page_66.png,route_a_appendix_table,extracted,,,次,8,,2024
core,G,0.94,召开股东大会次数 次 2023年 4 2024年 1,shareholder_meetings,,quantitative,pharma,route_a_selected,,page_66.png,1,0.94,heuristic_shareholder_meetings_short_label; schema_match_validated,extracted,,,,,,,,,,,,,,,,召开股东大会次数,page_66.png,route_a_appendix_table,extracted,,,次,1,,2024
core,G,0.0,,anti_corruption_training_sessions,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,anti_corruption_training_participants,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,G,0.0,,confirmed_corruption_cases,,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,,
core,E,0.92,新华医疗依据经营特点和情况，构建董事会监督、ESG领导小组管理、各职能部门和权属子公司执行的ESG治理机制，形成了有牵头、有配合、有分工的架构清晰、职责明确的组织体系。...定期识别与分析ESG相关议题的风险和机遇，制定ESG目标，并负责推进落实,esg_strategy_targets,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.92,新华医疗依据经营特点和情况，构建董事会监督、ESG领导小组管理、各职能部门和权属子公司执行的ESG治理机制，形成了有牵头、有配合、有分工的架构清晰、职责明确的组织体系。...定期识别与分析ESG相关议题的风险和机遇，制定ESG目标，并负责推进落实,true,候选文本明确提及'制定ESG目标'，并描述了由ESG领导小组及各职能部门负责推进落实的机制，符合ESG战略目标的定义，且证据为原文完整段落。,[13],公司明确将ESG目标纳入治理架构与战略实施体系，并通过组织机制推进落实。,公司明确将ESG目标纳入治理架构与战略实施体系，并通过组织机制推进落实。,[13],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,"公司积极开展气候风险分析与应对，结合自身情况识别实体及转型气候风险，评估其发生的时间范围及对公司的影响，并根据各类气候风险特点，有针对性地采取应对措施。

建立健全气候风险管理机制，定期评估和监测气候风险，制定相应的应对预案。例如，为应对极端天气事件，制定详细的应急响应计划，确保生产设施和供应链的稳定运行。",climate_risk_management,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,"公司积极开展气候风险分析与应对，结合自身情况识别实体及转型气候风险，评估其发生的时间范围及对公司的影响，并根据各类气候风险特点，有针对性地采取应对措施。

建立健全气候风险管理机制，定期评估和监测气候风险，制定相应的应对预案。例如，为应对极端天气事件，制定详细的应急响应计划，确保生产设施和供应链的稳定运行。",true,文本明确提及‘识别实体及转型气候风险’、‘建立气候风险管理机制’、‘定期评估和监测气候风险’及‘制定应对预案’，完全覆盖‘气候风险识别与管理’指标的核心要素，且为原文直接陈述。,[38],公司识别实体及转型气候风险，建立气候风险管理机制，定期评估和监测风险，并制定应对预案。,公司识别实体及转型气候风险，建立气候风险管理机制，定期评估和监测风险，并制定应对预案。,[38],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,公司严格遵守《中华人民共和国环境保护法》等相关法律法规，积极践行绿色发展理念，构建完善的环境管理体系。报告期内，公司修订完善了《环境保护管理制度汇编》，包含《危险废物管理制度》《污水管理制度》《废气管理制度》《环保目标管理考核细则》等18项保障制度，持续提升环保管理能力。公司持续完善环境管理，设立了以董事长为组长、分管领导、各经营单位负责人组成的环境管理领导小组，全面管理公司的环保工作。公司积极推进环境管理体系的建设与认证，持续加强环境管理，通过环境管理体系监督审核。新华医疗ISO 14001环境管理体系认证,environmental_management_system,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,公司严格遵守《中华人民共和国环境保护法》等相关法律法规，积极践行绿色发展理念，构建完善的环境管理体系。报告期内，公司修订完善了《环境保护管理制度汇编》，包含《危险废物管理制度》《污水管理制度》《废气管理制度》《环保目标管理考核细则》等18项保障制度，持续提升环保管理能力。公司持续完善环境管理，设立了以董事长为组长、分管领导、各经营单位负责人组成的环境管理领导小组，全面管理公司的环保工作。公司积极推进环境管理体系的建设与认证，持续加强环境管理，通过环境管理体系监督审核。新华医疗ISO 14001环境管理体系认证,true,候选文本明确提及'构建完善的环境管理体系'、'推进环境管理体系的建设与认证'、'通过环境管理体系监督审核'，并列出具体制度和ISO 14001认证，完全符合环境管理体系的定义和 aliases 范围。,[34],公司构建并持续完善环境管理体系，修订《环境保护管理制度汇编》，设立环境管理领导小组，并推进ISO 14001认证与监督审核。,公司构建并持续完善环境管理体系，修订《环境保护管理制度汇编》，设立环境管理领导小组，并推进ISO 14001认证与监督审核。,[34],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,公司主要使用能源为电力、天然气，通过积极推动节能改造项目以减少能源浪费，并持续建设光伏发电项目以提升清洁能源使用比例。公司制定节约用水管理制度，采用节水技术和节水设备等措施，探索水资源的“梯级利用”和循环使用，积极履行环境保护责任、推动绿色低碳发展。莎罗雅将纯水生产过程中产生的浓水再利用，用于厂区景观池补水，实现资源高效利用与生态美化双赢。新华血液公司积极探索并实施了一系列行之有效的节水措施。该公司在产品完整性测试中使用高纯度的注射用水，通过对测试用水回收并进行严格的水质评估，能够满足蒸汽蒸发器系统的水质要求，作为生产蒸汽的水源进行再利用。这一措施每年可节水超1000吨，节水效果显著，同时降低运营成本。热泵新风换气机使用热回收技术，压缩制冷循环工况改善，能效比提高，与传统的热泵新风机组相比，节能达50%以上。公司在2024年项目节能改造时，采购变频空压机等高效节能设备，应用智能控制系统，实现低能耗低噪声运行。,energy_saving_measures,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,公司主要使用能源为电力、天然气，通过积极推动节能改造项目以减少能源浪费，并持续建设光伏发电项目以提升清洁能源使用比例。公司制定节约用水管理制度，采用节水技术和节水设备等措施，探索水资源的“梯级利用”和循环使用，积极履行环境保护责任、推动绿色低碳发展。莎罗雅将纯水生产过程中产生的浓水再利用，用于厂区景观池补水，实现资源高效利用与生态美化双赢。新华血液公司积极探索并实施了一系列行之有效的节水措施。该公司在产品完整性测试中使用高纯度的注射用水，通过对测试用水回收并进行严格的水质评估，能够满足蒸汽蒸发器系统的水质要求，作为生产蒸汽的水源进行再利用。这一措施每年可节水超1000吨，节水效果显著，同时降低运营成本。热泵新风换气机使用热回收技术，压缩制冷循环工况改善，能效比提高，与传统的热泵新风机组相比，节能达50%以上。公司在2024年项目节能改造时，采购变频空压机等高效节能设备，应用智能控制系统，实现低能耗低噪声运行。,true,候选文本中明确提及了多项具体的节能减排措施，包括节能改造、光伏发电、节水技术、设备升级、水资源循环利用等，均属于‘节能减排措施’的直接表述，符合定性指标抽取规则。,[36],公司通过节能改造项目、使用高效节能设备、建设光伏发电项目、实施水资源梯级利用与循环使用等措施落实节能减排。,公司通过节能改造项目、使用高效节能设备、建设光伏发电项目、实施水资源梯级利用与循环使用等措施落实节能减排。,[36],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,"公司制定节约用水管理制度，采用节水技术和节水设备等措施，探索水资源的“梯级利用”和循环使用，积极履行环境保护责任、推动绿色低碳发展。
公司在公共场所设置节约用水标识，组织开展节约用水宣传活动，提高员工的节水意识。
莎罗雅将纯水生产过程中产生的浓水再利用，用于厂区景观池补水，实现资源高效利用与生态美化双赢。
新华血液公司积极探索并实施了一系列行之有效的节水措施。该公司在产品完整性测试中使用高纯度的注射用水，通过对测试用水回收并进行严格的水质评估，能够满足蒸汽蒸发器系统的水质要求，作为生产蒸汽的水源进行再利用。这一措施每年可节水超1000吨，节水效果显著，同时降低运营成本。",water_management_measures,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,"公司制定节约用水管理制度，采用节水技术和节水设备等措施，探索水资源的“梯级利用”和循环使用，积极履行环境保护责任、推动绿色低碳发展。
公司在公共场所设置节约用水标识，组织开展节约用水宣传活动，提高员工的节水意识。
莎罗雅将纯水生产过程中产生的浓水再利用，用于厂区景观池补水，实现资源高效利用与生态美化双赢。
新华血液公司积极探索并实施了一系列行之有效的节水措施。该公司在产品完整性测试中使用高纯度的注射用水，通过对测试用水回收并进行严格的水质评估，能够满足蒸汽蒸发器系统的水质要求，作为生产蒸汽的水源进行再利用。这一措施每年可节水超1000吨，节水效果显著，同时降低运营成本。",true,候选文本明确提及了多项水资源管理措施，包括制定节约用水管理制度、使用节水技术与设备、水资源梯级利用与循环使用、回收再利用废水、设置节水标识和开展宣传活动，这些均属于水资源管理措施的直接描述，符合定性指标抽取规则。,[36],公司制定节约用水管理制度，采用节水技术和设备，探索水资源梯级利用与循环使用，并开展节水宣传活动。,公司制定节约用水管理制度，采用节水技术和设备，探索水资源梯级利用与循环使用，并开展节水宣传活动。,[36],route_b_text_rag,extracted,,正文定性机制,,True,,
core,E,0.95,公司在生产过程中产生的固体废弃物包含生活垃圾、一般固体废物和危险废物，严格遵守公司《危险废物管理制度》《一般固体废物管理制度》等要求进行分类收集，合规管理，减少固废对环境的污染，实现资源的循环利用。,waste_management_measures,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,公司在生产过程中产生的固体废弃物包含生活垃圾、一般固体废物和危险废物，严格遵守公司《危险废物管理制度》《一般固体废物管理制度》等要求进行分类收集，合规管理，减少固废对环境的污染，实现资源的循环利用。,true,候选文本明确提及公司依据《危险废物管理制度》和《一般固体废物管理制度》对废弃物进行分类收集与合规管理，符合废弃物管理措施的定性指标要求，且证据为完整原文句子。,[40],公司通过制定并执行《危险废物管理制度》和《一般固体废物管理制度》，对一般固体废物和危险废物进行分类收集、合规管理，并交由有资质单位处置，实现资源循环利用。,公司通过制定并执行《危险废物管理制度》和《一般固体废物管理制度》，对一般固体废物和危险废物进行分类收集、合规管理，并交由有资质单位处置，实现资源循环利用。,[40],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.9,"完善薪酬福利体系
打通晋升通道
关注职业健康
保障安全生产",employee_rights_policy,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.9,"完善薪酬福利体系
打通晋升通道
关注职业健康
保障安全生产",true,候选文本在‘员工权益和福利’‘职业健康与安全’‘完善薪酬福利体系’‘保障安全生产’等条目中明确提及了保障员工权益的具体措施，符合‘员工权益保障政策’的定义，且证据来自原文直接列出的措施清单。,[14],公司通过完善薪酬福利体系、关注职业健康、保障安全生产等措施保障员工权益。,公司通过完善薪酬福利体系、关注职业健康、保障安全生产等措施保障员工权益。,[14],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.9,新华医疗严格落实《中华人民共和国职业病防治法》等相关法律法规，全面保障员工的职业健康与安全，持续推进职业健康与安全管理建设，加强职业病危害识别和防治工作，创造良好职业环境，切实保障员工的职业健康与安全。,occupational_health_safety_system,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.9,新华医疗严格落实《中华人民共和国职业病防治法》等相关法律法规，全面保障员工的职业健康与安全，持续推进职业健康与安全管理建设，加强职业病危害识别和防治工作，创造良好职业环境，切实保障员工的职业健康与安全。,true,文本明确提及'持续推进职业健康与安全管理建设'，并结合职业健康检查、防护设施、培训考核等系统性措施，符合'职业健康安全管理体系'的定义，且未使用常识补全。,[48],公司通过职业健康检查、防护设施管理、培训考核及法律法规遵循等措施，系统性推进职业健康与安全管理。,公司通过职业健康检查、防护设施管理、培训考核及法律法规遵循等措施，系统性推进职业健康与安全管理。,[48],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.95,"公司开展多元职业发展培训项目，制定并发布了《教育培训管理办法》，优化培训资源配置，构建了涵盖文化制度类、通用管理类、专业技能类等多个模块的全方位培训体系。报告期内，公司共举办培训334场，参与员工30578人次，培训覆盖率100%。公司完善双通道晋升机制,启动岗位任职资格体系建设,通过任职资格体系指导人才引进、岗位聘用、薪酬体系设计、考核激励设计、培训体系建设等人才队伍建设工作,牵引员工提升专业能力,促进优秀人才脱颖而出,激发员工活力与组织创新动能。",employee_training_development,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,"公司开展多元职业发展培训项目，制定并发布了《教育培训管理办法》，优化培训资源配置，构建了涵盖文化制度类、通用管理类、专业技能类等多个模块的全方位培训体系。报告期内，公司共举办培训334场，参与员工30578人次，培训覆盖率100%。公司完善双通道晋升机制,启动岗位任职资格体系建设,通过任职资格体系指导人才引进、岗位聘用、薪酬体系设计、考核激励设计、培训体系建设等人才队伍建设工作,牵引员工提升专业能力,促进优秀人才脱颖而出,激发员工活力与组织创新动能。",true,候选文本明确提及'全方位培训体系'、'多元职业发展培训项目'、'教育培训管理办法'以及'双通道晋升机制'，并将其与员工能力提升和人才发展直接关联，完全覆盖'员工培训与发展机制'的定义及别名。,[46],公司构建了涵盖文化制度类、通用管理类、专业技能类等多个模块的全方位培训体系，并完善双通道晋升机制，系统化推进员工培训与发展。,公司构建了涵盖文化制度类、通用管理类、专业技能类等多个模块的全方位培训体系，并完善双通道晋升机制，系统化推进员工培训与发展。,[46],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.95,新华医疗恪守国家及业务运营所在地相关劳动和就业法律法规，进一步修订《公司招聘管理制度》，严格规范招聘及入职流程，以公平公正、公开透明原则开展人才引进工作，不因国籍、民族、性别、年龄、宗教、婚姻状况、残疾状况等个人特征影响录用决策，致力于为所有应聘者提供平等的竞争机会。公司严格遵守《中华人民共和国未成年人保护法》《禁止使用童工规定》的要求，公司在员工招聘、入职等重要环节进行年龄审核，避免发生雇佣童工和强制劳动的现象。...致力于为员工提供平等、多元、包容、健康的职场环境，不断提升员工归属感和幸福感。,diversity_equal_opportunity,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.95,新华医疗恪守国家及业务运营所在地相关劳动和就业法律法规，进一步修订《公司招聘管理制度》，严格规范招聘及入职流程，以公平公正、公开透明原则开展人才引进工作，不因国籍、民族、性别、年龄、宗教、婚姻状况、残疾状况等个人特征影响录用决策，致力于为所有应聘者提供平等的竞争机会。公司严格遵守《中华人民共和国未成年人保护法》《禁止使用童工规定》的要求，公司在员工招聘、入职等重要环节进行年龄审核，避免发生雇佣童工和强制劳动的现象。...致力于为员工提供平等、多元、包容、健康的职场环境，不断提升员工归属感和幸福感。,true,文本明确提及招聘中不因多种个人特征（包括性别、民族、年龄等）影响录用决策，强调平等竞争机会，并直接使用'平等、多元、包容'等与目标指标高度相关的术语，符合'多元化与平等雇佣政策'的定义。,[43],公司明确制定并实施不因国籍、民族、性别、年龄、宗教、婚姻状况、残疾状况等个人特征影响录用决策的平等雇佣政策，并致力于提供多元、包容的职场环境。,公司明确制定并实施不因国籍、民族、性别、年龄、宗教、婚姻状况、残疾状况等个人特征影响录用决策的平等雇佣政策，并致力于提供多元、包容的职场环境。,[43],route_b_text_rag,extracted,,正文定性机制,,True,,
core,S,0.92,新华医疗积极赋能供应商合规与可持续发展能力建设，通过供应商培训会议向供应商宣贯公司发展规划、战略文化、所处的行业背景和现状、供应链架构以及质量和货期等要求，推动采购业务链协同发展，为合力构建更为高效、安全、通畅、优质的供应链系统打下良好基础。报告期内，约谈69家供应商。供应商考核评价与退出：并进行分级管理。评价等级为C类为不合格供应商，列入黑名单，2年内不得参与公司采购活动。,supplier_esg_assessment,,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,,missing,,,,,,,,,,0.92,新华医疗积极赋能供应商合规与可持续发展能力建设，通过供应商培训会议向供应商宣贯公司发展规划、战略文化、所处的行业背景和现状、供应链架构以及质量和货期等要求，推动采购业务链协同发展，为合力构建更为高效、安全、通畅、优质的供应链系统打下良好基础。报告期内，约谈69家供应商。供应商考核评价与退出：并进行分级管理。评价等级为C类为不合格供应商，列入黑名单，2年内不得参与公司采购活动。,true,候选文本明确提及通过培训、准入审核和ABC分类评价机制对供应商进行管理，符合'供应商ESG管理机制'的定义，且包含具体措施和执行情况。,[32],新华医疗通过供应商培训、准入审核和分类评价机制推动供应链可持续发展。,新华医疗通过供应商培训、准入审核和分类评价机制推动供应链可持续发展。,[32],route_b_text_rag,extracted,,正文定性机制,,True,,
