column_label,confidence,evidence_text,metric_name,page_image,raw_value,reason,table_title,topic,unit,value,values,year
2024年,0.93,按处置方式分类的无害废弃物量：焚烧且有进行能量回收 吨 2024年 17,按处置方式分类的无害废弃物量：焚烧且有进行能量回收,page_37.png,17,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,无害废弃物排放数据,,吨,17,"{""2024年"": ""17""}",2024
2024年,0.93,"按处置方式分类的无害废弃物量：焚烧且无能量回收 吨 2024年 1,887",按处置方式分类的无害废弃物量：焚烧且无能量回收,page_37.png,"1,887",rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,无害废弃物排放数据,,吨,1887,"{""2024年"": ""1,887""}",2024
2024年,0.0,1 根据设备实际运行情况进行变频，节约电量 节电：18.7万度 川南分厂,根据设备实际运行情况进行变频，节约电量,page_38.png,18.7,no_schema_match,2024年各分厂能源管理方案清单,,节电：18.7万度,18.7,"{""2024年"": ""18.7""}",2024
2024年,0.0,2 对物料预热加热，降低蒸馏时长 节电：5.5万度,对物料预热加热，降低蒸馏时长,page_38.png,5.5,no_schema_match,2024年各分厂能源管理方案清单,,节电：5.5万度,5.5,"{""2024年"": ""5.5""}",2024
2024年,0.0,3 车间独立供冷改为厂区集中供冷 节电：4.5万度,车间独立供冷改为厂区集中供冷,page_38.png,4.5,no_schema_match,2024年各分厂能源管理方案清单,,节电：4.5万度,4.5,"{""2024年"": ""4.5""}",2024
2024年,0.0,4 新蒸汽直接加热工艺，减少热泵耗电 节电：17.7万度,新蒸汽直接加热工艺，减少热泵耗电,page_38.png,17.7,no_schema_match,2024年各分厂能源管理方案清单,,节电：17.7万度,17.7,"{""2024年"": ""17.7""}",2024
2024年,0.0,5 监控水池湿度，减少内循环泵运行时间 节电：7.1万度,监控水池湿度，减少内循环泵运行时间,page_38.png,7.1,no_schema_match,2024年各分厂能源管理方案清单,,节电：7.1万度,7.1,"{""2024年"": ""7.1""}",2024
2024年,0.0,6 优化冷却水塔位置，减少输送损耗 /,优化冷却水塔位置，减少输送损耗,page_38.png,-,no_schema_match,2024年各分厂能源管理方案清单,,/,,"{""2024年"": ""-""}",2024
2024年,0.0,7 合并水泵使用，提高水泵利用率 节电：14.4万度 汶桥分厂,合并水泵使用，提高水泵利用率,page_38.png,14.4,no_schema_match,2024年各分厂能源管理方案清单,,节电：14.4万度,14.4,"{""2024年"": ""14.4""}",2024
2024年,0.0,8 新增小功率泵，根据需求调整使用小泵，减少能耗 节电：12.9万度,新增小功率泵，根据需求调整使用小泵，减少能耗,page_38.png,12.9,no_schema_match,2024年各分厂能源管理方案清单,,节电：12.9万度,12.9,"{""2024年"": ""12.9""}",2024
2024年,0.0,9 根据车间需求调整空压机压力 /,根据车间需求调整空压机压力,page_38.png,-,no_schema_match,2024年各分厂能源管理方案清单,,/,,"{""2024年"": ""-""}",2024
2024年,0.0,10 相抵实际需求大泵换小泵，减少能源浪费 节电：3.75万度,相抵实际需求大泵换小泵，减少能源浪费,page_38.png,3.75,no_schema_match,2024年各分厂能源管理方案清单,,节电：3.75万度,3.75,"{""2024年"": ""3.75""}",2024
2024年,0.0,11 更换高效水泵及配套电机 节电：7.1万度 制剂分厂,更换高效水泵及配套电机,page_38.png,7.1,no_schema_match,2024年各分厂能源管理方案清单,,节电：7.1万度,7.1,"{""2024年"": ""7.1""}",2024
2024年,0.0,12 更换一级能效冷水机组 节电：57.6万度,更换一级能效冷水机组,page_38.png,57.6,no_schema_match,2024年各分厂能源管理方案清单,,节电：57.6万度,57.6,"{""2024年"": ""57.6""}",2024
2024年,0.0,合计 节电：149.25万度 /,合计,page_38.png,149.25,no_schema_match,2024年各分厂能源管理方案清单,,节电：149.25万度,149.25,"{""2024年"": ""149.25""}",2024
2024年,0.0,"原煤用量 吨 2024年 22,612",原煤用量,page_38.png,"22,612",no_schema_match,能源使用数据表,,吨,22612,"{""2024年"": ""22,612""}",2024
2024年,0.0,固废源柴油用量 吨 2024年 778,固废源柴油用量,page_38.png,778,no_schema_match,能源使用数据表,,吨,778,"{""2024年"": ""778""}",2024
2024年,0.0,"汽油用量 升 2024年 107,143",汽油用量,page_38.png,"107,143",no_schema_match,能源使用数据表,,升,107143,"{""2024年"": ""107,143""}",2024
2024年,0.0,"外购蒸汽用量 百焦 2024年 1,337,849",外购蒸汽用量,page_38.png,"1,337,849",no_schema_match,能源使用数据表,,百焦,1337849,"{""2024年"": ""1,337,849""}",2024
2024年,0.9342857142857143,综合能源消耗密度 吨标煤/百万营收 2024年 11.63,综合能源消耗密度,page_38.png,11.63,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=fuzzy_alias_match:0.86:能源消耗密度,能源使用数据表,,吨标煤/百万营收,11.63,"{""2024年"": ""11.63""}",2024
2024年,0.0,环境合规管理 因违反环境保护法律法规而受到的罚款总额 万元人民币 0,因违反环境保护法律法规而受到的罚款总额,page_58.png,0,no_schema_match,环境合规管理,环境合规管理,万元人民币,0,"{""2024年"": ""0""}",2024
2024年,0.0,环境合规管理 因违反环境保护法律法规而受到处罚的事件数 件 0,因违反环境保护法律法规而受到处罚的事件数,page_58.png,0,no_schema_match,环境合规管理,环境合规管理,件,0,"{""2024年"": ""0""}",2024
2024年,0.0,环境合规管理 因违反环境法律法规通过争端解决机制提起的事件数 件 0,因违反环境法律法规通过争端解决机制提起的事件数,page_58.png,0,no_schema_match,环境合规管理,环境合规管理,件,0,"{""2024年"": ""0""}",2024
2024年,0.0,环境合规管理 因污染物超标或违规排放而受到处罚的事件数 件 0,因污染物超标或违规排放而受到处罚的事件数,page_58.png,0,no_schema_match,环境合规管理,环境合规管理,件,0,"{""2024年"": ""0""}",2024
2024年,0.0,"能源利用 原煤用量 吨 22,612",原煤用量,page_58.png,"22,612",no_schema_match,能源利用,能源利用,吨,22612,"{""2024年"": ""22,612""}",2024
2024年,0.0,能源利用 固定源柴油用量 吨 778,固定源柴油用量,page_58.png,778,no_schema_match,能源利用,能源利用,吨,778,"{""2024年"": ""778""}",2024
2024年,0.0,"能源利用 公务车汽油用量 升 107,143",公务车汽油用量,page_58.png,"107,143",no_schema_match,能源利用,能源利用,升,107143,"{""2024年"": ""107,143""}",2024
2024年,0.0,"能源利用 外购蒸汽用量 吉焦 1,337,849",外购蒸汽用量,page_58.png,"1,337,849",no_schema_match,能源利用,能源利用,吉焦,1337849,"{""2024年"": ""1,337,849""}",2024
2024年,0.9342857142857143,能源利用 综合能源消耗密度 吨标煤／百万营收 11.63,综合能源消耗密度,page_58.png,11.63,rejected_by_schema_validator:unit_type_mismatch:intensity; original_reason=fuzzy_alias_match:0.86:能源消耗密度,能源利用,能源利用,吨标煤／百万营收,11.63,"{""2024年"": ""11.63""}",2024
2024年,0.0,"能源利用 制品成包装材料使用总量 吨 3,770",制品成包装材料使用总量,page_58.png,"3,770",no_schema_match,能源利用,能源利用,吨,3770,"{""2024年"": ""3,770""}",2024
2024年,0.94,"水资源利用 废气排放总量 千克 269,951",废气排放总量,page_58.png,"269,951",rejected_by_schema_validator:required_keyword_missing; original_reason=fuzzy_alias_match:0.91:废气排放量,水资源利用,水资源利用,千克,269951,"{""2024年"": ""269,951""}",2024
2024年,0.93,"水资源利用 按处置方式分类的无害废弃物量：回收／再利用 吨 3,097",按处置方式分类的无害废弃物量：回收／再利用,page_58.png,"3,097",rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,水资源利用,水资源利用,吨,3097,"{""2024年"": ""3,097""}",2024
2024年,0.93,水资源利用 按处置方式分类的无害废弃物量：焚烧且有进行能量回收 吨 17,按处置方式分类的无害废弃物量：焚烧且有进行能量回收,page_58.png,17,rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,水资源利用,水资源利用,吨,17,"{""2024年"": ""17""}",2024
2024年,0.93,"水资源利用 按处置方式分类的无害废弃物量：焚烧且无能量回收 吨 1,887",按处置方式分类的无害废弃物量：焚烧且无能量回收,page_58.png,"1,887",rejected_by_schema_validator:required_keyword_missing; original_reason=heuristic_non_hazardous_waste,水资源利用,水资源利用,吨,1887,"{""2024年"": ""1,887""}",2024
2024年,0.96,"应对气候变化 温室气体排放总量（范围一＋范围二） 吨二氧化碳当量 408,383",温室气体排放总量（范围一＋范围二）,page_58.png,"408,383",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_scope_1,应对气候变化,应对气候变化,吨二氧化碳当量,408383,"{""2024年"": ""408,383""}",2024
2024年,0.96,应对气候变化 温室气体排放密度（范围一＋范围二） 吨二氧化碳当量／百万营收 42.77,温室气体排放密度（范围一＋范围二）,page_58.png,42.77,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=heuristic_scope_1,应对气候变化,应对气候变化,吨二氧化碳当量／百万营收,42.77,"{""2024年"": ""42.77""}",2024
2024年,0.92,"应对气候变化 参与体检的员工人数 人 9,065",参与体检的员工人数,page_58.png,"9,065",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,应对气候变化,应对气候变化,人,9065,"{""2024年"": ""9,065""}",2024
2024年,0.0,应对气候变化 职工体检经费 万元人民币 334.47,职工体检经费,page_58.png,334.47,no_schema_match,应对气候变化,应对气候变化,万元人民币,334.47,"{""2024年"": ""334.47""}",2024
2024年,0.0,"应对气候变化 员工流失人数 人 1,172",员工流失人数,page_58.png,"1,172",no_schema_match,应对气候变化,应对气候变化,人,1172,"{""2024年"": ""1,172""}",2024
2024年,0.92,应对气候变化 少数民族员工人数 人 273,少数民族员工人数,page_58.png,273,rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,应对气候变化,应对气候变化,人,273,"{""2024年"": ""273""}",2024
2024年,0.92,"应对气候变化 参加职业病体检的员工人数 人 5,474",参加职业病体检的员工人数,page_58.png,"5,474",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,应对气候变化,应对气候变化,人,5474,"{""2024年"": ""5,474""}",2024
2024年,0.0,应对气候变化 因工伤而死亡的员工比例 % 0,因工伤而死亡的员工比例,page_58.png,0,no_schema_match,应对气候变化,应对气候变化,%,0,"{""2024年"": ""0""}",2024
2024年,0.92,"应对气候变化 接受职业健康与安全培训的员工人数 人 9,065",接受职业健康与安全培训的员工人数,page_58.png,"9,065",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工人数,应对气候变化,应对气候变化,人,9065,"{""2024年"": ""9,065""}",2024
2024年,0.0,应对气候变化 职业健康与安全培训覆盖的员工比例 % 100,职业健康与安全培训覆盖的员工比例,page_58.png,100,no_schema_match,应对气候变化,应对气候变化,%,100,"{""2024年"": ""100""}",2024
2024年,0.0,应对气候变化 因违反职业健康与安全法律法规而受到处罚的事件数 件 0,因违反职业健康与安全法律法规而受到处罚的事件数,page_58.png,0,no_schema_match,应对气候变化,应对气候变化,件,0,"{""2024年"": ""0""}",2024
2024年,0.93,"应对气候变化 接受培训的员工总人数 人 9,065",接受培训的员工总人数,page_58.png,"9,065",rejected_by_schema_validator:forbidden_keyword_hit; original_reason=alias_match:员工总人数,应对气候变化,应对气候变化,人,9065,"{""2024年"": ""9,065""}",2024
2024年,0.92,"应对气候变化 女性员工接受培训的总时长 小时 307,520",女性员工接受培训的总时长,page_58.png,"307,520",rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=alias_match:女性员工,应对气候变化,应对气候变化,小时,307520,"{""2024年"": ""307,520""}",2024
2024年,0.92,"应对气候变化 男性员工接受培训的总时长 小时 459,401",男性员工接受培训的总时长,page_58.png,"459,401",rejected_by_schema_validator:unit_type_mismatch:person_count; original_reason=alias_match:男性员工,应对气候变化,应对气候变化,小时,459401,"{""2024年"": ""459,401""}",2024
2024年,0.0,应对气候变化 员工接受培训平均时长 小时 84,员工接受培训平均时长,page_58.png,84,no_schema_match,应对气候变化,应对气候变化,小时,84,"{""2024年"": ""84""}",2024
