applicability,category,confidence,evidence,field_key,field_name_cn,indicator_type,industry,merge_reason,missing_reason,page_image,raw_value,route_a_confidence,route_a_reason,route_a_status,route_b2_confidence,route_b2_evidence,route_b2_matched,route_b2_raw_value,route_b2_reason,route_b2_source_pages,route_b2_unit,route_b2_value,route_b2_year,route_b_confidence,route_b_evidence,route_b_matched,route_b_reason,route_b_source_pages,route_b_summary,row_label,source_pages,source_route,status,table_title,topic,unit,value,value_type,year
core,E,0.0,,air_pollutant_emissions,废气或大气污染物排放量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.96,"无害废弃物总量 吨 2024年 5,001",non_hazardous_waste,一般废弃物产生量,quantitative,pharma,route_a_selected,,page_37.png,"5,001",0.96,manual_alias_override:无害废弃物总量; schema_match_validated,extracted,,,,,,,,,,,,,,,,无害废弃物总量,page_37.png,route_a_appendix_table,extracted,无害废弃物排放数据,,吨,5001,number,2024
core,E,0.93,"有害废弃物总量 吨 2024年 87,383",hazardous_waste,危险废弃物产生量,quantitative,pharma,route_a_selected,,page_37.png,"87,383",0.93,heuristic_hazardous_waste; schema_match_validated,extracted,,,,,,,,,,,,,,,,有害废弃物总量,page_37.png,route_a_appendix_table,extracted,有害废弃物排放数据,,吨,87383,number,2024
core,E,0.92,"年度环保投资支出 万元人民币 25,562.67",environmental_investment,环保投入金额,quantitative,pharma,route_a_selected,,page_34.png,"25,562.67",0.92,heuristic_environmental_investment; schema_match_validated,extracted,,,,,,,,,,,,,,,,年度环保投资支出,page_34.png,route_a_appendix_table,extracted,完善环境突发应急预案,,万元人民币,25562.67,number,2024
core,E,0.0,,environmental_penalty_count,环境违规或处罚事件数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.93,"应对气候变化 员工总人数 人 9,065",total_employees,员工总数,quantitative,pharma,route_a_selected,,page_58.png,"9,065",0.93,heuristic_total_employees; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工总人数,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,人,9065,number,2024
core,S,0.92,"应对气候变化 男性员工人数 人 5,341",male_employees,男性员工人数,quantitative,pharma,route_a_selected,,page_58.png,"5,341",0.92,heuristic_male_employees; schema_match_validated,extracted,,,,,,,,,,,,,,,,男性员工人数,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,人,5341,number,2024
core,S,0.92,"应对气候变化 女性员工人数 人 3,724",female_employees,女性员工人数,quantitative,pharma,route_a_selected,,page_58.png,"3,724",0.92,heuristic_female_employees; schema_match_validated,extracted,,,,,,,,,,,,,,,,女性员工人数,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,人,3724,number,2024
core,S,0.0,,female_employee_ratio,女性员工比例,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,percentage,
core,S,0.9500000000000001,应对气候变化 员工流失率 % 16.02,employee_turnover_rate,员工流失率,quantitative,pharma,route_a_selected,,page_58.png,16.02,0.9500000000000001,normalized_alias_match:员工流失率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工流失率,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,%,16.02,percentage,2024
core,S,0.9500000000000001,"应对气候变化 员工接受培训总时长 小时 766,921",training_total_hours,员工培训总时长,quantitative,pharma,route_a_selected,,page_58.png,"766,921",0.9500000000000001,normalized_alias_match:培训总时长; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工接受培训总时长,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,小时,766921,number,2024
core,S,0.95,员工人均接受反商业贿赂及反贪污培训时长：1小时/ 人,training_hours_per_employee,人均培训时长,quantitative,pharma,route_b2_filled_missing_route_a,,,1小时/ 人,0.0,not_found,missing,0.95,员工人均接受反商业贿赂及反贪污培训时长：1小时/ 人,true,1小时/ 人,定位到目标字段同义词'员工人均接受反商业贿赂及反贪污培训时长'，与'人均'匹配，数值为1，单位为小时/人，年份为2024；虽含'反商业贿赂及反贪污'，但该字段为人均培训时长的直接表达，且无其他更符合的指标，符合唯一对应关系，无需排除,"[16, 59]",小时,1,2024,,,,,,,人均培训时长,"[16, 59]",route_b2_quant_text_rag,extracted,,quant_text_rag,小时,1,number,2024
core,S,0.97,应对气候变化 员工培训覆盖率 % 100,training_coverage_rate,员工培训覆盖率,quantitative,pharma,route_a_selected,,page_58.png,100,0.97,normalized_alias_match:员工培训覆盖率; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工培训覆盖率,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,%,100,percentage,2024
core,S,0.92,应对气候变化 社会保险覆盖率 % 100,social_security_coverage,社会保险覆盖率,quantitative,pharma,route_a_selected,,page_58.png,100,0.92,heuristic_social_security_coverage; schema_match_validated,extracted,,,,,,,,,,,,,,,,社会保险覆盖率,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,%,100,percentage,2024
core,S,0.9,应对气候变化 员工体检覆盖率 % 100,employee_medical_checkup_coverage,员工体检覆盖率,quantitative,pharma,route_a_selected,,page_58.png,100,0.9,heuristic_employee_medical_checkup_coverage; schema_match_validated,extracted,,,,,,,,,,,,,,,,员工体检覆盖率,page_58.png,route_a_appendix_table,extracted,应对气候变化,应对气候变化,%,100,percentage,2024
core,S,0.0,,trained_employees_count,受训员工人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,safety_accident_count,安全生产事故数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,occupational_health_safety_investment,安全生产投入,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,safety_emergency_drill_count,安全应急演练次数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,lost_work_days_due_to_injury,因工伤损失工作日数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.0,,r_and_d_personnel_count,研发人员数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,S,0.95,2024年，公司研发投入总计12.00亿元，同比增长2.61%。,r_and_d_expense,研发投入金额,quantitative,pharma,route_b2_filled_missing_route_a,,,12.00亿元,0.0,not_found,missing,0.95,2024年，公司研发投入总计12.00亿元，同比增长2.61%。,true,12.00亿元,定位到目标字段同义词'研发投入'，提取到明确年份2024和原始数值12.00亿元，单位亿元转换为元需乘以100000000,[21],元,120000,2024,,,,,,,研发投入金额,[21],route_b2_quant_text_rag,extracted,,quant_text_rag,元,120000,number,2024
core,S,0.77,2024年，公司合计对外捐赠895.69万元，广泛支持慈善、教育、乡村振兴等领域。,public_welfare_investment,公益投入金额,quantitative,pharma,route_b2_filled_missing_route_a,,,895.69万元,0.0,not_found,missing,0.77,2024年，公司合计对外捐赠895.69万元，广泛支持慈善、教育、乡村振兴等领域。,true,895.69万元,定位到目标字段同义词'对外捐赠'，提取到明确年份2024和原始数值895.69万元，单位与目标单位一致，无需转换;soft_penalty:public_welfare_single_project_or_partial_donation,[56],万元,895.69,2024,,,,,,,公益投入金额,[56],route_b2_quant_text_rag,extracted,,quant_text_rag,万元,895.69,number,2024
core,G,0.0,,board_size,董事会人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,independent_directors,独立董事人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.95,"董事会独立董事占比
非独立董事
67%
董事
独立董事
33%",independent_director_ratio,独立董事比例,quantitative,pharma,route_b2_filled_missing_route_a,,,33%,0.0,not_found,missing,0.95,"董事会独立董事占比
非独立董事
67%
董事
独立董事
33%",true,33%,定位到目标字段同义词'独立董事占比'，提取到明确数值33%和年份2024（上下文为2024年度报告），单位为%，与目标单位一致，且未出现任何forbidden_any词汇，语义一一对应,[13],%,33.33,2024,,,,,,,独立董事比例,[13],route_b2_quant_text_rag,extracted,,quant_text_rag,%,33.33,percentage,2024
core,G,0.0,,female_directors,女性董事人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,board_meetings,董事会会议次数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,shareholder_meetings,股东大会会议次数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,anti_corruption_training_sessions,反腐败培训次数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,anti_corruption_training_participants,反腐败培训人数,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,G,0.0,,confirmed_corruption_cases,确认腐败案件数量,quantitative,pharma,missing_after_route_a,not_disclosed_or_extraction_failed,,,0.0,not_found,missing,,,,,,,,,,,,,,,,,,missing,missing,,,,,number,
core,E,0.92,"华海药业高度重视CSR 管理工作, 在董事会的领导下, 公司形成了自上而下的社会责任治理体系, 通过决策层、管理层、执行层三级管理架构, 对策略、目标制定以及执行等环节进行严格把控。华海药业将CSR 发展目标与战略融入公司的日常经营发展之中，各职能部门、分子公司均将相关因素融入工作绩效考核指标之中。",esg_strategy_targets,ESG战略目标,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.92,"华海药业高度重视CSR 管理工作, 在董事会的领导下, 公司形成了自上而下的社会责任治理体系, 通过决策层、管理层、执行层三级管理架构, 对策略、目标制定以及执行等环节进行严格把控。华海药业将CSR 发展目标与战略融入公司的日常经营发展之中，各职能部门、分子公司均将相关因素融入工作绩效考核指标之中。",true,文本明确提及'CSR发展目标与战略'的制定、管理架构及落地机制，且CSR在上下文中与ESG战略目标同义，符合'ESG战略目标'的别名定义。,[9],华海药业将CSR发展目标与战略融入日常经营，并通过三级管理架构推动战略目标的拆解与落地。,华海药业将CSR发展目标与战略融入日常经营，并通过三级管理架构推动战略目标的拆解与落地。,[9],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,华海药业积极响应国家“双碳”战略目标，制定了完善的气候变化风险管理策略，分析并评估重大气候变化风险对公司经营活动的影响，包括物理风险与转型风险。其中，物理风险指对实体资产造成影响的风险，转型风险指公司向低碳经济过渡时的相关风险。,climate_risk_management,气候风险识别与管理,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,华海药业积极响应国家“双碳”战略目标，制定了完善的气候变化风险管理策略，分析并评估重大气候变化风险对公司经营活动的影响，包括物理风险与转型风险。其中，物理风险指对实体资产造成影响的风险，转型风险指公司向低碳经济过渡时的相关风险。,true,候选文本明确提及公司制定了‘气候变化风险管理策略’，并系统分析了物理风险与转型风险，完全符合‘气候风险识别与管理’指标的定义，且证据为原文完整段落。,[32],华海药业制定了完善的气候变化风险管理策略，分析并评估物理风险与转型风险对公司经营活动的影响。,华海药业制定了完善的气候变化风险管理策略，分析并评估物理风险与转型风险对公司经营活动的影响。,[32],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,华海药业按照ISO 14001 环境管理体系标准，对本公司及附属公司制定环境管理要求并落实监管。截至报告期末，华海药业及附属公司共有5 家通过ISO 14001 认证。,environmental_management_system,环境管理体系,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,华海药业按照ISO 14001 环境管理体系标准，对本公司及附属公司制定环境管理要求并落实监管。截至报告期末，华海药业及附属公司共有5 家通过ISO 14001 认证。,true,候选文本明确提及公司依据ISO 14001环境管理体系标准建立和落实环境管理要求，并有具体认证数量支撑，符合目标指标的定义和抽取规则。,[33],华海药业按照ISO 14001环境管理体系标准建立并落实内部环境管理体系，持续完善EHS管理体系。,华海药业按照ISO 14001环境管理体系标准建立并落实内部环境管理体系，持续完善EHS管理体系。,[33],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,公司不断优化能源结构，通过改进生产工艺技术等多种手段，有效减少能源损耗，显著提高能效，从而更好地助力节能减排，构建低成本的生产能耗体系。在节能降耗方面，各分厂不断推进并优化蒸汽冷凝水余热回收利用、管路系统优化保温、高能效设备替换以及设备运行工况优化等工作。,energy_saving_measures,节能减排措施,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司不断优化能源结构，通过改进生产工艺技术等多种手段，有效减少能源损耗，显著提高能效，从而更好地助力节能减排，构建低成本的生产能耗体系。在节能降耗方面，各分厂不断推进并优化蒸汽冷凝水余热回收利用、管路系统优化保温、高能效设备替换以及设备运行工况优化等工作。,true,候选文本明确提及了多项具体的节能降耗措施，如改进生产工艺技术、余热回收、管路保温、设备替换和工况优化，这些均属于‘节能措施’或‘节能降耗’的直接表述，符合目标指标的定义和 aliases。,[37],华海药业通过优化生产工艺、改进技术、实施能源管理体系、开展余热回收、设备替换和管路保温等具体措施推动节能降耗。,华海药业通过优化生产工艺、改进技术、实施能源管理体系、开展余热回收、设备替换和管路保温等具体措施推动节能降耗。,[37],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,报告期内，公司通过采用节水设备、优化改进工艺、采用循环水系统等措施以减少水资源的使用量并提升用水效率，不断强化对水资源的科学管理。在生产过程中，公司采取的节水措施包括蒸汽冷凝水的回收再利用以及循环水的多次利用等。,water_management_measures,水资源管理措施,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,报告期内，公司通过采用节水设备、优化改进工艺、采用循环水系统等措施以减少水资源的使用量并提升用水效率，不断强化对水资源的科学管理。在生产过程中，公司采取的节水措施包括蒸汽冷凝水的回收再利用以及循环水的多次利用等。,true,候选文本明确提及了水资源管理的具体措施，包括节水设备、工艺优化、循环水系统、蒸汽冷凝水回收和循环水多次利用，这些均属于水资源管理措施的直接描述，符合定性指标抽取规则。,[38],公司通过采用节水设备、优化工艺、循环水系统等措施减少水资源使用并提升用水效率。,公司通过采用节水设备、优化工艺、循环水系统等措施减少水资源使用并提升用水效率。,[38],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,E,0.95,公司制定了《废水排放管理制度》《废气排放管理制度》《废弃物管理程序》等制度，通过各类科学、有效的措施，对废气、废水及固体废弃物实行严格的处置与管理，以确保污染物排放符合国家及地方的各项规定与政策要求。,waste_management_measures,废弃物管理措施,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,公司制定了《废水排放管理制度》《废气排放管理制度》《废弃物管理程序》等制度，通过各类科学、有效的措施，对废气、废水及固体废弃物实行严格的处置与管理，以确保污染物排放符合国家及地方的各项规定与政策要求。,true,候选文本明确提及《废弃物管理程序》这一具体管理制度，并在后续段落中进一步说明《固体废物管理制度》及危险废物管理措施，符合‘废弃物管理措施’的定义，且证据为原文完整句子。,[35],华海药业通过制定《废弃物管理程序》《固体废物管理制度》等制度，明确管理举措与处理流程，并实施全过程管理系统，落实固体废弃物减量化、资源化、无害化原则。,华海药业通过制定《废弃物管理程序》《固体废物管理制度》等制度，明确管理举措与处理流程，并实施全过程管理系统，落实固体废弃物减量化、资源化、无害化原则。,[35],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,华海药业高度重视员工权益保障，始终坚持以人为本，尊重员工，维护和保障员工的各项合法权益，致力于营造平等、和谐、包容、民主的工作环境。公司严格遵守《中华人民共和国劳动法》及当地颁布的相关法律法规，遵循中国政府批准的有关国际公约，以及业务所在地相关法律法规，对员工权利的保护做到依法合规。我们建立了完善的用工管理制度体系，包括《劳动合同管理制度》《作业类/ 非作业类薪酬制度》《员工福利管理制度》《培训管理制度》《绩效管理制度》《员工考勤管理制度》等；我们重视员工的切身利益，最大限度地保障员工和退休人员的各项合法权益，努力形成公司和员工利益共享机制，建立和谐劳动关系。,employee_rights_policy,员工权益保障政策,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,华海药业高度重视员工权益保障，始终坚持以人为本，尊重员工，维护和保障员工的各项合法权益，致力于营造平等、和谐、包容、民主的工作环境。公司严格遵守《中华人民共和国劳动法》及当地颁布的相关法律法规，遵循中国政府批准的有关国际公约，以及业务所在地相关法律法规，对员工权利的保护做到依法合规。我们建立了完善的用工管理制度体系，包括《劳动合同管理制度》《作业类/ 非作业类薪酬制度》《员工福利管理制度》《培训管理制度》《绩效管理制度》《员工考勤管理制度》等；我们重视员工的切身利益，最大限度地保障员工和退休人员的各项合法权益，努力形成公司和员工利益共享机制，建立和谐劳动关系。,true,候选文本在第42页明确提及'员工权益保障'，并详细描述了相关的制度体系、法律遵循和保障措施，完全符合目标指标的定义和抽取规则。,[42],公司建立完善的用工管理制度体系，依法保障员工各项合法权益，维护平等、和谐、包容的工作环境。,公司建立完善的用工管理制度体系，依法保障员工各项合法权益，维护平等、和谐、包容的工作环境。,[42],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,华海药业基于安全生产标准化管理体系，建立职业健康安全管理体系，制定并严格执行安全规章制度，充分明确管理原则和方法，主要文件及制度包括《环境与职业健康安全管理体系范围》《环境与职业健康安全管理体系》《领导干部带班值班管理规定》《环境与职业健康安全方针》《安全生产责任制管理制度》《环保管理责任制》《安全生产奖惩管理规定》以及《员工协商与参与》等制度，确保员工在生产工作过程中享有充分的安全健康保障。,occupational_health_safety_system,职业健康安全管理体系,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,华海药业基于安全生产标准化管理体系，建立职业健康安全管理体系，制定并严格执行安全规章制度，充分明确管理原则和方法，主要文件及制度包括《环境与职业健康安全管理体系范围》《环境与职业健康安全管理体系》《领导干部带班值班管理规定》《环境与职业健康安全方针》《安全生产责任制管理制度》《环保管理责任制》《安全生产奖惩管理规定》以及《员工协商与参与》等制度，确保员工在生产工作过程中享有充分的安全健康保障。,true,候选文本明确提及'建立职业健康安全管理体系'，并列出多项配套制度，完全符合目标指标的定义和 aliases 范围，且证据为原文完整段落。,[51],华海药业基于安全生产标准化管理体系，建立职业健康安全管理体系，并制定和执行多项相关制度以保障员工健康与安全。,华海药业基于安全生产标准化管理体系，建立职业健康安全管理体系，并制定和执行多项相关制度以保障员工健康与安全。,[51],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
core,S,0.95,"华海药业将员工的成长与发展视为企业进步的基石，把创建学习型组织，营造全员学习的氛围，作为公司长期发展战略的重要组成部分。公司设立了华海干部培训中心，在“战略牵引、业务驱动、绩效导向”的指引下，着力搭建“人才梯队、专业技术、关键人员”三大领域培训架构，通过系统化、全方位、多维度的培训模式，为各层级人员提供清晰可视的人才发展体系。

公司针对不同层级管理干部，设立了专项培养项目

除了干部系列培训外，我们的培训体系还涵盖了基于专业能力提升的研发、生产、销售、职能等培训，如设立国际销售中心业务总监后备班，聚焦以促进销售业绩结果达成为目标，提高国际销售业务骨干销售思维和销售技能等综合能力，为公司业务裂变式发展提供人才保障。此外，我们还开展了基于安全、健康、环境的EHS培训以及新员工的岗位培训，全方位支撑业务的发展。

2024年，公司共组织实施了1530场公司级/厂级培训，年度培训费用支出378万元。各部门级及岗位级培训有序开展，员工培训覆盖率达100%，员工年平均接受培训105课时。培训内容涵盖领导力、专业技能培训、合规培训、公司规章制度/操作规程、新员工入职培训等。",employee_training_development,员工培训与发展机制,qualitative,pharma,route_b_filled_missing_route_a,,,True,0.0,not_found,missing,,,,,,,,,,0.95,"华海药业将员工的成长与发展视为企业进步的基石，把创建学习型组织，营造全员学习的氛围，作为公司长期发展战略的重要组成部分。公司设立了华海干部培训中心，在“战略牵引、业务驱动、绩效导向”的指引下，着力搭建“人才梯队、专业技术、关键人员”三大领域培训架构，通过系统化、全方位、多维度的培训模式，为各层级人员提供清晰可视的人才发展体系。

公司针对不同层级管理干部，设立了专项培养项目

除了干部系列培训外，我们的培训体系还涵盖了基于专业能力提升的研发、生产、销售、职能等培训，如设立国际销售中心业务总监后备班，聚焦以促进销售业绩结果达成为目标，提高国际销售业务骨干销售思维和销售技能等综合能力，为公司业务裂变式发展提供人才保障。此外，我们还开展了基于安全、健康、环境的EHS培训以及新员工的岗位培训，全方位支撑业务的发展。

2024年，公司共组织实施了1530场公司级/厂级培训，年度培训费用支出378万元。各部门级及岗位级培训有序开展，员工培训覆盖率达100%，员工年平均接受培训105课时。培训内容涵盖领导力、专业技能培训、合规培训、公司规章制度/操作规程、新员工入职培训等。",true,候选文本明确描述了公司建立的培训体系架构、培训类别、覆盖范围、实施频次和内容，涵盖管理干部、专业技术、新员工等多维度发展机制，完全符合'员工培训与发展机制'的定义，且有完整原文支持。,[43],公司建立了系统化、全方位、多维度的培训体系，涵盖管理干部、专业技术、新员工等多个层面，支持员工职业发展。,公司建立了系统化、全方位、多维度的培训体系，涵盖管理干部、专业技术、新员工等多个层面，支持员工职业发展。,[43],route_b_text_rag,extracted,,正文定性机制,,True,boolean_or_text,
