field_key,field_name_cn,category,indicator_type,value_type,status,value,raw_value,unit,year,source_route,confidence,evidence,source_pages,row_label,topic,table_title,page_image,route_a_status,route_a_confidence,route_a_reason,route_b_matched,route_b_confidence,route_b_summary,route_b_evidence,route_b_source_pages,route_b_reason
female_management_ratio,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
minority_employees,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employees_under_30,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employees_30_to_50,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employees_over_50,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
employee_turnover_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_total_hours,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_hours_per_employee,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
training_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.95,员工员工培训覆盖率 % 2024年 100,page_53.png,员工培训覆盖率,员工,,page_53.png,extracted,0.95,alias_match:员工培训覆盖率; schema_match_validated,,,,,,
training_expense,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
trained_employees_count,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_injury_rate,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
work_related_fatalities,,S,quantitative,,extracted,0,0,人,2024,route_a_appendix_table,0.94,员工因工死亡人数 人 0 0 0,page_59.png,员工因工死亡人数,,,page_59.png,extracted,0.94,alias_match:因工死亡人数; schema_match_validated,,,,,,
lost_workdays_due_to_injury,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
social_insurance_coverage_rate,,S,quantitative,,extracted,100,100%,%,2024,route_a_appendix_table,0.96,工伤保险人员覆盖率 % 2024年 100%,page_50.png,工伤保险人员覆盖率,职业健康,,page_50.png,extracted,0.96,alias_match:工伤保险人员覆盖率; schema_match_validated,,,,,,
employee_health_record_coverage_rate,,S,quantitative,,extracted,100,100,%,2024,route_a_appendix_table,0.95,员工体检覆盖率 % 100 100 100,page_59.png,员工体检覆盖率,,,page_59.png,extracted,0.95,alias_match:员工体检覆盖率; schema_match_validated,,,,,,
r_and_d_investment,,S,quantitative,,extracted,58807.54,"58,807.54",万元,2024,route_a_appendix_table,0.92,"研发投入金额 万元 2022年 52,642.27 2023年 55,217.10 2024年 58,807.54",page_60.png,研发投入金额,,,page_60.png,extracted,0.92,alias_match:研发投入; schema_match_validated,,,,,,
r_and_d_employees,,S,quantitative,,extracted,2149,"2,149",人,2024,route_a_appendix_table,0.95,"研发人员人数 人 2022年 1,996 2023年 2,054 2024年 2,149",page_60.png,研发人员人数,,,page_60.png,extracted,0.95,llm_match:研发人员人数与 field_key 'r_and_d_employees' 的中文名 '研发人员数量' 及别名（如研发人员数量、研发员工人数等）完全一致，单位为'人'，符合 value_type: number 要求。; schema_match_validated,,,,,,
authorized_patents_new,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
authorized_patents_total,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
customer_complaints,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_size,,G,quantitative,,extracted,9,9,人,2024,route_a_appendix_table,0.93,董事会人数 人 2022年 9 2023年 9 2024年 9,page_57.png,董事会人数,,,page_57.png,extracted,0.93,alias_match:董事会人数; schema_match_validated,,,,,,
independent_directors,,G,quantitative,,extracted,4,4,人,2024,route_a_appendix_table,0.94,独立董事人数 人 2022年 4 2023年 4 2024年 4,page_57.png,独立董事人数,,,page_57.png,extracted,0.94,alias_match:独立董事人数; schema_match_validated,,,,,,
independent_director_ratio,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
female_directors,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_meetings,,G,quantitative,,extracted,13,13,次,2024,route_a_appendix_table,0.95,董事会召开次数 次 2022年 9 2023年 7 2024年 13,page_57.png,董事会召开次数,,,page_57.png,extracted,0.95,heuristic_board_meetings; schema_match_validated,,,,,,
shareholder_meetings,,G,quantitative,,extracted,3,3,次,2024,route_a_appendix_table,0.95,股东大会召开次数 次 2022年 3 2023年 4 2024年 3,page_57.png,股东大会召开次数,,,page_57.png,extracted,0.95,heuristic_shareholder_meetings; schema_match_validated,,,,,,
anti_corruption_training_sessions,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_participants,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
anti_corruption_training_hours,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
confirmed_corruption_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
whistleblowing_cases,,G,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
patent_applications_new,,S,quantitative,,missing,,,,,missing,0.0,,,,,,,missing,0.0,,,,,,,
board_esg_oversight,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,董事会决定公司ESG发展方向、战略和目标，审议和批准公司的ESG管理制度、ESG报告和ESG重大事项。,[14],董事会负责审议和批准公司的ESG管理制度、ESG报告及重大事项。,正文定性机制,,,missing,0.0,,true,0.95,董事会负责审议和批准公司的ESG管理制度、ESG报告及重大事项。,董事会决定公司ESG发展方向、战略和目标，审议和批准公司的ESG管理制度、ESG报告和ESG重大事项。,[14],正文明确披露了董事会在ESG管理中的监督职责。
esg_committee,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,公司建立由董事会、战略与ESG委员会、ESG工作小组构成的ESG管理架构。,[14],公司建立了ESG委员会或可持续发展委员会机制。,正文定性机制,,,missing,0.0,,true,0.95,公司建立了ESG委员会或可持续发展委员会机制。,公司建立由董事会、战略与ESG委员会、ESG工作小组构成的ESG管理架构。,[14],正文明确披露了战略与ESG委员会作为ESG管理架构的一部分。
anti_corruption_policy,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,公司将《反舞弊与举报管理制度》与《廉洁管理制度》整合为《廉洁与反舞弊管理制度》，对腐败、商业贿赂等行为持“零容忍”态度。,[23],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,公司将《反舞弊与举报管理制度》与《廉洁管理制度》整合为《廉洁与反舞弊管理制度》，对腐败、商业贿赂等行为持“零容忍”态度。,[23],正文明确披露了该机制。
whistleblowing_mechanism,,G,qualitative,,extracted,True,True,,,route_b_text_rag,0.86,公司建立畅通的举报渠道和举报人保护机制，鼓励通过电话、邮件等多种方式举报舞弊案件。,[23],公司建立了反腐败或举报相关制度。,正文定性机制,,,missing,0.0,,true,0.86,公司建立了反腐败或举报相关制度。,公司建立畅通的举报渠道和举报人保护机制，鼓励通过电话、邮件等多种方式举报舞弊案件。,[23],正文明确披露了该机制。
supplier_esg_assessment,,S,qualitative,,extracted,True,True,,,route_b_text_rag,0.95,公司高度关注供应商的可持续发展与ESG治理，将环境影响、污染排放、职业安全、社会公益、商业道德等纳入供应商评估考核体系。报告期内，公司向60家供应商发放《供应商ESG实践评估问卷》。,[42],公司建立了供应商ESG评估机制，将环境、社会、治理因素纳入考核体系，并开展ESG实践评估问卷。,正文定性机制,,,missing,0.0,,true,0.95,公司建立了供应商ESG评估机制，将环境、社会、治理因素纳入考核体系，并开展ESG实践评估问卷。,公司高度关注供应商的可持续发展与ESG治理，将环境影响、污染排放、职业安全、社会公益、商业道德等纳入供应商评估考核体系。报告期内，公司向60家供应商发放《供应商ESG实践评估问卷》。,[42],正文明确披露了该机制。
